gene	orthogroup	orthogroup_support	orthologous_to	orthologous_to_support
Bralan_BLAG07000261_1	Myosin.HG1.0:MYO15A/MYO15B	100.0	MYO15B	99.0
Spur_XM_030984588.1	Myosin.HG1.0:MYO15A/MYO15B	100.0	MYO15A/MYO15B	92.0/92.0
Cgig_XM_034455139.1	Myosin.HG1.0:MYO15A/MYO15B	100.0	MYO15A/MYO15B	100.0/100.0
Morvir_scaffold350.g14.t2	Myosin.HG1.0:MYO15A/MYO15B	100.0	MYO15A/MYO15B	99.0/99.0
Plajan_Pjan_scaffold18907_01	Myosin.HG1.0:MYO15A/MYO15B	100.0	MYO15A/MYO15B	100.0/100.0
Gracom_Gcom_C524036_01	Myosin.HG1.0:MYO15A/MYO15B	100.0	MYO15A/MYO15B	100.0/100.0
Scil_scict015027.2	Myosin.HG1.0:MYO15A/MYO15B	100.0	MYO15A/MYO15B	100.0/100.0
Ocar_g2829	Myosin.HG1.0:MYO15A/MYO15B	100.0	MYO15A/MYO15B	100.0/100.0
Gracom_Gcom_scaffold9128_01	Myosin.HG1.0:MYO15A/MYO15B	100.0	MYO15A/MYO15B	100.0/100.0
HoiH23_PlH23_008305-RA	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Cgig_XM_034470622.1	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Dmel_FBtr0392909	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Scil_scict001805.1	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Ocar_g340	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Emue_Em0019g346a.t1	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Tetwil_g26038.t2	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Aque_Aqu2.1.32241_001	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Scil_scict000557.1	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Gracom_Gcom_scaffold16715_01	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Plajan_Pjan_scaffold22003_01	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Tcas_TC008923_001	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Tetwil_g13035.t1	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Tadh_TriadT59851	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
TrH2_TrispH2_000438-RA	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Hhon_g09383.t1	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19	100.0	NA	NA
Scil_scict003096.2	Myosin.HG1.2:like:MYO7A/MYO7B	100.0	NA	NA
Ocar_g9435	Myosin.HG1.2:like:MYO7A/MYO7B	100.0	NA	NA
Plajan_Pjan_scaffold23039_01	Myosin.HG1.2:like:MYO7A/MYO7B	100.0	NA	NA
TrH2_TrispH2_006312-RA	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Bralan_BLAG14000707_1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Dmel_FBtr0079473	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Dgig_XM_028553481.1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Cint_ENSCINT00000018713	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	98.0/98.0
Adig_XM_015904133.1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Gracom_Gcom_scaffold2594_01	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Emue_Em0021g57a.t1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Mmus_ENSMUST00000107128	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A	100.0
Spur_XM_030982105.1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Cgig_XM_011426307.3	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Plajan_Pjan_scaffold13882_01	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Adig_XM_015906393.1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Emue_Em0021g55a.t1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Nvec_v1g122088	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Nvec_v1g30268	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Spis_XP_022789174_1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Plajan_Pjan_scaffold13883_01	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Tcas_TC013742_001	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Ocar_g9829	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Drer_ENSDART00000109515	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7B	100.0
Drer_ENSDART00000143218	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7B	100.0
Spis_XP_022796177_1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Nemnom_g5714.t1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Aque_Aqu2.1.40987_001	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Drer_ENSDART00000003181	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A	100.0
Gracom_Gcom_scaffold11085_01	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Gracom_Gcom_scaffold11086_01	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Adig_XM_015893643.1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA226057	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Skow_XM_006817890.1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Scil_scict001024.1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Mmus_ENSMUST00000134663	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7B	100.0
Morvir_scaffold89.g19.t2	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Hsap_ENST00000409816	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7B	100.0
Hvul_g5309_1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Exapal_XM_021051940.2	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Drer_ENSDART00000174975	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A	100.0
Nvec_v1g223837	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Gracom_Gcom_scaffold17665_01	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Hsap_ENST00000409709	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A	100.0
Exapal_XM_028660288.1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Dmel_FBtr0080723	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Tcas_TC013346_001	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Tetwil_g17529.t1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
HoiH23_PlH23_005020-RA	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Tadh_TriadT61967	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
TrH2_TrispH2_006313-RA	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Hhon_g04928.t1	Myosin.HG1.3:MYO7A/MYO7B	100.0	MYO7A/MYO7B	100.0/100.0
Bolinf_Binf_sb1237672	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Tadh_TriadT54062	Myosin.HG1.4:MYO10	100.0	MYO10	58.0
Nvec_v1g157535	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Bralan_BLAG10000586_1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Exapal_XM_021048127.2	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
TrH2_TrispH2_004795-RA	Myosin.HG1.4:MYO10	100.0	MYO10	58.0
Scil_scict024529.1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Mmus_ENSMUST00000110457	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Dgig_XM_028545330.1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Ocar_g1598	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Tetwil_g10233.t2	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Cint_ENSCINT00000019983	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Morvir_scaffold39.g22.t2	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Plajan_Pjan_scaffold16184_01	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Hvul_g8757_1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Hhon_g02820.t1	Myosin.HG1.4:MYO10	100.0	MYO10	58.0
Aque_Aqu2.1.42175_001	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Drer_ENSDART00000140159	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Nvec_v1g162932	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Drer_ENSDART00000151252	Myosin.HG1.4:MYO10	100.0	NA	NA
HoiH23_PlH23_009900-RA	Myosin.HG1.4:MYO10	100.0	MYO10	58.0
Gracom_Gcom_C561644_01	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Hsap_ENST00000274203	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Adig_XM_015923762.1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Drer_ENSDART00000088042	Myosin.HG1.4:MYO10	100.0	NA	NA
Nemnom_g15727.t1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Emue_Em0004g141a.t1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Spis_XP_022785622_1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Spur_XM_030990062.1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Skow_XM_006819543.1	Myosin.HG1.4:MYO10	100.0	MYO10	45.0
Horcal_Hcv1.av93.c13.g574.i5	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Horcal_Hcv1.av93.c13.g574.i1	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Beraby_Baby_sb331334	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Vmul_sbMO395129	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Coemet_Cmet_scaffold16528_01	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Horcal_Hcv1.av93.c13.g574.i6	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Bolinf_Binf_sb1237673	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Horcal_Hcv1.av93.c13.g574.i3	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Beraby_Baby_sb331339	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Vmul_sbMO408288	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Beraby_Baby_sb331335	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Horcal_Hcv1.av93.c13.g574.i2	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Horcal_Hcv1.av93.c13.g574.i4	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Beraby_Baby_sb331337	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Bolinf_Binf_sb1245185	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Coemet_Cmet_scaffold16527_01	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Beraby_Baby_sb331336	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Vmul_sbMO412432	Myosin.HG1.4:MYO10	100.0	MYO10	100.0
Gracom_Gcom_C561534_01	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Ocar_g1966	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Lampan_Lpan_14736_01	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Nemnom_g4715.t1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Tcas_TC001372_001	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	51.0/51.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA5381	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	51.0/51.0
Exapal_XM_021036886.2	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Nvec_v1g112613	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Cgig_XM_034469041.1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	51.0/51.0
Bralan_BLAG02001726_1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	55.0/55.0
Hvul_g17789_1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Tetwil_g9982.t1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	55.0/55.0
Aque_Aqu2.1.36272_001	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	55.0/55.0
Hsap_ENST00000356056	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A	100.0
Aque_Aqu2.1.03816_001	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	55.0/55.0
Beraby_Baby_sb330576	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Tetwil_g9985.t1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	55.0/55.0
Drer_ENSDART00000088040	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9B	99.0
Emue_Em0023g118a.t1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	55.0/55.0
Plajan_Pjan_C573052_01	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Cint_ENSCINT00000036429	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	95.0/95.0
Hvul_g17788_1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Nemnom_g4714.t1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Drer_ENSDART00000170876	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9B	99.0
Adig_XM_015909329.1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Hsap_ENST00000594824	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9B	100.0
Horcal_Hcv1.av93.c9.g951.i1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Dgig_XM_028555411.1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Tetwil_g2418.t1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	55.0/55.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA226894	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	51.0/51.0
Spur_XM_030976736.1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	98.0/98.0
Spis_XP_022785536_1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Mmus_ENSMUST00000170242	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9B	100.0
Drer_ENSDART00000028997	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A	100.0
Mmus_ENSMUST00000136740	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A	100.0
Beraby_Baby_sb330578	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Coemet_Cmet_scaffold13057_01	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Drer_ENSDART00000039810	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A	100.0
Mlei_ML1603.g8.i1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Vmul_sbMO480309	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Morvir_scaffold94.g43.t2	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Horcal_Hcv1.av93.c9.g951.i3	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	83.0/83.0
Skow_XM_006817535.1	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	98.0/98.0
Scil_scict016686.3	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Scil_scict025009.5	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Gracom_Gcom_scaffold17903_01	Myosin.HG1.5:MYO9A/MYO9B	100.0	MYO9A/MYO9B	100.0/100.0
Plajan_Pjan_scaffold22927_01	Myosin.HG1.6:like:MYO3A/MYO3B/MYO16	99.0	NA	NA
Emue_Em0007g13a.t1	Myosin.HG1.6:like:MYO3A/MYO3B/MYO16	99.0	NA	NA
Tetwil_g12032.t2	Myosin.HG1.6:like:MYO3A/MYO3B/MYO16	99.0	NA	NA
Emue_Em0158g9a.t1	Myosin.HG1.6:like:MYO3A/MYO3B/MYO16	99.0	NA	NA
Ocar_g10487	Myosin.HG1.6:like:MYO3A/MYO3B/MYO16	99.0	NA	NA
