gene_module	gene	membership_score	gene_name	pfam	ct_top	orthogroup	is_transcription_factor
Hhon.black	Hhon_g10584.t1	0.728	nascent_polypeptide_associated_complex_subunit_alpha	NAC/HYPK_UBA/	epithelia_gland_like	OG_2749	FALSE
Hhon.black	Hhon_g09594.t1	0.726	small_nuclear_ribonucleoprotein_13	Ribosomal_L7Ae/	epithelia_gland_like	OG_5797	FALSE
Hhon.black	Hhon_g00565.t1	0.709	RNA_polymerase_III_subunit_C	HTH_9/RNA_pol_Rpc82/	epithelia_gland_like	OG_166	FALSE
Hhon.black	Hhon_g03993.t1	0.709	eukaryotic_translation_elongation_factor_1_gamma	GST_N/GST_C/EF1G/	epithelia_gland_like	OG_7148	FALSE
Hhon.black	Hhon_g08156.t1	0.7	eukaryotic_translation_initiation_factor_4H	RRM_1/	epithelia_gland_like	OG_9472	FALSE
Hhon.black	Hhon_g04811.t1	0.699	RNA_binding_protein_with_serine_rich_domain_1	RRM_1/	epithelia_gland_like	OG_6828	FALSE
Hhon.black	Hhon_g00208.t1	0.697	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/	epithelia_gland_like	OG_8364	FALSE
Hhon.black	Hhon_g06157.t1	0.694	ribosomal_protein_L18a	Ribosomal_L18A/	epithelia_gland_like	OG_1707	FALSE
Hhon.black	Hhon_g03218.t1	0.683	ribosomal_protein_L8	Ribosomal_L2/Ribosomal_L2_C/	epithelia_gland_like	OG_5805	FALSE
Hhon.black	Hhon_g03746.t1	0.68	clathrin_light_chain_A	Clathrin_lg_ch/	epithelia_gland_like	OG_1028	FALSE
Hhon.black	Hhon_g07111.t1	0.675	prostaglandin_E_synthase_3	CS/	epithelia_gland_like	OG_8301	FALSE
Hhon.black	Hhon_g05177.t1	0.671	adaptor_related_protein_complex_2_subunit_sigma_1	Clat_adaptor_s/	epithelia_gland_like	OG_10250	FALSE
Hhon.black	Hhon_g04606.t1	0.666	transketolase	Transketolase_N/Transket_pyr/Transketolase_C/	epithelia_gland_like	OG_9086	FALSE
Hhon.black	Hhon_g07312.t1	0.665	purine_rich_element_binding_protein_A	PurA/	epithelia_gland_like	OG_2035	FALSE
Hhon.black	Hhon_g01108.t1	0.663	eukaryotic_translation_elongation_factor_1_alpha_1	GTP_EFTU/GTP_EFTU_D2/GTP_EFTU_D3/	epithelia_gland_like	OG_9766	FALSE
Hhon.black	Hhon_g00820.t1	0.657	pre_mRNA_processing_factor_19	Prp19/WD40/WD40/WD40/	epithelia_gland_like	OG_7431	FALSE
Hhon.black	Hhon_g04578.t1	0.656	cathepsin_A	Peptidase_S10/	epithelia_gland_like	OG_7928	FALSE
Hhon.black	Hhon_g06005.t1	0.653	ribosomal_protein_L23a	Ribosomal_L23eN/Ribosomal_L23/	epithelia_gland_like	OG_1668	FALSE
Hhon.black	Hhon_g00934.t1	0.652	defender_against_cell_death_1	DAD/	epithelia_gland_like	OG_255	FALSE
Hhon.black	Hhon_g09070.t1	0.651	LSM3_homolog_U6_small_nuclear_RNA_and_mRNA_degradation_associated	LSM/	epithelia_gland_like	OG_7111	FALSE
Hhon.black	Hhon_g04857.t1	0.651	transaldolase_1	TAL_FSA/	epithelia_gland_like	OG_1357	FALSE
Hhon.black	Hhon_g06238.t1	0.646	dyskerin_pseudouridine_synthase_1	DKCLD/TruB_N/TruB_C_2/PUA/	epithelia_gland_like	OG_1731	FALSE
Hhon.black	Hhon_g09213.t1	0.644	adaptor_related_protein_complex_2_subunit_mu_1	Clat_adaptor_s/Adap_comp_sub/	epithelia_gland_like	OG_9948	FALSE
Hhon.black	Hhon_g00891.t1	0.642	adhesion_G_protein_coupled_receptor_L3	7tm_2/	epithelia_gland_like	OG_8114	FALSE
Hhon.black	Hhon_g09566.t1	0.642	chaperonin_containing_TCP1_subunit_3	Cpn60_TCP1/	epithelia_gland_like	OG_8126	FALSE
Hhon.black	Hhon_g07416.t1	0.641	ribosomal_protein_S21	Ribosomal_S21e/	epithelia_gland_like	OG_2061	FALSE
Hhon.black	Hhon_g03822.t1	0.635	methyltransferase_like_26	DUF938/	epithelia_gland_like	OG_1049	FALSE
Hhon.black	Hhon_g02548.t1	0.634	adenine_phosphoribosyltransferase	Pribosyltran/	epithelia_gland_like	OG_684	FALSE
Hhon.black	Hhon_g02038.t1	0.63	phosphoserine_phosphatase	Hydrolase/	epithelia_gland_like	OG_540	FALSE
Hhon.black	Hhon_g10264.t1	0.622	proliferation_associated_2G4	Peptidase_M24/	epithelia_gland_like	OG_8998	FALSE
Hhon.black	Hhon_g07925.t1	0.62			epithelia_gland_like	OG_2171	FALSE
Hhon.black	Hhon_g07593.t1	0.616	caspase_7	CARD/Peptidase_C14/	epithelia_gland_like	OG_5771	FALSE
Hhon.black	Hhon_g10456.t1	0.615	zinc_finger_CCHC_type_containing_10	zf-CCHC_3/	epithelia_gland_like	OG_2720	FALSE
Hhon.black	Hhon_g01725.t1	0.563	phosphogluconate_dehydrogenase	NAD_binding_2/6PGD/	epithelia_gland_like	OG_471	FALSE
Hhon.black	Hhon_g07178.t1	0.561	hydroxysteroid_17_beta_dehydrogenase_2	adh_short/	epithelia_gland_like	OG_10618	FALSE
Hhon.black	Hhon_g01807.t1	0.56	RNA_polymerase_II_subunit_D	RNA_pol_Rpb4/	epithelia_gland_like	OG_497	FALSE
Hhon.black	Hhon_g01401.t1	0.56	BUB3_mitotic_checkpoint_protein	WD40/WD40/WD40/	epithelia_gland_like	OG_4329	FALSE
Hhon.black	Hhon_g02467.t1	0.56	small_nuclear_ribonucleoprotein_polypeptide_N	LSM/	epithelia_gland_like	OG_7868	FALSE
Hhon.black	Hhon_g01536.t1	0.558	phytanoyl_CoA_dioxygenase_domain_containing_1	PhyH/	epithelia_gland_like	OG_424	FALSE
Hhon.black	Hhon_g10669.t1	0.556	dehydrogenase_reductase_4	adh_short_C2/	epithelia_gland_like	OG_9324	FALSE
Hhon.black	Hhon_g08957.t1	0.553	chaperonin_containing_TCP1_subunit_6A	Cpn60_TCP1/	epithelia_gland_like	OG_4834	FALSE
Hhon.black	Hhon_g07153.t1	0.551	farnesyl_diphosphate_synthase	polyprenyl_synt/	epithelia_gland_like	OG_1978	FALSE
Hhon.black	Hhon_g01351.t1	0.548	polysaccharide_biosynthesis_domain_containing_1	Polysacc_synt_4/	epithelia_gland_like	OG_369	FALSE
Hhon.black	Hhon_g01143.t1	0.545	butyrylcholinesterase	COesterase/	epithelia_gland_like	OG_6210	FALSE
Hhon.black	Hhon_g04404.t1	0.544	NOVA_alternative_splicing_regulator_1	KH_1/KH_1/KH_1/	epithelia_gland_like	OG_7714	FALSE
Hhon.black	Hhon_g02485.t1	0.542	eukaryotic_translation_initiation_factor_2_subunit_beta	eIF-5_eIF-2B/	epithelia_gland_like	OG_662	FALSE
Hhon.black	Hhon_g06473.t1	0.542	pyridoxal_kinase	Phos_pyr_kin/	epithelia_gland_like	OG_1796	FALSE
Hhon.black	Hhon_g06036.t1	0.541	myeloid_derived_growth_factor	UPF0556/	epithelia_gland_like	OG_1676	FALSE
Hhon.black	Hhon_g06631.t1	0.54	adenylate_kinase_2	ADK/ADK_lid/	epithelia_gland_like	OG_5338	FALSE
Hhon.black	Hhon_g03240.t1	0.587	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/	epithelia_gland_like	OG_6368	FALSE
Hhon.black	Hhon_g04588.t1	0.586	aldo_keto_reductase_family_1_member_A1	Aldo_ket_red/	epithelia_gland_like	OG_6536	FALSE
Hhon.black	Hhon_g10648.t1	0.584	small_nuclear_ribonucleoprotein_D2_polypeptide	LSM/	epithelia_gland_like	OG_8941	FALSE
Hhon.black	Hhon_g02965.t1	0.584	VHL_binding_protein_1	Prefoldin/	epithelia_gland_like	OG_4666	FALSE
Hhon.black	Hhon_g01578.t1	0.583	testis_expressed_264_ER_phagy_receptor		epithelia_gland_like	OG_7744	FALSE
Hhon.black	Hhon_g09624.t1	0.582	XPC_complex_subunit_DNA_damage_recognition_and_repair_factor	Rad4/BHD_1/BHD_2/BHD_3/Methyltransf_3/	epithelia_gland_like	OG_3255	FALSE
Hhon.black	Hhon_g09645.t1	0.579	nuclear_transport_factor_2	NTF2/	epithelia_gland_like	OG_2563	FALSE
Hhon.black	Hhon_g07673.t1	0.579	COMM_domain_containing_9	COMM_domain/	epithelia_gland_like	OG_6879	FALSE
Hhon.black	Hhon_g05886.t1	0.578	chaperonin_containing_TCP1_subunit_8	Cpn60_TCP1/	epithelia_gland_like	OG_4975	FALSE
Hhon.black	Hhon_g11377.t1	0.578	PHD_finger_protein_5A	PHF5/	epithelia_gland_like	OG_2853	FALSE
Hhon.black	Hhon_g01446.t1	0.577	splicing_factor_3b_subunit_5	SF3b10/	epithelia_gland_like	OG_390	FALSE
Hhon.black	Hhon_g04698.t1	0.573	small_nuclear_ribonucleoprotein_polypeptide_E	LSM/	epithelia_gland_like	OG_7256	FALSE
Hhon.black	Hhon_g05158.t1	0.572	glutamine_amidotransferase_like_class_1_domain_containing_1		epithelia_gland_like	OG_1461	FALSE
Hhon.black	Hhon_g01347.t1	0.571	aminopeptidase_like_1	Peptidase_M17/	epithelia_gland_like	OG_9245	FALSE
Hhon.black	Hhon_g01730.t1	0.57	dolichyl_diphosphooligosaccharide_protein_glycosyltransferase_non_catalytic_subunit	DDOST_48kD/	epithelia_gland_like	OG_474	FALSE
Hhon.black	Hhon_g07168.t1	0.568	fucose_mutarotase	RbsD_FucU/	epithelia_gland_like	OG_1986	FALSE
Hhon.black	Hhon_g11209.t1	0.568	aminoacyl_tRNA_synthetase_complex_interacting_multifunctional_protein_2	Thioredoxin_16/GST_C/	epithelia_gland_like	OG_2831	FALSE
Hhon.black	Hhon_g05855.t1	0.567	eukaryotic_translation_initiation_factor_2_subunit_gamma	GTP_EFTU/GTP_EFTU_D2/eIF2_C/	epithelia_gland_like	OG_4958	FALSE
Hhon.black	Hhon_g05125.t1	0.567	glutathione_S_transferase_omega_1	GST_N_3/GST_C/	epithelia_gland_like	OG_8835	FALSE
Hhon.black	Hhon_g02977.t1	0.566	dicarbonyl_and_L_xylulose_reductase	adh_short_C2/	epithelia_gland_like	OG_8256	FALSE
Hhon.black	Hhon_g07299.t1	0.566	glycine_C_acetyltransferase	Aminotran_1_2/	epithelia_gland_like	OG_4555	FALSE
