gene_module	gene	membership_score	gene_name	pfam	ct_top	orthogroup	is_transcription_factor
Tadh.black	Tadh_TriadG62034	0.718	denticleless_E3_ubiquitin_protein_ligase_homolog	WD40/WD40/WD40/WD40/	epithelia_gland_like	OG_7143	FALSE
Tadh.black	Tadh_TriadG57210	0.71	glyceronephosphate_O_acyltransferase	Acyltransferase/	epithelia_gland_like	OG_1295	FALSE
Tadh.black	Tadh_TriadG28328	0.725	kinesin_family_member_20A	Kinesin/	epithelia_gland_like	OG_9669	FALSE
Tadh.black	Tadh_TriadG10055	0.727	FAT_atypical_cadherin_4	Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/	epithelia_gland_like	OG_8805	FALSE
Tadh.black	Tadh_wf_g9198	0.688	UPF3A_regulator_of_nonsense_mediated_mRNA_decay	Smg4_UPF3/	epithelia_gland_like	OG_1761	FALSE
Tadh.black	Tadh_TriadG62553	0.742			epithelia_gland_like	OG_2980	FALSE
Tadh.black	Tadh_TriadG51278	0.742			epithelia_gland_like	OG_3578	FALSE
Tadh.black	Tadh_TriadG21502	0.741	ferredoxin_reductase	Pyr_redox_2/	epithelia_gland_like	OG_1045	FALSE
Tadh.black	Tadh_TriadG62714	0.696		Death/	epithelia_gland_like	OG_2980	FALSE
Tadh.black	Tadh_TriadG57716	0.69	WD_repeat_domain_1	WD40/WD40/WD40/WD40/	epithelia_gland_like	OG_8682	FALSE
Tadh.black	Tadh_TriadG54966	0.644	methyltransferase_like_5	MTS/	epithelia_gland_like	OG_3311	FALSE
Tadh.black	Tadh_wf_g9642	0.636		CARD/	epithelia_gland_like	OG_2996	FALSE
Tadh.black	Tadh_TriadG31833	0.636	spermine_synthase	Spermine_synt_N/Spermine_synth/	epithelia_gland_like	OG_7721	FALSE
Tadh.black	Tadh_TriadG34124	0.627	REV3_like_DNA_directed_polymerase_zeta_catalytic_subunit	DNA_pol_B_exo1/	epithelia_gland_like	OG_6281	FALSE
Tadh.black	Tadh_TriadG57384	0.745	large_60S_subunit_nuclear_export_GTPase_1	MMR_HSR1/	epithelia_gland_like	OG_3856	FALSE
Tadh.black	Tadh_TriadG56890	0.621	histone_deacetylase_6	Hist_deacetyl/	epithelia_gland_like	OG_10086	FALSE
Tadh.black	Tadh_TriadG22580	0.621	ATP_binding_cassette_subfamily_C_member_4	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/	epithelia_gland_like	OG_4722	FALSE
Tadh.black	Tadh_TriadG51787	0.612	proteasome_activator_subunit_4	BLM10_mid/BLM10_mid/DUF3437/	epithelia_gland_like	OG_523	FALSE
Tadh.black	Tadh_TriadG54370	0.612	SPG11_vesicle_trafficking_associated_spatacsin	Spatacsin_C/	epithelia_gland_like	OG_3716	FALSE
Tadh.black	Tadh_TriadG60897	0.611	methyltransferase_like_23	Methyltransf_16/	epithelia_gland_like	OG_6130	FALSE
Tadh.black	Tadh_TriadG55771	0.608	GINS_complex_subunit_2	Sld5/	epithelia_gland_like	OG_270	FALSE
Tadh.black	Tadh_TriadG52571	0.606	lysophosphatidylcholine_acyltransferase_2	Acyltransferase/EF-hand_4/	epithelia_gland_like	OG_8963	FALSE
Tadh.black	Tadh_TriadG60665	0.605		CARD/Death/	epithelia_gland_like	OG_2962	FALSE
Tadh.black	Tadh_TriadG22316	0.698	adaptor_related_protein_complex_4_subunit_beta_1	Adaptin_N/	epithelia_gland_like	OG_8130	FALSE
Tadh.black	Tadh_TriadG61608	0.698			epithelia_gland_like	OG_2967	FALSE
Tadh.black	Tadh_TriadG29686	0.687	farnesyltransferase_CAAX_box_beta	Prenyltrans/Prenyltrans/Prenyltrans/Prenyltrans/Prenyltrans/	epithelia_gland_like	OG_4829	FALSE
Tadh.black	Tadh_TriadG25535	0.676	FRY_like_transcription_coactivator	MOR2-PAG1_N/	epithelia_gland_like	OG_3752	FALSE
Tadh.black	Tadh_TriadG51304	0.669	MCF.2_cell_line_derived_transforming_sequence_like	CRAL_TRIO_2/RhoGEF/PH/	epithelia_gland_like	OG_4558	FALSE
Tadh.black	Tadh_TriadG19989	0.667	aarF_domain_containing_kinase_1	ABC1/	epithelia_gland_like	OG_7150	FALSE
Tadh.black	Tadh_TriadG52680	0.664	BRISC_and_BRCA1_A_complex_member_2	BRE/BRE/	epithelia_gland_like	OG_1087	FALSE
Tadh.black	Tadh_TriadG61372	0.662		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_2/TPR_12/TPR_12/TPR_10/TPR_12/TPR_12/TPR_12/Death/	epithelia_gland_like	OG_8265	FALSE
Tadh.black	Tadh_TriadG1023	0.789	solute_carrier_organic_anion_transporter_family_member_4A1	OATP/Kazal_2/	epithelia_gland_like	OG_10221	FALSE
Tadh.black	Tadh_TriadG62496	0.785	catenin_delta_1		epithelia_gland_like	OG_10314	FALSE
Tadh.black	Tadh_TriadG51782	0.758			epithelia_gland_like	OG_9215	FALSE
Tadh.black	Tadh_TriadG25163	0.755	DNA_polymerase_theta	DEAD/Helicase_C/DNA_pol_A/	epithelia_gland_like	OG_10486	FALSE
Tadh.black	Tadh_wf_g11616	0.752	TNF_receptor_superfamily_member_10a	Death/	epithelia_gland_like	OG_3000	FALSE
Tadh.black	Tadh_TriadG25695	0.54	RecQ_like_helicase_5	DEAD/Helicase_C/	epithelia_gland_like	OG_8255	FALSE
Tadh.black	Tadh_TriadG56964	0.54	tRNA_yW_synthesizing_protein_5	Cupin_8/	epithelia_gland_like	OG_7044	FALSE
Tadh.black	Tadh_TriadG18979	0.537	DNA_polymerase_delta_1_catalytic_subunit	DNA_pol_B_exo1/DNA_pol_B/zf-C4pol/	epithelia_gland_like	OG_6710	FALSE
Tadh.black	Tadh_TriadG51004	0.537	pre_mRNA_processing_factor_6	PRP1_N/TPR_8/	epithelia_gland_like	OG_1820	FALSE
Tadh.black	Tadh_TriadG19032	0.537	X_ray_repair_cross_complementing_1	XRCC1_N/PTCB-BRCT/BRCT_2/	epithelia_gland_like	OG_3586	FALSE
Tadh.black	Tadh_TriadG54145	0.536	arachidonate_5_lipoxygenase		epithelia_gland_like	OG_10453	FALSE
Tadh.black	Tadh_TriadG62534	0.536			epithelia_gland_like	OG_10801	FALSE
Tadh.black	Tadh_TriadG29114	0.535	checkpoint_kinase_2	Pkinase/	epithelia_gland_like	OG_7421	FALSE
Tadh.black	Tadh_wf_g910	0.596	BRCA1_BRCA2_containing_complex_subunit_3	JAB/BRCC36_C/	epithelia_gland_like	OG_6883	FALSE
Tadh.black	Tadh_TriadG54223	0.591	CWC25_spliceosome_associated_protein_homolog	Cir_N/CWC25/	epithelia_gland_like	OG_179	FALSE
Tadh.black	Tadh_TriadG25073	0.591	telomerase_associated_protein_1	DUF4062/	epithelia_gland_like	OG_6675	FALSE
Tadh.black	Tadh_TriadG56528	0.583		PNISR/	epithelia_gland_like	OG_2208	FALSE
Tadh.black	Tadh_TriadG16883	0.827	beta_1_4_N_acetyl_galactosaminyltransferase_3	CHGN/	epithelia_gland_like	OG_9139	FALSE
Tadh.black	Tadh_hyp_clust3081	0.823		Roc/Death/	epithelia_gland_like	OG_2965	FALSE
Tadh.black	Tadh_TriadG58118	0.818	regulator_of_chromosome_condensation_1	RCC1/RCC1/RCC1/RCC1/RCC1/RCC1/	epithelia_gland_like	OG_8446	FALSE
Tadh.black	Tadh_TriadG18685	0.811	twinkle_mtDNA_helicase	AAA_25/	epithelia_gland_like	OG_2112	FALSE
Tadh.black	Tadh_wf_g11774	0.803		CARD/	epithelia_gland_like	OG_2996	FALSE
Tadh.black	Tadh_TriadG62784	0.802		Death/	epithelia_gland_like	OG_2988	FALSE
Tadh.black	Tadh_TriadG57162	0.802			epithelia_gland_like	OG_3839	FALSE
Tadh.black	Tadh_TriadG20455	0.801	methyltransferase_like_22		epithelia_gland_like	OG_9857	FALSE
Tadh.black	Tadh_TriadG52446	0.801	leucyl_tRNA_synthetase_2_mitochondrial	tRNA-synt_1/	epithelia_gland_like	OG_3634	FALSE
Tadh.black	Tadh_TriadG7742	0.555	neuropeptide_FF_receptor_2	7tm_1/	epithelia_gland_like	OG_4264	FALSE
Tadh.black	Tadh_TriadG12078	0.546	hemicentin_1	Ig_3/Ig_3/I-set/I-set/Ig_3/	epithelia_gland_like	OG_4754	FALSE
Tadh.black	Tadh_TriadG60332	0.544			epithelia_gland_like	OG_2773	FALSE
Tadh.black	Tadh_TriadG55497	0.544	zinc_finger_C3HC_type_containing_1	zf-C3HC/Rsm1/	epithelia_gland_like	OG_2276	FALSE
Tadh.black	Tadh_TriadG27970	0.541	RNA_polymerase_I_subunit_A	RNA_pol_Rpb1_1/RNA_pol_Rpb1_2/RNA_pol_Rpb1_3/RNA_pol_Rpb1_4/RNA_pol_Rpb1_5/	epithelia_gland_like	OG_5498	FALSE
Tadh.black	Tadh_TriadG54969	0.528	ATP_binding_cassette_subfamily_C_member_4	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/	epithelia_gland_like	OG_9566	FALSE
Tadh.black	Tadh_TriadG56303	0.528	FIG4_phosphoinositide_5_phosphatase	Syja_N/Syja_N/	epithelia_gland_like	OG_4468	FALSE
Tadh.black	Tadh_TriadG61013	0.524	structural_maintenance_of_chromosomes_6	SMC_N/	epithelia_gland_like	OG_4340	FALSE
Tadh.black	Tadh_TriadG61224	0.523	DDB1_and_CUL4_associated_factor_4		epithelia_gland_like	OG_10341	FALSE
Tadh.black	Tadh_TriadG1179	0.519	solute_carrier_organic_anion_transporter_family_member_4A1	OATP/Kazal_2/	epithelia_gland_like	OG_10441	FALSE
Tadh.black	Tadh_TriadG61491	0.513			epithelia_gland_like	OG_4052	FALSE
Tadh.black	Tadh_TriadG58124	0.513			epithelia_gland_like	OG_34	FALSE
Tadh.black	Tadh_TriadG52741	0.511	ryanodine_receptor_2	Ins145_P3_rec/MIR/RYDR_ITPR/SPRY/RyR/RyR/SPRY/SPRY/RYDR_ITPR/RyR/RyR/RIH_assoc/EF-hand_7/RR_TM4-6/Ion_trans/	epithelia_gland_like	OG_6200	FALSE
Tadh.black	Tadh_wf_g9228	0.508	heparin_binding_growth_factor	PWWP/LEDGF/	epithelia_gland_like	OG_3994	FALSE
Tadh.black	Tadh_TriadG64307	0.508	insulin_like_growth_factor_2_receptor	CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/	epithelia_gland_like	OG_9519	FALSE
Tadh.black	Tadh_wf_g3983	0.507	centrosomal_protein_164	WW/	epithelia_gland_like	OG_1858	FALSE
Tadh.black	Tadh_TriadG12520	0.506	Myb.HG1.1:DNAJC1/DNAJC2	DnaJ/RAC_head/Myb_DNA-binding/	epithelia_gland_like	OG_4282	TRUE
Tadh.black	Tadh_TriadG61313	0.505			epithelia_gland_like	OG_2411	FALSE
Tadh.black	Tadh_TriadG61895	0.503	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/Ldl_recept_a/MAM/Ldl_recept_a/MAM/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/MAM/Ldl_recept_a/MAM/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/	epithelia_gland_like	OG_4503	FALSE
Tadh.black	Tadh_TriadG55020	0.503	inositol_hexakisphosphate_kinase_2	IPK/	epithelia_gland_like	OG_5490	FALSE
Tadh.black	Tadh_TriadG22435	0.5	sorcin	EF-hand_8/	epithelia_gland_like	OG_6419	FALSE
Tadh.black	Tadh_TriadG57031	0.58	VPS33B_interacting_protein_apical_basolateral_polarity_regulator_spe_39_homolog		epithelia_gland_like	OG_5882	FALSE
Tadh.black	Tadh_TriadG57518	0.51	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_2	CARD/RCC1/RCC1/RCC1/	epithelia_gland_like	OG_7667	FALSE
Tadh.black	Tadh_TriadG54980	0.509	WD_repeat_domain_24	WD40/Zn_ribbon_17/	epithelia_gland_like	OG_9573	FALSE
Tadh.black	Tadh_TriadG51747	0.57	leucine_rich_repeat_containing_74A	LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/EF-hand_7/	epithelia_gland_like	OG_10522	FALSE
Tadh.black	Tadh_TriadG62570	0.568			epithelia_gland_like	OG_4821	FALSE
Tadh.black	Tadh_TriadG62597	0.567	apurinic_apyrimidinic_endodeoxyribonuclease_1	Exo_endo_phos/	epithelia_gland_like	OG_7719	FALSE
Tadh.black	Tadh_TriadG61732	0.557	poly_ADP_ribose_polymerase_1	PARP_reg/PARP/	epithelia_gland_like	OG_6132	FALSE
Tadh.black	Tadh_TriadG51689	0.576	zw10_kinetochore_protein	Zw10/	epithelia_gland_like	OG_1353	FALSE
Tadh.brown	Tadh_TriadG36034	0.908	solute_carrier_family_25_member_43	Mito_carr/Mito_carr/Mito_carr/	lipophil	OG_7384	FALSE
Tadh.brown	Tadh_TriadG62353	0.909		PSI_integrin/	lipophil	OG_8838	FALSE
Tadh.brown	Tadh_TriadG50246	0.985	ATPase_H_transporting_V1_subunit_A	ATP-synt_ab_N/ATP-synt_ab_Xtn/ATP-synt_ab/	lipophil	OG_6387	FALSE
Tadh.brown	Tadh_TriadG32492	0.985	ATPase_H_transporting_V1_subunit_B2	ATP-synt_ab_N/ATP-synt_ab/	lipophil	OG_5110	FALSE
Tadh.brown	Tadh_TriadG55285	0.909			lipophil	OG_555	FALSE
Tadh.brown	Tadh_TriadG54658	0.909	NADH_ubiquinone_oxidoreductase_subunit_A13	GRIM-19/	lipophil	OG_1592	FALSE
Tadh.brown	Tadh_TriadG52140	0.97	tetraspanin_11	Tetraspanin/	lipophil	OG_9987	FALSE
Tadh.brown	Tadh_TriadG37067	0.968	ATPase_H_transporting_V0_subunit_d1	vATP-synt_AC39/	lipophil	OG_1246	FALSE
Tadh.brown	Tadh_TriadG37048	0.968	ATP_synthase_membrane_subunit_c_locus_2	ATP-synt_C/	lipophil	OG_10854	FALSE
Tadh.brown	Tadh_TriadG63123	0.978	ATPase_H_transporting_V0_subunit_e1	ATP_synt_H/	lipophil	OG_7706	FALSE
Tadh.brown	Tadh_TriadG63784	0.976	ATPase_H_transporting_V1_subunit_E1	vATP-synt_E/	lipophil	OG_7274	FALSE
Tadh.brown	Tadh_TriadG22309	0.974	tubulin_beta_4B_class_IVb	Tubulin/Tubulin_C/	lipophil	OG_7790	FALSE
Tadh.brown	Tadh_TriadG36227	0.973	ATPase_H_transporting_V1_subunit_H	V-ATPase_H_N/V-ATPase_H_C/	lipophil	OG_11	FALSE
Tadh.brown	Tadh_TriadG25492	0.972	EH_domain_containing_4	EHD_N/Dynamin_N/DUF5600/EF-hand_4/	lipophil	OG_7583	FALSE
Tadh.brown	Tadh_TriadG58643	0.97	CD151_molecule_Raph_blood_group	Tetraspanin/	lipophil	OG_8236	FALSE
Tadh.brown	Tadh_TriadG38228	0.959	ATP_synthase_peripheral_stalk_subunit_F6	ATP-synt_F6/	lipophil	OG_1407	FALSE
Tadh.brown	Tadh_TriadG63474	0.958	coiled_coil_helix_coiled_coil_helix_domain_containing_2		lipophil	OG_3474	FALSE
Tadh.brown	Tadh_TriadG63785	0.958		DUF4440/	lipophil	OG_10389	FALSE
Tadh.brown	Tadh_TriadG63114	0.985	ATPase_H_transporting_V0_subunit_c	ATP-synt_C/ATP-synt_C/	lipophil	OG_9529	FALSE
Tadh.brown	Tadh_TriadG63587	0.985	ATPase_H_transporting_V1_subunit_D	ATP-synt_D/	lipophil	OG_2616	FALSE
Tadh.brown	Tadh_TriadG64078	0.983	ATPase_H_transporting_V0_subunit_b	ATP-synt_C/ATP-synt_C/	lipophil	OG_9484	FALSE
Tadh.brown	Tadh_TriadG63746	0.982			lipophil	OG_642	FALSE
Tadh.brown	Tadh_TriadG55145	0.913		LMWPc/	lipophil	OG_1997	FALSE
Tadh.brown	Tadh_TriadG22356	0.911	cytochrome_c_oxidase_subunit_5A	COX5A/	lipophil	OG_1317	FALSE
Tadh.brown	Tadh_TriadG30483	0.91	transmembrane_and_coiled_coil_domains_3	Na_H_Exchanger/	lipophil	OG_1406	FALSE
Tadh.brown	Tadh_TriadG63278	0.91	adenosylhomocysteinase	AdoHcyase/AdoHcyase_NAD/	lipophil	OG_8047	FALSE
Tadh.brown	Tadh_TriadG38462	0.91	tetraspanin_11	Tetraspanin/	lipophil	OG_9991	FALSE
Tadh.brown	Tadh_TriadG38449	0.572	lipoic_acid_synthetase	LIAS_N/Radical_SAM/	lipophil	OG_10305	FALSE
Tadh.brown	Tadh_TriadG29334	0.571			lipophil	OG_2083	FALSE
Tadh.brown	Tadh_TriadG58326	0.569	DNA_polymerase_delta_interacting_protein_2	YccV-like/DUF525/	lipophil	OG_5763	FALSE
Tadh.brown	Tadh_TriadG61807	0.569	WD_repeat_domain_5	ANAPC4_WD40/	lipophil	OG_5136	FALSE
Tadh.brown	Tadh_TriadG54433	0.566	Dmx_like_1	Rav1p_C/WD40/	lipophil	OG_6474	FALSE
Tadh.brown	Tadh_TriadG9023	0.565	DnaJ_heat_shock_protein_family_Hsp40_member_C30	DnaJ/	lipophil	OG_6895	FALSE
Tadh.brown	Tadh_TriadG55611	0.907	ataxin_1		lipophil	OG_3812	FALSE
Tadh.brown	Tadh_wf_g9540	0.906			lipophil	OG_3999	FALSE
Tadh.brown	Tadh_TriadG55308	0.906		Thg1/	lipophil	OG_564	FALSE
Tadh.brown	Tadh_TriadG37528	0.905	dehydrogenase_reductase_4	adh_short_C2/	lipophil	OG_7883	FALSE
Tadh.brown	Tadh_TriadG31849	0.904	mitochondrial_pyruvate_carrier_2	MPC/	lipophil	OG_1525	FALSE
Tadh.brown	Tadh_TriadG61456	0.904	ring_finger_protein_220	RNF220/zf-C3HC4_2/	lipophil	OG_2651	FALSE
Tadh.brown	Tadh_TriadG61447	0.904	progestin_and_adipoQ_receptor_family_member_3	HlyIII/	lipophil	OG_5127	FALSE
Tadh.brown	Tadh_TriadG61187	0.903		TPD52/	lipophil	OG_1541	FALSE
Tadh.brown	Tadh_TriadG28664	0.903	NADH_ubiquinone_oxidoreductase_core_subunit_V1	Complex1_51K/SLBB/NADH_4Fe-4S/	lipophil	OG_748	FALSE
Tadh.brown	Tadh_TriadG56166	0.902	hydroxylysine_kinase	APH/	lipophil	OG_8385	FALSE
Tadh.brown	Tadh_TriadG56473	0.967	1_acylglycerol_3_phosphate_O_acyltransferase_3	Acyltransferase/Acyltransf_C/	lipophil	OG_7591	FALSE
Tadh.brown	Tadh_TriadG29364	0.967	sorting_nexin_7	PX/Vps5/	lipophil	OG_7693	FALSE
Tadh.brown	Tadh_TriadG64165	0.966	fatty_acid_binding_protein_4		lipophil	OG_6920	FALSE
Tadh.brown	Tadh_TriadG9015	0.966	glutathione_peroxidase_4	GSHPx/	lipophil	OG_3926	FALSE
Tadh.brown	Tadh_TriadG59655	0.966	vesicle_associated_membrane_protein_7	Longin/Synaptobrevin/	lipophil	OG_6611	FALSE
Tadh.brown	Tadh_TriadG63741	0.965	ATP_synthase_peripheral_stalk_membrane_subunit_b	Mt_ATP-synt_B/	lipophil	OG_201	FALSE
Tadh.brown	Tadh_TriadG56433	0.964	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/	lipophil	OG_7564	FALSE
Tadh.brown	Tadh_TriadG55838	0.964		DUF4440/	lipophil	OG_8809	FALSE
Tadh.brown	Tadh_TriadG59485	0.963			lipophil	OG_4404	FALSE
Tadh.brown	Tadh_TriadG23237	0.959	cytochrome_b561	Cytochrom_B561/	lipophil	OG_5478	FALSE
Tadh.brown	Tadh_TriadG59251	0.895	pleckstrin_homology_domain_containing_A8	GLTP/	lipophil	OG_9659	FALSE
Tadh.brown	Tadh_TriadG58625	0.894		WBP-1/	lipophil	OG_1207	FALSE
Tadh.brown	Tadh_TriadG63801	0.894	enoyl_CoA_hydratase_and_3_hydroxyacyl_CoA_dehydrogenase	ECH_1/3HCDH_N/3HCDH/3HCDH/	lipophil	OG_9587	FALSE
Tadh.brown	Tadh_TriadG38507	0.894	Rh_associated_glycoprotein	Ammonium_transp/	lipophil	OG_10535	FALSE
Tadh.brown	Tadh_TriadG24746	0.956	ubiquinol_cytochrome_c_reductase_Rieske_iron_sulfur_polypeptide_1	UCR_TM/Rieske/	lipophil	OG_8055	FALSE
Tadh.brown	Tadh_TriadG64068	0.955	cytochrome_c_oxidase_subunit_5B	COX5B/	lipophil	OG_85	FALSE
Tadh.brown	Tadh_TriadG64063	0.914	novel_transcript	CI-B14_5a/	lipophil	OG_955	FALSE
Tadh.brown	Tadh_TriadG26603	0.591	sirtuin_2	SIR2/	lipophil	OG_4299	FALSE
Tadh.brown	Tadh_TriadG28708	0.582	kynurenine_aminotransferase_3	Aminotran_1_2/	lipophil	OG_10623	FALSE
Tadh.brown	Tadh_TriadG56068	0.576	dehydrogenase_reductase_9	adh_short/	lipophil	OG_5036	FALSE
Tadh.brown	Tadh_TriadG58546	0.638	zinc_finger_FYVE_type_containing_27	FYVE/	lipophil	OG_239	FALSE
Tadh.brown	Tadh_TriadG38520	0.636	succinate_dehydrogenase_complex_flavoprotein_subunit_A	FAD_binding_2/Succ_DH_flav_C/	lipophil	OG_4083	FALSE
Tadh.brown	Tadh_TriadG59957	0.633	arrestin_domain_containing_2	Arrestin_N/Arrestin_C/	lipophil	OG_10735	FALSE
Tadh.brown	Tadh_TriadG61888	0.633	ectonucleoside_triphosphate_diphosphohydrolase_5_inactive	GDA1_CD39/	lipophil	OG_4509	FALSE
Tadh.brown	Tadh_TriadG59624	0.632	solute_carrier_family_9_member_A6	Na_H_Exchanger/Na_H_Exchanger/Na_H_Exchanger/	lipophil	OG_9321	FALSE
Tadh.brown	Tadh_TriadG54544	0.63	RGP1_homolog_RAB6A_GEF_complex_partner_1	Rgp1/	lipophil	OG_1656	FALSE
Tadh.brown	Tadh_TriadG19721	0.629	hydroxysteroid_17_beta_dehydrogenase_4	adh_short/MaoC_dehydratas/SCP2/	lipophil	OG_8971	FALSE
Tadh.brown	Tadh_TriadG63308	0.629	glyoxalase_I	Glyoxalase/	lipophil	OG_2524	FALSE
Tadh.brown	Tadh_TriadG62264	0.628	adhesion_G_protein_coupled_receptor_L1	GAIN/GPS/7tm_2/	lipophil	OG_7854	FALSE
Tadh.brown	Tadh_wf_g1053	0.627	ankyrin_repeat_domain_13B	Ank_2/Ank_2/Ank_4/Ank_2/Ank_2/Death/	lipophil	OG_3012	FALSE
Tadh.brown	Tadh_TriadG62049	0.627	kelch_domain_containing_3	Kelch_4/Kelch_4/Kelch_4/	lipophil	OG_5092	FALSE
Tadh.brown	Tadh_TriadG54331	0.626	abhydrolase_domain_containing_11	Abhydrolase_1/	lipophil	OG_6306	FALSE
Tadh.brown	Tadh_TriadG55300	0.623		BORCS6/	lipophil	OG_562	FALSE
Tadh.brown	Tadh_TriadG50795	0.621	malic_enzyme_3	malic/Malic_M/	lipophil	OG_10306	FALSE
Tadh.brown	Tadh_TriadG56669	0.619			lipophil	OG_1557	FALSE
Tadh.brown	Tadh_wf_g6953	0.618	histidine_triad_nucleotide_binding_protein_3	DcpS_C/	lipophil	OG_8683	FALSE
Tadh.brown	Tadh_TriadG60386	0.902	NADH_ubiquinone_oxidoreductase_subunit_A6	Complex1_LYR/	lipophil	OG_2302	FALSE
Tadh.brown	Tadh_TriadG59891	0.902	solute_carrier_family_52_member_3	DUF1011/	lipophil	OG_9709	FALSE
Tadh.brown	Tadh_TriadG55495	0.901	TBC1_domain_family_member_25	RabGAP-TBC/	lipophil	OG_9906	FALSE
Tadh.brown	Tadh_TriadG54343	0.901	hydrogen_voltage_gated_channel_1	Ion_trans/	lipophil	OG_5808	FALSE
Tadh.brown	Tadh_TriadG58626	0.901	coiled_coil_domain_containing_125		lipophil	OG_1208	FALSE
Tadh.brown	Tadh_TriadG51428	0.899	lysosomal_associated_membrane_protein_1		lipophil	OG_4926	FALSE
Tadh.brown	Tadh_TriadG1842	0.897	solute_carrier_family_3_member_1	Alpha-amylase/	lipophil	OG_7911	FALSE
Tadh.brown	Tadh_TriadG5705	0.897	nipsnap_homolog_1	NIPSNAP/	lipophil	OG_3398	FALSE
Tadh.brown	Tadh_TriadG53964	0.895		NDUFB10/	lipophil	OG_102	FALSE
