gene_module	gene	membership_score	gene_name	pfam	ct_top	orthogroup	is_transcription_factor
TrH2.bisque4	TrH2_TrispH2_000902	0.841	inflammation_and_lipid_regulator_with_UBA_like_and_NBR1_like_domains	N_BRCA1_IG/	unknown_2	OG_9982	FALSE
TrH2.bisque4	TrH2_TrispH2_002599	0.834	thioredoxin_like_4B	DIM1/	unknown_2	OG_6552	FALSE
TrH2.bisque4	TrH2_TrispH2_006390	0.846	CGRP_receptor_component	RNA_pol_Rpb4/	unknown_2	OG_536	FALSE
TrH2.bisque4	TrH2_TrispH2_000836	0.933			unknown_2	OG_2217	FALSE
TrH2.bisque4	TrH2_TrispH2_000589	0.921			unknown_2	OG_10319	FALSE
TrH2.bisque4	TrH2_TrispH2_000785	0.943	Forkhead.HG1.8:FOXG1	Forkhead/	unknown_2	OG_5155	TRUE
TrH2.bisque4	TrH2_TrispH2_003993	0.884	makorin_ring_finger_protein_1	zf-CCCH/zf-CCCH_2/zf-C3HC4/zf-CCCH_2/	unknown_2	OG_1956	FALSE
TrH2.bisque4	TrH2_TrispH2_004533	0.803	fucosyltransferase_6	Glyco_tran_10_N/Glyco_transf_10/	unknown_2	OG_7666	FALSE
TrH2.bisque4	TrH2_TrispH2_002085	0.787	ubiquitin_specific_peptidase_39	zf-UBP/UCH/	unknown_2	OG_8732	FALSE
TrH2.bisque4	TrH2_TrispH2_007088	0.547	NOVA_alternative_splicing_regulator_1	KH_1/KH_1/KH_1/	unknown_2	OG_7714	FALSE
TrH2.bisque4	TrH2_TrispH2_002255	0.546	STE20_related_adaptor_alpha	Pkinase/	unknown_2	OG_7605	FALSE
TrH2.bisque4	TrH2_TrispH2_005598	0.544		F-box-like/Ank_4/Ank/	unknown_2	OG_7490	FALSE
TrH2.bisque4	TrH2_TrispH2_009304	0.544	sphingosine_kinase_2	DAGK_cat/	unknown_2	OG_8329	FALSE
TrH2.bisque4	TrH2_TrispH2_000718	0.541	aurora_kinase_A	Pkinase/	unknown_2	OG_7175	FALSE
TrH2.bisque4	TrH2_TrispH2_007851	0.535			unknown_2	OG_1344	FALSE
TrH2.bisque4	TrH2_TrispH2_009777	0.534	family_with_sequence_similarity_98_member_A	DUF2465/	unknown_2	OG_2013	FALSE
TrH2.bisque4	TrH2_TrispH2_003149	0.908	autophagy_and_beclin_1_regulator_1	WD40/WD40/	unknown_2	OG_7041	FALSE
TrH2.bisque4	TrH2_TrispH2_007663	0.756	FAM161_centrosomal_protein_B	UPF0564/	unknown_2	OG_3064	FALSE
TrH2.bisque4	TrH2_TrispH2_001436	0.755	Cdk5_and_Abl_enzyme_substrate_1		unknown_2	OG_962	FALSE
TrH2.bisque4	TrH2_TrispH2_000035	0.531	WD_repeat_domain_82	WD40/WD40/WD40/	unknown_2	OG_10058	FALSE
TrH2.bisque4	TrH2_TrispH2_000952	0.527	late_endosomal_lysosomal_adaptor_MAPK_and_MTOR_activator_4		unknown_2	OG_866	FALSE
TrH2.bisque4	TrH2_TrispH2_002150	0.523	PIH1_domain_containing_1	PIH1/PIH1_CS/	unknown_2	OG_7252	FALSE
TrH2.bisque4	TrH2_TrispH2_002553	0.522	armadillo_repeat_containing_8		unknown_2	OG_154	FALSE
TrH2.bisque4	TrH2_TrispH2_002507	0.522	chromosome_9_open_reading_frame_85	DUF2039/	unknown_2	OG_759	FALSE
TrH2.bisque4	TrH2_TrispH2_006044	0.522	COP9_signalosome_subunit_8	CSN8_PSD8_EIF3K/	unknown_2	OG_646	FALSE
TrH2.bisque4	TrH2_TrispH2_002560	0.76		UPF0449/	unknown_2	OG_159	FALSE
TrH2.bisque4	TrH2_TrispH2_000381	0.517	NRDE_2_necessary_for_RNA_interference_domain_containing	NRDE-2/	unknown_2	OG_1607	FALSE
TrH2.bisque4	TrH2_TrispH2_003618	0.516			unknown_2	OG_2472	FALSE
TrH2.bisque4	TrH2_TrispH2_007175	0.704	splicing_factor_3b_subunit_4	RRM_1/	unknown_2	OG_7221	FALSE
TrH2.bisque4	TrH2_TrispH2_005841	0.702	zinc_metallopeptidase_STE24	Peptidase_M48_N/Peptidase_M48/	unknown_2	OG_3442	FALSE
TrH2.bisque4	TrH2_TrispH2_009682	0.7			unknown_2	OG_3344	FALSE
TrH2.bisque4	TrH2_TrispH2_007069	0.694	zf-met.HG7.0:ZMAT2	zf-C2H2_jaz/	unknown_2	OG_3504	TRUE
TrH2.bisque4	TrH2_TrispH2_004416	0.69	ISY1_RAB43_readthrough	Isy1/	unknown_2	OG_3525	FALSE
TrH2.bisque4	TrH2_TrispH2_002031	0.689	chromosome_9_open_reading_frame_78	Hep_59/	unknown_2	OG_210	FALSE
TrH2.bisque4	TrH2_TrispH2_001880	0.689	dehydrodolichyl_diphosphate_synthase_subunit	Prenyltransf/	unknown_2	OG_2210	FALSE
TrH2.bisque4	TrH2_TrispH2_009888	0.829	Forkhead.HG1.15:FOXM1	Forkhead/	unknown_2	OG_4942	TRUE
TrH2.bisque4	TrH2_TrispH2_007933	0.817	lin_37_DREAM_MuvB_core_complex_component	LIN37/	unknown_2	OG_306	FALSE
TrH2.bisque4	TrH2_TrispH2_004860	0.816	COMMD3_BMI1_readthrough	zf-C3HC4_2/RAWUL/	unknown_2	OG_10680	FALSE
TrH2.bisque4	TrH2_TrispH2_004466	0.519		Geminin/	unknown_2	OG_5029	FALSE
TrH2.bisque4	TrH2_TrispH2_006481	0.56			unknown_2	OG_3892	FALSE
TrH2.bisque4	TrH2_TrispH2_005572	0.814	taspase_1	Asparaginase_2/	unknown_2	OG_6617	FALSE
TrH2.bisque4	TrH2_TrispH2_011267	0.81			unknown_2	OG_2227	FALSE
TrH2.bisque4	TrH2_TrispH2_002898	0.549	oxysterol_binding_protein	PH/Oxysterol_BP/	unknown_2	OG_9787	FALSE
TrH2.bisque4	TrH2_TrispH2_001085	0.549	SFT2_domain_containing_2	Got1/	unknown_2	OG_4177	FALSE
TrH2.bisque4	TrH2_TrispH2_007577	0.602	trafficking_protein_particle_complex_4	Sybindin/	unknown_2	OG_6005	FALSE
TrH2.bisque4	TrH2_TrispH2_002725	0.601	adenylosuccinate_lyase	Lyase_1/ADSL_C/	unknown_2	OG_6652	FALSE
TrH2.bisque4	TrH2_TrispH2_000895	0.601	FGFR1_oncogene_partner_2	SIKE/	unknown_2	OG_846	FALSE
TrH2.bisque4	TrH2_TrispH2_003027	0.601	neural_proliferation_differentiation_and_control_1	NPDC1/	unknown_2	OG_3123	FALSE
TrH2.bisque4	TrH2_TrispH2_007896	0.6	centrosomal_protein_350	DUF4378/	unknown_2	OG_2369	FALSE
TrH2.bisque4	TrH2_TrispH2_006038	0.599	MPN_domain_containing	RAMA/JAB/	unknown_2	OG_3145	FALSE
TrH2.bisque4	TrH2_TrispH2_003677	0.598	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_a_member_4	QLQ/HSA/SNF2_N/Helicase_C/SnAC/Bromodomain/	unknown_2	OG_7806	FALSE
TrH2.bisque4	TrH2_TrispH2_010374	0.598	TATA_box_binding_protein_associated_factor_5	TFIID_NTD2/WD40/WD40/WD40/WD40/WD40/	unknown_2	OG_10560	FALSE
TrH2.bisque4	TrH2_TrispH2_002509	0.598	FANCD2_and_FANCI_associated_nuclease_1	VRR_NUC/	unknown_2	OG_757	FALSE
TrH2.bisque4	TrH2_TrispH2_010738	0.597	exostosin_glycosyltransferase_1	Exostosin/Glyco_transf_64/	unknown_2	OG_5346	FALSE
TrH2.bisque4	TrH2_TrispH2_007357	0.597	pre_mRNA_processing_factor_38A	PRP38/	unknown_2	OG_3948	FALSE
TrH2.bisque4	TrH2_TrispH2_006575	0.595			unknown_2	OG_4431	FALSE
TrH2.bisque4	TrH2_TrispH2_003272	0.595	gem_nuclear_organelle_associated_protein_6	Gemin6/	unknown_2	OG_1288	FALSE
TrH2.bisque4	TrH2_TrispH2_004291	0.589	SYF2_pre_mRNA_splicing_factor	SYF2/	unknown_2	OG_1788	FALSE
TrH2.bisque4	TrH2_TrispH2_003929	0.589	programmed_cell_death_7	PDCD7/	unknown_2	OG_634	FALSE
TrH2.bisque4	TrH2_TrispH2_004532	0.587			unknown_2	OG_6105	FALSE
TrH2.bisque4	TrH2_TrispH2_000242	0.585	protein_phosphatase_6_catalytic_subunit	Metallophos/	unknown_2	OG_6612	FALSE
TrH2.bisque4	TrH2_TrispH2_007937	0.581	elongator_acetyltransferase_complex_subunit_6	ELP6/	unknown_2	OG_309	FALSE
TrH2.bisque4	TrH2_TrispH2_008941	0.581	autophagy_related_4B_cysteine_peptidase	Peptidase_C54/	unknown_2	OG_4927	FALSE
TrH2.bisque4	TrH2_TrispH2_009359	0.58	ring_finger_protein_151	FHA/zf-RING_2/	unknown_2	OG_8961	FALSE
TrH2.bisque4	TrH2_TrispH2_011209	0.58	methyl_CpG_binding_domain_protein_5		unknown_2	OG_2385	FALSE
TrH2.bisque4	TrH2_TrispH2_004438	0.578	DEAD_box_helicase_41	DEAD/Helicase_C/	unknown_2	OG_7890	FALSE
TrH2.bisque4	TrH2_TrispH2_004021	0.575	McKusick_Kaufman_syndrome	Cpn60_TCP1/	unknown_2	OG_2603	FALSE
TrH2.bisque4	TrH2_TrispH2_007606	0.575	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_4	RCC1_2/RCC1/RCC1/RCC1/RCC1/RCC1/HECT/	unknown_2	OG_6236	FALSE
TrH2.bisque4	TrH2_TrispH2_004780	0.571	family_with_sequence_similarity_117_member_B	FAM117/FAM117/	unknown_2	OG_781	FALSE
TrH2.bisque4	TrH2_TrispH2_007805	0.57	ABCF2_H2BE1_readthrough	ABC_tran/ABC_tran_Xtn/ABC_tran/	unknown_2	OG_5860	FALSE
TrH2.bisque4	TrH2_TrispH2_002923	0.569	sphingomyelin_phosphodiesterase_2	Exo_endo_phos/	unknown_2	OG_2860	FALSE
TrH2.bisque4	TrH2_TrispH2_002611	0.568	chromosome_6_open_reading_frame_136	DUF2358/	unknown_2	OG_1495	FALSE
TrH2.bisque4	TrH2_TrispH2_008957	0.565	post_GPI_attachment_to_proteins_2	Frag1/	unknown_2	OG_9527	FALSE
TrH2.bisque4	TrH2_TrispH2_000830	0.564	RAB27A_member_RAS_oncogene_family	Ras/	unknown_2	OG_5988	FALSE
TrH2.bisque4	TrH2_TrispH2_010423	0.563	minichromosome_maintenance_complex_binding_protein	MCM_bind/	unknown_2	OG_2751	FALSE
TrH2.bisque4	TrH2_TrispH2_009146	0.562	ATP_binding_cassette_subfamily_F_member_3	ABC_tran/ABC_tran_Xtn/ABC_tran/	unknown_2	OG_7341	FALSE
TrH2.bisque4	TrH2_TrispH2_004657	0.688	ciliogenesis_and_planar_polarity_effector_2	Roc/	unknown_2	OG_7103	FALSE
TrH2.bisque4	TrH2_TrispH2_002660	0.559	carnitine_O_acetyltransferase	Carn_acyltransf/	unknown_2	OG_7750	FALSE
TrH2.bisque4	TrH2_TrispH2_004501	0.556	DNA_replication_and_sister_chromatid_cohesion_1	Dcc1/	unknown_2	OG_2064	FALSE
TrH2.bisque4	TrH2_TrispH2_007490	0.551	SPC25_component_of_NDC80_kinetochore_complex	Spindle_Spc25/	unknown_2	OG_1965	FALSE
TrH2.bisque4	TrH2_TrispH2_009622	0.549	zinc_finger_SWIM_type_containing_7		unknown_2	OG_1264	FALSE
TrH2.bisque4	TrH2_TrispH2_000881	0.676	ribosomal_RNA_adenine_dimethylase_domain_containing_1	Methyltransf_32/	unknown_2	OG_3114	FALSE
TrH2.bisque4	TrH2_TrispH2_000943	0.674	zinc_finger_CCCH_type_and_G_patch_domain_containing		unknown_2	OG_3616	FALSE
TrH2.bisque4	TrH2_TrispH2_009670	0.673	BIVM_ERCC5_readthrough		unknown_2	OG_6461	FALSE
TrH2.bisque4	TrH2_TrispH2_007396	0.666	N_alpha_acetyltransferase_30_NatC_catalytic_subunit	Acetyltransf_1/	unknown_2	OG_6202	FALSE
TrH2.bisque4	TrH2_TrispH2_009143	0.665	phenylalanyl_tRNA_synthetase_subunit_beta	PhetRS_B1/B3_4/B5/tRNA_synthFbeta/	unknown_2	OG_7343	FALSE
TrH2.bisque4	TrH2_TrispH2_000480	0.659	eukaryotic_translation_initiation_factor_2B_subunit_gamma	NTP_transferase/Hexapep/	unknown_2	OG_8361	FALSE
TrH2.bisque4	TrH2_TrispH2_000521	0.763	DOT1_like_histone_lysine_methyltransferase	DOT1/	unknown_2	OG_51	FALSE
TrH2.bisque4	TrH2_TrispH2_001164	0.657	host_cell_factor_C2	Kelch_1/Kelch_1/Kelch_5/	unknown_2	OG_7467	FALSE
TrH2.bisque4	TrH2_TrispH2_009418	0.652	adenylosuccinate_synthase_1	Adenylsucc_synt/	unknown_2	OG_7076	FALSE
TrH2.bisque4	TrH2_TrispH2_002567	0.752	negative_regulator_of_ubiquitin_like_proteins_1	Ubiquitin_5/UBA/	unknown_2	OG_162	FALSE
TrH2.bisque4	TrH2_TrispH2_001782	0.751	cyclin_dependent_kinase_1	Pkinase/	unknown_2	OG_6287	FALSE
TrH2.bisque4	TrH2_TrispH2_005826	0.747	KDEL_endoplasmic_reticulum_protein_retention_receptor_1	ER_lumen_recept/	unknown_2	OG_7940	FALSE
TrH2.bisque4	TrH2_TrispH2_011297	0.745	polo_like_kinase_1	Pkinase/POLO_box/POLO_box/	unknown_2	OG_10103	FALSE
TrH2.bisque4	TrH2_TrispH2_006256	0.741	LUC7_like_3_pre_mRNA_splicing_factor	LUC7/	unknown_2	OG_6808	FALSE
TrH2.bisque4	TrH2_TrispH2_004740	0.732	THO_complex_7	THOC7/	unknown_2	OG_2486	FALSE
TrH2.bisque4	TrH2_TrispH2_009756	0.73	novel_transcript	Det1/	unknown_2	OG_2309	FALSE
TrH2.bisque4	TrH2_TrispH2_007583	0.728	presenilin_enhancer_gamma_secretase_subunit	PEN-2/	unknown_2	OG_1143	FALSE
TrH2.bisque4	TrH2_TrispH2_005424	0.641		BPL_N/	unknown_2	OG_8873	FALSE
TrH2.bisque4	TrH2_TrispH2_002205	0.641	cyclin_B2	Cyclin_N/Cyclin_C/	unknown_2	OG_7279	FALSE
TrH2.bisque4	TrH2_TrispH2_009099	0.639	zf-C2H2.HG38.2:like:HINFP	zf-C2H2/zf-C2H2/	unknown_2	OG_505	TRUE
TrH2.bisque4	TrH2_TrispH2_007629	0.638	eukaryotic_translation_termination_factor_1	eRF1_1/eRF1_2/eRF1_3/	unknown_2	OG_909	FALSE
TrH2.bisque4	TrH2_TrispH2_005041	0.634	BCL2_interacting_protein_1	Sec20/	unknown_2	OG_2263	FALSE
TrH2.bisque4	TrH2_TrispH2_009683	0.515	ubinuclein_1	HUN/UBN_AB/	unknown_2	OG_3345	FALSE
TrH2.bisque4	TrH2_TrispH2_003675	0.514	F_box_and_WD_repeat_domain_containing_9	F-box-like/WD40/WD40/	unknown_2	OG_3207	FALSE
TrH2.bisque4	TrH2_TrispH2_009577	0.514	cut_like_homeobox_1	CASP_C/	unknown_2	OG_1267	FALSE
TrH2.bisque4	TrH2_TrispH2_003241	0.51	transcription_factor_B2_mitochondrial	RrnaAD/	unknown_2	OG_9090	FALSE
TrH2.bisque4	TrH2_TrispH2_000953	0.508		TMEM126/	unknown_2	OG_867	FALSE
TrH2.bisque4	TrH2_TrispH2_009351	0.624	heat_shock_protein_90_beta_family_member_1	HATPase_c/HSP90/	unknown_2	OG_9338	FALSE
TrH2.bisque4	TrH2_TrispH2_000946	0.622		DUF4707/	unknown_2	OG_863	FALSE
TrH2.bisque4	TrH2_TrispH2_000538	0.622	small_ArfGAP_1	ArfGap/	unknown_2	OG_9480	FALSE
TrH2.bisque4	TrH2_TrispH2_000690	0.613		SAM_2/SAM_1/	unknown_2	OG_2161	FALSE
TrH2.bisque4	TrH2_TrispH2_009148	0.689	lysophosphatidylcholine_acyltransferase_3	MBOAT/	unknown_2	OG_7338	FALSE
TrH2.bisque4	TrH2_TrispH2_007508	0.607		PAXX/	unknown_2	OG_2859	FALSE
TrH2.bisque4	TrH2_TrispH2_001907	0.684	UFM1_specific_ligase_1	E3_UFM1_ligase/	unknown_2	OG_2203	FALSE
TrH2.bisque4	TrH2_TrispH2_000100	0.682	synaptophysin_like_2	MARVEL/	unknown_2	OG_9690	FALSE
TrH2.bisque4	TrH2_TrispH2_008781	0.68	KAT8_regulatory_NSL_complex_subunit_2	zf-C3Hc3H/zf-C3Hc3H/	unknown_2	OG_10365	FALSE
TrH2.bisque4	TrH2_TrispH2_004485	0.679	prolactin_regulatory_element_binding	WD40/	unknown_2	OG_4386	FALSE
TrH2.bisque4	TrH2_TrispH2_007750	0.602	NEDD4_binding_protein_2_like_2	CUE/AAA_33/Smr/	unknown_2	OG_3757	FALSE
TrH2.bisque4	TrH2_TrispH2_003917	0.647	SURP_and_G_patch_domain_containing_1	G-patch/	unknown_2	OG_6609	FALSE
TrH2.bisque4	TrH2_TrispH2_003348	0.644	cleavage_and_polyadenylation_specific_factor_3	Lactamase_B_6/Beta-Casp/RMMBL/CPSF73-100_C/	unknown_2	OG_5172	FALSE
TrH2.bisque4	TrH2_TrispH2_001799	0.642	acyl_CoA_dehydrogenase_very_long_chain	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/	unknown_2	OG_9071	FALSE
TrH2.bisque4	TrH2_TrispH2_001051	0.641	kinesin_family_member_23	Kinesin/MKLP1_Arf_bdg/	unknown_2	OG_4883	FALSE
TrH2.bisque4	TrH2_TrispH2_009755	0.659	heterogeneous_nuclear_ribonucleoprotein_K	KH_1/KH_1/KH_1/	unknown_2	OG_6191	FALSE
TrH2.bisque4	TrH2_TrispH2_005170	0.611	microfibril_associated_protein_1	MFAP1/	unknown_2	OG_1722	FALSE
TrH2.bisque4	TrH2_TrispH2_007745	0.647	coiled_coil_domain_containing_58	Cid2/	unknown_2	OG_815	FALSE
TrH2.bisque4	TrH2_TrispH2_005844	0.607	hexosaminidase_D	Glyco_hydro_20/	unknown_2	OG_7947	FALSE
TrH2.bisque4	TrH2_TrispH2_007169	0.651	RNA_binding_motif_protein_42	RRM_1/	unknown_2	OG_7225	FALSE
TrH2.bisque4	TrH2_TrispH2_009729	0.648	lysine_demethylase_1A	SWIRM/Amino_oxidase/	unknown_2	OG_6283	FALSE
TrH2.bisque4	TrH2_TrispH2_011231	0.63	spermatogenesis_associated_5_like_1	AAA/AAA_lid_3/AAA/AAA_lid_3/	unknown_2	OG_8262	FALSE
TrH2.bisque4	TrH2_TrispH2_007147	0.629	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_d_member_1	SWIB/	unknown_2	OG_2716	FALSE
TrH2.bisque4	TrH2_TrispH2_000161	0.624	thioredoxin_related_transmembrane_protein_3	Thioredoxin/Thioredoxin_6/	unknown_2	OG_8992	FALSE
TrH2.bisque4	TrH2_TrispH2_004507	0.612	ribonucleic_acid_export_1	WD40/WD40/	unknown_2	OG_10641	FALSE
TrH2.bisque4	TrH2_TrispH2_009918	0.603		MFS_1/	unknown_2	OG_4648	FALSE
TrH2.bisque4	TrH2_TrispH2_007027	0.629	phosphatidylinositol_4_phosphate_5_kinase_type_1_gamma	PIP5K/	unknown_2	OG_9294	FALSE
TrH2.bisque4	TrH2_TrispH2_007741	0.603	fucose_1_phosphate_guanylyltransferase	Fucokinase/	unknown_2	OG_3053	FALSE
TrH2.bisque4	TrH2_TrispH2_004752	0.631	transmembrane_protein_237	TMEM237/	unknown_2	OG_2492	FALSE
TrH2.bisque4	TrH2_TrispH2_010396	0.603	mannosidase_endo_alpha	Glyco_hydro_99/	unknown_2	OG_2332	FALSE
TrH2.black	TrH2_TrispH2_003319	0.698	G_protein_coupled_receptor_12	7tm_1/	peptidergic	OG_9645	FALSE
TrH2.black	TrH2_TrispH2_000203	0.682	membrane_bound_transcription_factor_peptidase_site_1	Peptidase_S8/	peptidergic	OG_1247	FALSE
TrH2.black	TrH2_TrispH2_002524	0.678	arachidonate_12_lipoxygenase_12R_type		peptidergic	OG_10453	FALSE
TrH2.black	TrH2_TrispH2_007193	0.692	tyrosine_aminotransferase	Aminotran_1_2/	peptidergic	OG_5074	FALSE
TrH2.black	TrH2_TrispH2_009805	0.666	RFX.HG1.7:RFX4/RFX6	RFX_DNA_binding/	peptidergic	OG_10255	TRUE
TrH2.black	TrH2_TrispH2_011428	0.664	ATPase_copper_transporting_alpha	HMA/E1-E2_ATPase/Hydrolase/	peptidergic	OG_6443	FALSE
TrH2.black	TrH2_TrispH2_000624	0.666			peptidergic	OG_23	FALSE
TrH2.black	TrH2_TrispH2_007862	0.707	GRAM_domain_containing_1B	GRAM/VASt/	peptidergic	OG_6379	FALSE
TrH2.black	TrH2_TrispH2_007408	0.705	neuropeptide_FF_receptor_2	7tm_1/	peptidergic	OG_6207	FALSE
TrH2.black	TrH2_TrispH2_008735	0.702	glucosamine_phosphate_N_acetyltransferase_1	Acetyltransf_1/	peptidergic	OG_838	FALSE
TrH2.black	TrH2_TrispH2_010982	0.701			peptidergic	OG_7697	FALSE
TrH2.black	TrH2_TrispH2_000678	0.546			peptidergic	OG_3244	FALSE
TrH2.black	TrH2_TrispH2_002250	0.546	KDEL_endoplasmic_reticulum_protein_retention_receptor_2	ER_lumen_recept/	peptidergic	OG_7604	FALSE
TrH2.black	TrH2_TrispH2_000353	0.532	transmembrane_p24_trafficking_protein_10	EMP24_GP25L/	peptidergic	OG_5946	FALSE
TrH2.black	TrH2_TrispH2_005859	0.527	methionine_adenosyltransferase_2B	RmlD_sub_bind/	peptidergic	OG_9886	FALSE
TrH2.black	TrH2_TrispH2_003433	0.525	solute_carrier_family_38_member_10	Aa_trans/	peptidergic	OG_6088	FALSE
TrH2.black	TrH2_TrispH2_002987	0.521			peptidergic	OG_8648	FALSE
TrH2.black	TrH2_TrispH2_004355	0.519	opioid_binding_protein_cell_adhesion_molecule_like	Ig_3/Ig_3/	peptidergic	OG_6276	FALSE
TrH2.black	TrH2_TrispH2_010706	0.519		7tm_1/	peptidergic	OG_4209	FALSE
TrH2.black	TrH2_TrispH2_004243	0.508	protein_tyrosine_phosphatase_domain_containing_1	DSPc/	peptidergic	OG_5355	FALSE
TrH2.black	TrH2_TrispH2_000246	0.505	SEC31_homolog_A_COPII_coat_complex_component	WD40/	peptidergic	OG_10578	FALSE
TrH2.black	TrH2_TrispH2_004980	0.977	kielin_cysteine_rich_BMP_regulator	EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_CA/TIL/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/	peptidergic	OG_10858	FALSE
TrH2.black	TrH2_TrispH2_005279	0.974	Homeodomains.HG1.4:DBX1/DBX2/HLX	Homeodomain/	peptidergic	OG_6496	TRUE
TrH2.black	TrH2_TrispH2_004799	0.972	polypeptide_N_acetylgalactosaminyltransferase_1	Glycos_transf_2/Ricin_B_lectin/Glycos_transf_2/Ricin_B_lectin/	peptidergic	OG_6665	FALSE
TrH2.black	TrH2_TrispH2_002082	0.969	HLH.HG1.11:BHLHE40/BHLHE41/HELT	HLH/Hairy_orange/	peptidergic	OG_8735	TRUE
TrH2.black	TrH2_TrispH2_006327	0.968	glucosaminyl_N_acetyl_transferase_1	Branch/	peptidergic	OG_8923	FALSE
TrH2.black	TrH2_TrispH2_000857	0.967			peptidergic	OG_2213	FALSE
TrH2.black	TrH2_TrispH2_004133	0.962	cache_domain_containing_1	VWA/	peptidergic	OG_6960	FALSE
TrH2.black	TrH2_TrispH2_011013	0.952	5_hydroxytryptamine_receptor_6	7tm_1/	peptidergic	OG_8751	FALSE
TrH2.black	TrH2_TrispH2_001689	0.94	SEL1L_family_member_3	Laminin_G_3/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/	peptidergic	OG_4791	FALSE
TrH2.black	TrH2_TrispH2_010782	0.94	tachykinin_receptor_1	7tm_1/	peptidergic	OG_7364	FALSE
TrH2.black	TrH2_TrispH2_004802	0.936	polypeptide_N_acetylgalactosaminyltransferase_1	Glycos_transf_2/Ricin_B_lectin/	peptidergic	OG_7239	FALSE
TrH2.black	TrH2_TrispH2_006822	0.934			peptidergic	OG_3950	FALSE
TrH2.black	TrH2_TrispH2_002136	0.933	beta_1_3_galactosyltransferase_1	Galactosyl_T/	peptidergic	OG_7895	FALSE
TrH2.black	TrH2_TrispH2_007520	0.933	glucosaminyl_N_acetyl_transferase_3_mucin_type	Branch/	peptidergic	OG_8926	FALSE
TrH2.black	TrH2_TrispH2_005219	0.932	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5	Galactosyl_T/	peptidergic	OG_8210	FALSE
TrH2.black	TrH2_TrispH2_010991	0.923	protein_disulfide_isomerase_family_A_member_4	Thioredoxin/Thioredoxin/Thioredoxin_6/Thioredoxin/	peptidergic	OG_10168	FALSE
TrH2.black	TrH2_TrispH2_005765	0.921	solute_carrier_family_18_member_B1	MFS_1/	peptidergic	OG_8419	FALSE
