gene_module	gene	membership_score	gene_name	pfam	ct_top	orthogroup	is_transcription_factor
HoiH23.bisque4	HoiH23_PlH23_003823	0.875	sorting_nexin_19	PXA/PX/Nexin_C/	lipophil	OG_3937	FALSE
HoiH23.bisque4	HoiH23_PlH23_000982	0.871	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank/Ank_2/Ank_2/Ank_2/Ank_4/Ank_2/Ank/Ion_trans/	lipophil	OG_7598	FALSE
HoiH23.bisque4	HoiH23_PlH23_000562	0.87	receptor_accessory_protein_5	TB2_DP1_HVA22/	lipophil	OG_10153	FALSE
HoiH23.bisque4	HoiH23_PlH23_001547	0.735	tripartite_motif_containing_45	zf-B_box/Filamin/DUF5128/NHL/NHL/	lipophil	OG_5250	FALSE
HoiH23.bisque4	HoiH23_PlH23_006495	0.735	solute_carrier_family_9_member_A2	Na_H_Exchanger/	lipophil	OG_4818	FALSE
HoiH23.bisque4	HoiH23_PlH23_010550	0.729	discs_large_MAGUK_scaffold_protein_5	PDZ/PDZ/PDZ/PDZ/SH3_2/	lipophil	OG_5909	FALSE
HoiH23.bisque4	HoiH23_PlH23_004806	0.728	aldehyde_dehydrogenase_1_family_member_B1	Aldedh/	lipophil	OG_6433	FALSE
HoiH23.bisque4	HoiH23_PlH23_003445	0.726			lipophil	OG_3302	FALSE
HoiH23.bisque4	HoiH23_PlH23_008822	0.517	DENN_domain_containing_4A	DUF2464/uDENN/DENN/dDENN/	lipophil	OG_8014	FALSE
HoiH23.bisque4	HoiH23_PlH23_007442	0.714	delta_notch_like_EGF_repeat_containing	EGF/	lipophil	OG_4082	FALSE
HoiH23.bisque4	HoiH23_PlH23_001407	0.712	dihydrofolate_reductase	DHFR_1/	lipophil	OG_10056	FALSE
HoiH23.bisque4	HoiH23_PlH23_001393	0.711	VPS54_subunit_of_GARP_complex	Vps54_N/Vps54/	lipophil	OG_2453	FALSE
HoiH23.bisque4	HoiH23_PlH23_004582	0.711	GTP_cyclohydrolase_1	GTP_cyclohydroI/GTP_cyclohydroI/	lipophil	OG_1097	FALSE
HoiH23.bisque4	HoiH23_PlH23_008508	0.694	RFX.HG1.5:like:RFX4/RFX6	RFX_DNA_binding/	lipophil	OG_9882	TRUE
HoiH23.bisque4	HoiH23_PlH23_004368	0.69			lipophil	OG_9742	FALSE
HoiH23.bisque4	HoiH23_PlH23_005528	0.681	urocanate_hydratase_1	Urocanase_N/Urocanase/Urocanase_C/	lipophil	OG_10036	FALSE
HoiH23.bisque4	HoiH23_PlH23_002595	0.677			lipophil	OG_563	FALSE
HoiH23.bisque4	HoiH23_PlH23_004770	0.677	actin_beta	Actin/	lipophil	OG_9526	FALSE
HoiH23.bisque4	HoiH23_PlH23_005329	0.645			lipophil	OG_6966	FALSE
HoiH23.bisque4	HoiH23_PlH23_004164	0.644			lipophil	OG_4405	FALSE
HoiH23.bisque4	HoiH23_PlH23_010701	0.62		7tm_1/	lipophil	OG_4220	FALSE
HoiH23.bisque4	HoiH23_PlH23_000212	0.61	solute_carrier_family_26_member_2	Sulfate_transp/STAS/	lipophil	OG_7518	FALSE
HoiH23.bisque4	HoiH23_PlH23_001766	0.594		FolB/	lipophil	OG_5839	FALSE
HoiH23.bisque4	HoiH23_PlH23_009526	0.59	cytochrome_P450_family_3_subfamily_A_member_5	p450/	lipophil	OG_7773	FALSE
HoiH23.bisque4	HoiH23_PlH23_000061	0.589	sperm_antigen_with_calponin_homology_and_coiled_coil_domains_1_like	CH/DUF3585/	lipophil	OG_6042	FALSE
HoiH23.bisque4	HoiH23_PlH23_003842	0.585	prostaglandin_reductase_1	ADH_N_2/ADH_zinc_N/	lipophil	OG_6185	FALSE
HoiH23.bisque4	HoiH23_PlH23_001859	0.583	N_acetylglucosamine_1_phosphodiester_alpha_N_acetylglucosaminidase	NAGPA/EGF_2/	lipophil	OG_9675	FALSE
HoiH23.bisque4	HoiH23_PlH23_000569	0.581	6_pyruvoyltetrahydropterin_synthase	PTPS/	lipophil	OG_1650	FALSE
HoiH23.bisque4	HoiH23_PlH23_000878	0.571	ceramide_synthase_1	TRAM_LAG1_CLN8/	lipophil	OG_9306	FALSE
HoiH23.bisque4	HoiH23_PlH23_008689	0.564		Cdd1/	lipophil	OG_1776	FALSE
HoiH23.bisque4	HoiH23_PlH23_005398	0.563			lipophil	OG_529	FALSE
HoiH23.bisque4	HoiH23_PlH23_005523	0.559			lipophil	OG_3333	FALSE
HoiH23.bisque4	HoiH23_PlH23_010100	0.557	protein_interacting_with_PRKCA_1	Arfaptin/	lipophil	OG_9740	FALSE
HoiH23.bisque4	HoiH23_PlH23_003036	0.554	ceramide_transporter_1	PH/START/	lipophil	OG_7779	FALSE
HoiH23.bisque4	HoiH23_PlH23_005629	0.552	aminoacyl_tRNA_synthetase_complex_interacting_multifunctional_protein_1	tRNA_bind/	lipophil	OG_8857	FALSE
HoiH23.bisque4	HoiH23_PlH23_006231	0.533		LRR_8/	lipophil	OG_2822	FALSE
HoiH23.bisque4	HoiH23_PlH23_005667	0.53	sorcin	EF-hand_8/	lipophil	OG_6419	FALSE
HoiH23.bisque4	HoiH23_PlH23_000751	0.528	3_ketodihydrosphingosine_reductase	adh_short/	lipophil	OG_8974	FALSE
HoiH23.bisque4	HoiH23_PlH23_003444	0.767	multiple_C2_and_transmembrane_domain_containing_1	C2/C2/C2/PRT_C/	lipophil	OG_3302	FALSE
HoiH23.bisque4	HoiH23_PlH23_003961	0.513	zinc_finger_DHHC_type_palmitoyltransferase_3	DHHC/	lipophil	OG_7220	FALSE
HoiH23.bisque4	HoiH23_PlH23_007551	0.506	protein_kinase_membrane_associated_tyrosine_threonine_1	Pkinase/	lipophil	OG_7670	FALSE
HoiH23.bisque4	HoiH23_PlH23_005045	0.506	G_protein_subunit_alpha_q	G-alpha/	lipophil	OG_5994	FALSE
HoiH23.bisque4	HoiH23_PlH23_006577	0.953	UBX_domain_protein_4	UBX/	lipophil	OG_9867	FALSE
HoiH23.bisque4	HoiH23_PlH23_000317	0.951	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/	lipophil	OG_7583	FALSE
HoiH23.bisque4	HoiH23_PlH23_001491	0.948	ventricular_zone_expressed_PH_domain_containing_1	PH/	lipophil	OG_3185	FALSE
HoiH23.bisque4	HoiH23_PlH23_005012	0.947			lipophil	OG_1400	FALSE
HoiH23.bisque4	HoiH23_PlH23_006587	0.945	SH3_binding_domain_protein_5_like	SH3BP5/	lipophil	OG_3695	FALSE
HoiH23.bisque4	HoiH23_PlH23_009757	0.941	glutamate_ionotropic_receptor_NMDA_type_subunit_associated_protein_1	Bax1-I/	lipophil	OG_9035	FALSE
HoiH23.bisque4	HoiH23_PlH23_008112	0.938	sorting_nexin_7	PX/Vps5/	lipophil	OG_7693	FALSE
HoiH23.bisque4	HoiH23_PlH23_009458	0.934	neuropeptide_Y_receptor_Y1	7tm_1/	lipophil	OG_6278	FALSE
HoiH23.bisque4	HoiH23_PlH23_003314	0.93		MARVEL/	lipophil	OG_698	FALSE
HoiH23.bisque4	HoiH23_PlH23_011427	0.766	glutamate_metabotropic_receptor_7	ANF_receptor/7tm_3/	lipophil	OG_7989	FALSE
HoiH23.bisque4	HoiH23_PlH23_008826	0.765	kelch_like_family_member_6	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/	lipophil	OG_4321	FALSE
HoiH23.bisque4	HoiH23_PlH23_011016	0.755	ATP_binding_cassette_subfamily_A_member_5	ABC2_membrane_3/ABC_tran/ABC2_membrane_3/ABC_tran/	lipophil	OG_9544	FALSE
HoiH23.bisque4	HoiH23_PlH23_010705	0.736	aldo_keto_reductase_family_1_member_A1	Aldo_ket_red/	lipophil	OG_5978	FALSE
HoiH23.bisque4	HoiH23_PlH23_004033	0.746	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ion_trans/	lipophil	OG_7001	FALSE
HoiH23.bisque4	HoiH23_PlH23_003737	0.746	FYVE_and_coiled_coil_domain_autophagy_adaptor_1	RUN/	lipophil	OG_112	FALSE
HoiH23.bisque4	HoiH23_PlH23_008322	0.74	angiotensin_II_receptor_type_2	7tm_1/	lipophil	OG_9264	FALSE
HoiH23.black	HoiH23_PlH23_006187	0.565	B9_domain_containing_1	B9-C2/	epithelia_gland_like	OG_3087	FALSE
HoiH23.black	HoiH23_PlH23_001962	0.546	WD_repeat_domain_90	DUF667/DUF667/WD40/WD40/WD40/WD40/	epithelia_gland_like	OG_8556	FALSE
HoiH23.black	HoiH23_PlH23_000287	0.543	centrosomal_protein_43	FOP_dimer/EF-hand_7/	epithelia_gland_like	OG_7563	FALSE
HoiH23.black	HoiH23_PlH23_002463	0.534	F_box_protein_48	F-box-like/	epithelia_gland_like	OG_5484	FALSE
HoiH23.black	HoiH23_PlH23_009751	0.532	MYST_Esa1_associated_factor_6	NuA4/	epithelia_gland_like	OG_1522	FALSE
HoiH23.black	HoiH23_PlH23_008411	0.531	katanin_catalytic_subunit_A1	AAA/AAA_lid_3/Vps4_C/	epithelia_gland_like	OG_8886	FALSE
HoiH23.black	HoiH23_PlH23_005519	0.562			epithelia_gland_like	OG_3842	FALSE
HoiH23.black	HoiH23_PlH23_005865	0.558			epithelia_gland_like	OG_222	FALSE
HoiH23.black	HoiH23_PlH23_005348	0.558		MDM1/	epithelia_gland_like	OG_2735	FALSE
HoiH23.black	HoiH23_PlH23_000134	0.558	nudE_neurodevelopment_protein_1_like_1	NUDE_C/	epithelia_gland_like	OG_1051	FALSE
HoiH23.black	HoiH23_PlH23_004503	0.557	cytoplasmic_linker_associated_protein_1	CLASP_N/CLASP_N/HEAT/	epithelia_gland_like	OG_2439	FALSE
HoiH23.black	HoiH23_PlH23_003232	0.557	coiled_coil_domain_containing_61		epithelia_gland_like	OG_2249	FALSE
HoiH23.black	HoiH23_PlH23_010893	0.502	spermatogenesis_associated_24	SPATA24/	epithelia_gland_like	OG_596	FALSE
HoiH23.black	HoiH23_PlH23_006455	0.502	cell_division_cycle_16	TPR_8/TPR_8/	epithelia_gland_like	OG_5327	FALSE
HoiH23.black	HoiH23_PlH23_002968	0.502	cyclin_dependent_kinase_inhibitor_3	CDKN3/	epithelia_gland_like	OG_2075	FALSE
HoiH23.black	HoiH23_PlH23_008838	0.807			epithelia_gland_like	OG_2752	FALSE
HoiH23.black	HoiH23_PlH23_003170	0.805	cell_division_cycle_20	ANAPC4_WD40/WD40/WD40/WD40/	epithelia_gland_like	OG_4843	FALSE
HoiH23.black	HoiH23_PlH23_009908	0.804	cyclin_B3	Cyclin_N/Cyclin_C/	epithelia_gland_like	OG_7131	FALSE
HoiH23.black	HoiH23_PlH23_009042	0.527			epithelia_gland_like	OG_1146	FALSE
HoiH23.black	HoiH23_PlH23_008983	0.526	transmembrane_protein_237	TMEM237/	epithelia_gland_like	OG_2492	FALSE
HoiH23.black	HoiH23_PlH23_009738	0.523	ankyrin_repeat_and_LEM_domain_containing_2	LEM/Ank_5/	epithelia_gland_like	OG_3203	FALSE
HoiH23.black	HoiH23_PlH23_000983	0.523	centrosomal_protein_95	DUF5745/	epithelia_gland_like	OG_3687	FALSE
HoiH23.black	HoiH23_PlH23_006787	0.519	armadillo_repeat_containing_9		epithelia_gland_like	OG_3867	FALSE
HoiH23.black	HoiH23_PlH23_003596	0.503	F_box_protein_16	F-box-like/	epithelia_gland_like	OG_8427	FALSE
HoiH23.black	HoiH23_PlH23_001885	0.789	coiled_coil_domain_containing_77		epithelia_gland_like	OG_1711	FALSE
HoiH23.black	HoiH23_PlH23_004610	0.784	lamin_B_receptor	Tudor_3/ERG4_ERG24/	epithelia_gland_like	OG_7501	FALSE
HoiH23.black	HoiH23_PlH23_003708	0.783	regulator_of_G_protein_signaling_14	PDZ/RGS/	epithelia_gland_like	OG_7715	FALSE
HoiH23.black	HoiH23_PlH23_001247	0.783			epithelia_gland_like	OG_1463	FALSE
HoiH23.black	HoiH23_PlH23_011936	0.782		Death/	epithelia_gland_like	OG_3000	FALSE
HoiH23.black	HoiH23_PlH23_003542	0.773	anaphase_promoting_complex_subunit_13	Apc13p/	epithelia_gland_like	OG_3543	FALSE
HoiH23.black	HoiH23_PlH23_005394	0.773	anaphase_promoting_complex_subunit_7	TPR_8/TPR_16/	epithelia_gland_like	OG_533	FALSE
HoiH23.black	HoiH23_PlH23_003157	0.773	centromere_protein_C	CENP-C_C/	epithelia_gland_like	OG_55	FALSE
HoiH23.black	HoiH23_PlH23_000361	0.773			epithelia_gland_like	OG_5924	FALSE
HoiH23.black	HoiH23_PlH23_009405	0.772	cilia_and_flagella_associated_protein_300	DUF4498/	epithelia_gland_like	OG_859	FALSE
HoiH23.black	HoiH23_PlH23_004782	0.768	germ_cell_nuclear_acidic_peptidase	SprT-like/	epithelia_gland_like	OG_2799	FALSE
HoiH23.black	HoiH23_PlH23_009404	0.768	cilia_and_flagella_associated_protein_410	LRR_9/	epithelia_gland_like	OG_6882	FALSE
HoiH23.black	HoiH23_PlH23_005782	0.754	migration_and_invasion_inhibitory_protein	MIIP/	epithelia_gland_like	OG_1915	FALSE
HoiH23.black	HoiH23_PlH23_010418	0.752	structural_maintenance_of_chromosomes_2	SMC_N/SMC_hinge/	epithelia_gland_like	OG_6332	FALSE
HoiH23.black	HoiH23_PlH23_009529	0.748	NIMA_related_kinase_1	Pkinase/	epithelia_gland_like	OG_7774	FALSE
HoiH23.black	HoiH23_PlH23_008174	0.736			epithelia_gland_like	OG_3706	FALSE
HoiH23.black	HoiH23_PlH23_003563	0.734			epithelia_gland_like	OG_2172	FALSE
HoiH23.black	HoiH23_PlH23_000442	0.733	BAF_nuclear_assembly_factor_1	BAF/	epithelia_gland_like	OG_1603	FALSE
HoiH23.black	HoiH23_PlH23_009021	0.729		Lung_7-TM_R/	epithelia_gland_like	OG_2473	FALSE
HoiH23.black	HoiH23_PlH23_007301	0.726	BORA_aurora_kinase_A_activator	BORA_N/	epithelia_gland_like	OG_2479	FALSE
HoiH23.black	HoiH23_PlH23_001612	0.725		Ank_2/Ank_2/	epithelia_gland_like	OG_3103	FALSE
HoiH23.black	HoiH23_PlH23_001570	0.724	ankyrin_repeat_domain_40	Ank_2/	epithelia_gland_like	OG_6807	FALSE
HoiH23.black	HoiH23_PlH23_006775	0.722	cyclin_A1	Cyclin_N/Cyclin_C/	epithelia_gland_like	OG_7688	FALSE
HoiH23.black	HoiH23_PlH23_000893	0.719	cell_division_cycle_27	ANAPC3/TPR_7/TPR_1/TPR_8/TPR_1/TPR_8/TPR_8/	epithelia_gland_like	OG_9376	FALSE
HoiH23.black	HoiH23_PlH23_008366	0.715	calcyphosine_like	EF-hand_7/	epithelia_gland_like	OG_10378	FALSE
HoiH23.black	HoiH23_PlH23_005614	0.702	CBY1_interacting_BAR_domain_containing_1	FAM92/	epithelia_gland_like	OG_3514	FALSE
HoiH23.black	HoiH23_PlH23_005244	0.8		ADIP/	epithelia_gland_like	OG_25	FALSE
HoiH23.black	HoiH23_PlH23_005954	0.799	ARHGAP19_SLIT1_readthrough_NMD_candidate	RhoGAP/	epithelia_gland_like	OG_5738	FALSE
HoiH23.black	HoiH23_PlH23_009830	0.795	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	Forkhead/	epithelia_gland_like	OG_7046	TRUE
HoiH23.black	HoiH23_PlH23_004043	0.793	TBC1_domain_family_member_10A	RabGAP-TBC/	epithelia_gland_like	OG_9177	FALSE
HoiH23.black	HoiH23_PlH23_006099	0.79	centrosomal_protein_83		epithelia_gland_like	OG_177	FALSE
HoiH23.black	HoiH23_PlH23_004773	0.79			epithelia_gland_like	OG_2803	FALSE
HoiH23.black	HoiH23_PlH23_001636	0.958	anillin_actin_binding_protein	Anillin/PH/	epithelia_gland_like	OG_5626	FALSE
HoiH23.black	HoiH23_PlH23_002434	0.951	Rac_GTPase_activating_protein_1	C1_1/RhoGAP/	epithelia_gland_like	OG_2839	FALSE
HoiH23.black	HoiH23_PlH23_009882	0.949	DNA_topoisomerase_II_alpha	HATPase_c/DNA_gyraseB/Toprim/TOPRIM_C/DNA_topoisoIV/	epithelia_gland_like	OG_5258	FALSE
HoiH23.black	HoiH23_PlH23_007079	0.946	karyopherin_subunit_alpha_2	IBB/Arm/Arm/Arm/Arm/Arm/Arm/Arm/Arm/Arm_3/	epithelia_gland_like	OG_8722	FALSE
HoiH23.black	HoiH23_PlH23_006759	0.94	citron_rho_interacting_serine_threonine_kinase	Pkinase/PH/CNH/	epithelia_gland_like	OG_9847	FALSE
HoiH23.black	HoiH23_PlH23_002707	0.937		Spindle_Spc25/	epithelia_gland_like	OG_1965	FALSE
HoiH23.black	HoiH23_PlH23_005470	0.932	cyclin_dependent_kinase_1	Pkinase/	epithelia_gland_like	OG_6287	FALSE
HoiH23.black	HoiH23_PlH23_003825	0.926	centromere_protein_E	Kinesin/	epithelia_gland_like	OG_6178	FALSE
HoiH23.black	HoiH23_PlH23_010197	0.926	NDC80_kinetochore_complex_component	Ndc80_HEC/	epithelia_gland_like	OG_422	FALSE
HoiH23.black	HoiH23_PlH23_008375	0.926	kinesin_family_member_11	Kinesin/Microtub_bind/Rad21_Rec8/	epithelia_gland_like	OG_9502	FALSE
HoiH23.black	HoiH23_PlH23_006088	0.923	polo_like_kinase_1	Pkinase/POLO_box/	epithelia_gland_like	OG_10103	FALSE
HoiH23.black	HoiH23_PlH23_001669	0.921	TPX2_microtubule_nucleation_factor	TPX2_importin/TPX2/	epithelia_gland_like	OG_258	FALSE
HoiH23.black	HoiH23_PlH23_007619	0.92	protein_regulator_of_cytokinesis_1	MAP65_ASE1/	epithelia_gland_like	OG_232	FALSE
HoiH23.black	HoiH23_PlH23_007421	0.919	inner_centromere_protein	INCENP_ARK-bind/	epithelia_gland_like	OG_931	FALSE
HoiH23.black	HoiH23_PlH23_008989	0.917	family_with_sequence_similarity_72_member_B	FAM72/	epithelia_gland_like	OG_2649	FALSE
HoiH23.black	HoiH23_PlH23_006055	0.916			epithelia_gland_like	OG_2397	FALSE
HoiH23.black	HoiH23_PlH23_007032	0.915	ubiquitin_conjugating_enzyme_E2_C	UQ_con/	epithelia_gland_like	OG_8430	FALSE
HoiH23.black	HoiH23_PlH23_007042	0.914		Nbl1_Borealin_N/	epithelia_gland_like	OG_669	FALSE
HoiH23.black	HoiH23_PlH23_004952	0.913			epithelia_gland_like	OG_1546	FALSE
HoiH23.black	HoiH23_PlH23_000676	0.908	BUB1_mitotic_checkpoint_serine_threonine_kinase_B	Mad3_BUB1_I/Pkinase/	epithelia_gland_like	OG_6929	FALSE
HoiH23.black	HoiH23_PlH23_001085	0.905	mitochondrial_fission_regulator_2	Mito_fiss_reg/	epithelia_gland_like	OG_971	FALSE
HoiH23.black	HoiH23_PlH23_004584	0.904	VRK_serine_threonine_kinase_1	Pkinase/	epithelia_gland_like	OG_5159	FALSE
HoiH23.black	HoiH23_PlH23_002187	0.903	cyclin_B2	Cyclin_N/Cyclin_C/	epithelia_gland_like	OG_7279	FALSE
HoiH23.black	HoiH23_PlH23_008037	0.902	aurora_kinase_B	Pkinase/	epithelia_gland_like	OG_7175	FALSE
HoiH23.black	HoiH23_PlH23_003659	0.901	kinesin_family_member_18A	Kinesin/	epithelia_gland_like	OG_6705	FALSE
HoiH23.black	HoiH23_PlH23_007398	0.901	kinesin_family_member_C1	Kinesin/	epithelia_gland_like	OG_9665	FALSE
HoiH23.black	HoiH23_PlH23_007700	0.9	transforming_acidic_coiled_coil_containing_protein_1	TACC_C/	epithelia_gland_like	OG_4047	FALSE
HoiH23.black	HoiH23_PlH23_002403	0.9	Forkhead.HG1.15:FOXM1	Forkhead/	epithelia_gland_like	OG_4942	TRUE
HoiH23.black	HoiH23_PlH23_006051	0.899	CDC28_protein_kinase_regulatory_subunit_1B	CKS/	epithelia_gland_like	OG_2399	FALSE
HoiH23.black	HoiH23_PlH23_004740	0.898			epithelia_gland_like	OG_3139	FALSE
HoiH23.black	HoiH23_PlH23_011201	0.897	baculoviral_IAP_repeat_containing_5	BIR/	epithelia_gland_like	OG_8690	FALSE
HoiH23.black	HoiH23_PlH23_000410	0.894		CCSAP/	epithelia_gland_like	OG_1623	FALSE
HoiH23.black	HoiH23_PlH23_004204	0.893	marker_of_proliferation_Ki_67	FHA/PP1_bind/	epithelia_gland_like	OG_2452	FALSE
HoiH23.black	HoiH23_PlH23_009550	0.893	cyclin_F	F-box-like/Cyclin_N/Cyclin_C/	epithelia_gland_like	OG_5589	FALSE
HoiH23.black	HoiH23_PlH23_004973	0.891	hyaluronan_mediated_motility_receptor	HMMR_N/HMMR_C/	epithelia_gland_like	OG_788	FALSE
HoiH23.black	HoiH23_PlH23_001084	0.887	armadillo_repeat_containing_1	Arm/	epithelia_gland_like	OG_970	FALSE
