gene	gene_module	membership_score	gene_name	pfam
Tadh_TriadG56433	brown	0.964	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
Tadh_TriadG55838	brown	0.964		DUF4440/
Tadh_TriadG59485	brown	0.963		
Tadh_TriadG23237	brown	0.959	cytochrome_b561	Cytochrom_B561/
Tadh_TriadG38228	brown	0.959	ATP_synthase_peripheral_stalk_subunit_F6	ATP-synt_F6/
Tadh_TriadG63474	brown	0.958	coiled_coil_helix_coiled_coil_helix_domain_containing_2	
Tadh_TriadG63785	brown	0.958		DUF4440/
Tadh_TriadG24746	brown	0.956	ubiquinol_cytochrome_c_reductase_Rieske_iron_sulfur_polypeptide_1	UCR_TM/Rieske/
Tadh_TriadG64068	brown	0.955	cytochrome_c_oxidase_subunit_5B	COX5B/
Tadh_TriadG55681	brown	0.955	JARID2	JmjN/ARID/JmjC/
Tadh_TriadG60142	brown	0.955	cytochrome_c_oxidase_subunit_4I1	COX4/
Tadh_TriadG59664	brown	0.954		
Tadh_TriadG59650	brown	0.953		
Tadh_TriadG51427	brown	0.953		
Tadh_TriadG37088	brown	0.952	cytochrome_b5_type_B	Cyt-b5/
Tadh_TriadG60535	brown	0.951	glutamate_ionotropic_receptor_NMDA_type_subunit_associated_protein_1	Bax1-I/
Tadh_TriadG63457	brown	0.951	ubiquinol_cytochrome_c_reductase_hinge_protein	UCR_hinge/
Tadh_TriadG13142	brown	0.951	vesicle_amine_transport_1	ADH_N/ADH_zinc_N_2/
Tadh_TriadG8831	brown	0.951	NADH_ubiquinone_oxidoreductase_subunit_B9	Complex1_LYR/
Tadh_hyp_clust8318	brown	0.951		
Tadh_TriadG64003	brown	0.95		
Tadh_TriadG64074	brown	0.95	ATP_synthase_F1_subunit_delta	ATP-synt_DE_N/
Tadh_TriadG18263	brown	0.948	peroxiredoxin_5	Redoxin/
Tadh_wf_g8064	brown	0.948		
Tadh_orphan_1987	brown	0.946	NA	NA
Tadh_TriadG8840	brown	0.946	NADH_ubiquinone_oxidoreductase_subunit_A2	L51_S25_CI-B8/
Tadh_TriadG27102	brown	0.946	N_acyl_phosphatidylethanolamine_phospholipase_D	Lactamase_B_2/
Tadh_wf_g1217	brown	0.943		COX7C/
Tadh_TriadG56939	brown	0.943	NADH_ubiquinone_oxidoreductase_subunit_A5	ETC_C1_NDUFA5/
Tadh_wf_g6950	brown	0.943	HECT_domain_E3_ubiquitin_protein_ligase_1	Ank_4/Ank_2/Ank_4/Ank_2/
Tadh_TriadG56287	brown	0.943		
Tadh_TriadG59076	brown	0.941		DUF872/
Tadh_TriadG50496	brown	0.94	RAB10_member_RAS_oncogene_family	Ras/
Tadh_orphan_2507	brown	0.94	NA	NA
Tadh_TriadG54073	brown	0.94	citrate_synthase	Citrate_synt/
Tadh_TriadG21297	brown	0.94	cytochrome_c_oxidase_subunit_6B1	COX6B/
Tadh_TriadG63184	brown	0.938	monoacylglycerol_O_acyltransferase_2	DAGAT/
Tadh_TriadG63461	brown	0.938	titin	Ig_3/Ig_3/fn3/fn3/fn3/
Tadh_TriadG8383	brown	0.938	lipopolysaccharide_induced_TNF_factor	zf-LITAF-like/
Tadh_TriadG58143	brown	0.937	acid_sensing_ion_channel_subunit_1	ASC/
Tadh_TriadG63547	brown	0.936	peptidase_mitochondrial_processing_subunit_beta	Peptidase_M16/Peptidase_M16_C/
Tadh_TriadG55656	brown	0.935		
Tadh_hyp_clust8233	brown	0.935		
Tadh_TriadG37081	brown	0.934	cytochrome_c1	Cytochrom_C1/
Tadh_TriadG50469	brown	0.934	UDP_galactose_4_epimerase	GDP_Man_Dehyd/
Tadh_TriadG63961	brown	0.934	ubiquinol_cytochrome_c_reductase_binding_protein	UCR_14kD/
Tadh_TriadG58155	brown	0.934	NADH_ubiquinone_oxidoreductase_subunit_A11	Tim17/
Tadh_TriadG37427	brown	0.933	acetyl_CoA_acyltransferase_1	Thiolase_N/Thiolase_C/
Tadh_TriadG64407	brown	0.933		
Tadh_TriadG50216	brown	0.933	RAB22A_member_RAS_oncogene_family	Ras/
Tadh_TriadG38158	brown	0.932	voltage_dependent_anion_channel_2	Porin_3/
Tadh_TriadG62521	brown	0.932		
Tadh_TriadG59590	brown	0.931		
Tadh_TriadG63506	brown	0.93	NADH_ubiquinone_oxidoreductase_subunit_A9	NAD_binding_10/
Tadh_TriadG60775	brown	0.93	solute_carrier_family_26_member_11	Sulfate_transp/STAS/
Tadh_TriadG20245	brown	0.93		Dyp_perox/
Tadh_TriadG22918	brown	0.93	NADH_ubiquinone_oxidoreductase_core_subunit_S7	Oxidored_q6/
Tadh_TriadG56247	brown	0.929		DUF1075/
Tadh_TriadG63713	brown	0.929	ATP_synthase_F1_subunit_alpha	ATP-synt_ab_N/ATP-synt_ab/ATP-synt_ab_C/
Tadh_TriadG49712	brown	0.929	RAP2B_member_of_RAS_oncogene_family	Ras/
Tadh_orphan_612	brown	0.929	NA	NA
Tadh_TriadG63188	brown	0.928	ATP_synthase_F1_subunit_gamma	ATP-synt/
Tadh_TriadG22290	brown	0.928	NADH_ubiquinone_oxidoreductase_subunit_S4	ETC_C1_NDUFA4/
Tadh_TriadG17646	brown	0.928	NADH_ubiquinone_oxidoreductase_subunit_S6	zf-CHCC/
Tadh_TriadG29352	brown	0.926	advillin	Gelsolin/Gelsolin/Gelsolin/Gelsolin/Gelsolin/Gelsolin/VHP/
Tadh_TriadG55364	brown	0.925	serine_hydrolase_like_2	Abhydrolase_1/
Tadh_TriadG52564	brown	0.924	NADH_ubiquinone_oxidoreductase_core_subunit_S3	Complex1_30kDa/
Tadh_TriadG64359	brown	0.924	ubiquinol_cytochrome_c_reductase_complex_III_subunit_VII	UcrQ/
Tadh_TriadG60963	brown	0.924	acetyl_CoA_acetyltransferase_1	Thiolase_N/Thiolase_C/
Tadh_orphan_408	brown	0.923	NA	NA
Tadh_TriadG61179	brown	0.923		
Tadh_TriadG50586	brown	0.922	sideroflexin_1	SFXNs/
Tadh_TriadG54395	brown	0.922	mitochondrial_assembly_of_ribosomal_large_subunit_1	RsfS/
Tadh_wf_g2876	brown	0.922	novel_transcript_readthrough_between_UQCR11_and_MBD3	UCR_6-4kD/
Tadh_TriadG59086	brown	0.922	fatty_acid_binding_protein_12	Lipocalin/
Tadh_TriadG25488	brown	0.922	succinate_CoA_ligase_ADP_forming_subunit_beta	ATP-grasp_2/Ligase_CoA/
Tadh_TriadG25999	brown	0.922	protein_phosphatase_Mg2_Mn2_dependent_1A	PP2C/
Tadh_TriadG32115	brown	0.922	acetylcholinesterase_Cartwright_blood_group	COesterase/
Tadh_TriadG59522	brown	0.921	ring_finger_protein_167	PA/zf-RING_2/
Tadh_TriadG63737	brown	0.921		NDUF_B8/
Tadh_TriadG58518	brown	0.921	acyl_CoA_dehydrogenase_short_branched_chain	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Tadh_TriadG63390	brown	0.92	2_4_dienoyl_CoA_reductase_1	adh_short_C2/
Tadh_TriadG63943	brown	0.92	isocitrate_dehydrogenase_NAD_3_non_catalytic_subunit_gamma	Iso_dh/
Tadh_TriadG63313	brown	0.918	succinate_dehydrogenase_complex_iron_sulfur_subunit_B	Fer2_3/Fer4_17/
Tadh_TriadG59815	brown	0.918	transmembrane_protein_120B	TMPIT/
Tadh_TriadG28962	brown	0.917	syntaxin_1B	Syntaxin/SNARE/
Tadh_TriadG63947	brown	0.917	pyruvate_dehydrogenase_E1_subunit_alpha_1	E1_dh/
Tadh_TriadG61182	brown	0.917		
Tadh_TriadG51058	brown	0.916	glutamic_oxaloacetic_transaminase_1	Aminotran_1_2/
Tadh_TriadG63540	brown	0.916	sorting_nexin_5	BAR/
Tadh_TriadG23781	brown	0.915	growth_hormone_inducible_transmembrane_protein	Bax1-I/
Tadh_TriadG64063	brown	0.914	novel_transcript	CI-B14_5a/
Tadh_orphan_1274	brown	0.913	NA	NA
Tadh_TriadG55145	brown	0.913		LMWPc/
Tadh_TriadG22356	brown	0.911	cytochrome_c_oxidase_subunit_5A	COX5A/
Tadh_orphan_70	brown	0.91	NA	NA
Tadh_TriadG30483	brown	0.91	transmembrane_and_coiled_coil_domains_3	Na_H_Exchanger/
Tadh_TriadG63278	brown	0.91	adenosylhomocysteinase	AdoHcyase/AdoHcyase_NAD/
Tadh_TriadG38462	brown	0.91	tetraspanin_11	Tetraspanin/
Tadh_TriadG54658	brown	0.909	NADH_ubiquinone_oxidoreductase_subunit_A13	GRIM-19/
Tadh_TriadG62353	brown	0.909		PSI_integrin/
Tadh_TriadG55285	brown	0.909		
Tadh_TriadG36034	brown	0.908	solute_carrier_family_25_member_43	Mito_carr/Mito_carr/Mito_carr/
Tadh_TriadG55611	brown	0.907	ataxin_1	
Tadh_wf_g9540	brown	0.906		
Tadh_TriadG55308	brown	0.906		Thg1/
Tadh_TriadG37528	brown	0.905	dehydrogenase_reductase_4	adh_short_C2/
Tadh_orphan_2774	brown	0.904	NA	NA
Tadh_TriadG31849	brown	0.904	mitochondrial_pyruvate_carrier_2	MPC/
Tadh_TriadG61456	brown	0.904	ring_finger_protein_220	RNF220/zf-C3HC4_2/
Tadh_TriadG61447	brown	0.904	progestin_and_adipoQ_receptor_family_member_3	HlyIII/
Tadh_TriadG61187	brown	0.903		TPD52/
Tadh_TriadG28664	brown	0.903	NADH_ubiquinone_oxidoreductase_core_subunit_V1	Complex1_51K/SLBB/NADH_4Fe-4S/
Tadh_TriadG56166	brown	0.902	hydroxylysine_kinase	APH/
Tadh_TriadG60386	brown	0.902	NADH_ubiquinone_oxidoreductase_subunit_A6	Complex1_LYR/
Tadh_TriadG59891	brown	0.902	solute_carrier_family_52_member_3	DUF1011/
Tadh_TriadG55495	brown	0.901	TBC1_domain_family_member_25	RabGAP-TBC/
Tadh_TriadG54343	brown	0.901	hydrogen_voltage_gated_channel_1	Ion_trans/
Tadh_TriadG58626	brown	0.901	coiled_coil_domain_containing_125	
Tadh_TriadG51428	brown	0.899	lysosomal_associated_membrane_protein_1	
Tadh_TriadG1842	brown	0.897	solute_carrier_family_3_member_1	Alpha-amylase/
Tadh_TriadG5705	brown	0.897	nipsnap_homolog_1	NIPSNAP/
Tadh_TriadG53964	brown	0.895		NDUFB10/
Tadh_TriadG56942	brown	0.895	NADH_ubiquinone_oxidoreductase_subunit_A12	NDUFA12/
Tadh_TriadG59251	brown	0.895	pleckstrin_homology_domain_containing_A8	GLTP/
Tadh_TriadG58625	brown	0.894		WBP-1/
Tadh_TriadG63801	brown	0.894	enoyl_CoA_hydratase_and_3_hydroxyacyl_CoA_dehydrogenase	ECH_1/3HCDH_N/3HCDH/3HCDH/
Tadh_TriadG38507	brown	0.894	Rh_associated_glycoprotein	Ammonium_transp/
Tadh_TriadG63757	brown	0.893	ubiquilin_1	ubiquitin/UBA/
Tadh_TriadG54524	brown	0.893		Aldose_epim/
Tadh_TriadG63196	brown	0.892	glutamic_oxaloacetic_transaminase_2	Aminotran_1_2/
Tadh_TriadG27938	brown	0.892	enoyl_CoA_hydratase_domain_containing_3	ECH_1/
Tadh_wf_g6127	brown	0.892	TP53_regulated_inhibitor_of_apoptosis_1	UPF0203/
Tadh_TriadG63940	brown	0.892	carbonic_anhydrase_7	Carb_anhydrase/
Tadh_TriadG11420	brown	0.891	solute_carrier_family_7_member_14	AA_permease_2/
Tadh_orphan_690	brown	0.89	NA	NA
Tadh_TriadG58574	brown	0.889	short_chain_dehydrogenase_reductase_family_9C_member_7	adh_short/
Tadh_orphan_1111	brown	0.889	NA	NA
Tadh_TriadG64164	brown	0.889	cellular_retinoic_acid_binding_protein_2	
Tadh_orphan_391	brown	0.889	NA	NA
Tadh_TriadG33900	brown	0.888	acyl_CoA_dehydrogenase_short_branched_chain	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Tadh_TriadG24909	brown	0.888	solute_carrier_family_26_member_5	Sulfate_transp/
Tadh_wf_g5177	brown	0.887	vacuolar_ATPase_assembly_factor_VMA21	VMA21/
Tadh_TriadG56276	brown	0.887	like_MAX/MGA/MITF/MLX/MLXIP/MLXIPL/MNT/MXD1/MXD3/MXD4/MXI1/MYC/MYCL/MYCN/SREBF1/SREBF2/TFE3/TFEB/TFEC/USF1/USF2/USF3	HLH/
Tadh_wf_g9391	brown	0.887		
Tadh_orphan_1281	brown	0.887	NA	NA
Tadh_TriadG54554	brown	0.886	LysM_domain_containing_4	
Tadh_TriadG63767	brown	0.885	FKBP_prolyl_isomerase_8	FKBP_C/TPR_2/
Tadh_TriadG61347	brown	0.885	pyruvate_dehydrogenase_complex_component_X	E3_binding/2-oxoacid_dh/
Tadh_orphan_1900	brown	0.885	NA	NA
Tadh_TriadG37376	brown	0.884	receptor_accessory_protein_5	TB2_DP1_HVA22/
Tadh_TriadG9345	brown	0.884	NEUROD1/NEUROD2/NEUROD4/NEUROD6	HLH/
Tadh_TriadG52964	brown	0.883	solute_carrier_family_25_member_17	Mito_carr/Mito_carr/Mito_carr/
Tadh_wf_g3240	brown	0.883	NADH_ubiquinone_oxidoreductase_subunit_B3	NDUF_B12/
Tadh_TriadG55857	brown	0.882	BHLHA15/BHLHE22/BHLHE23/OLIG1/OLIG2/OLIG3	HLH/
Tadh_TriadG57215	brown	0.881		
Tadh_TriadG63107	brown	0.88	succinate_dehydrogenase_complex_subunit_C	Sdh_cyt/
Tadh_TriadG52223	brown	0.88	enoyl_CoA_hydratase_short_chain_1	ECH_1/
Tadh_TriadG50632	brown	0.879	dihydrolipoamide_S_acetyltransferase	Biotin_lipoyl/E3_binding/2-oxoacid_dh/
Tadh_hyp_clust5993	brown	0.879	bone_morphogenetic_protein_1	CUB/CUB/
Tadh_TriadG50933	brown	0.879	glycerol_3_phosphate_acyltransferase_3	Acyltransferase/
Tadh_TriadG59917	brown	0.879		Abhydrolase_3/
Tadh_TriadG29260	brown	0.878	acid_sensing_ion_channel_subunit_1	ASC/
Tadh_TriadG35761	brown	0.878	RAB8A_member_RAS_oncogene_family	Ras/
Tadh_TriadG60361	brown	0.877	transmembrane_protein_199	Vma12/
Tadh_TriadG59083	brown	0.876	cellular_retinoic_acid_binding_protein_1	
Tadh_TriadG56266	brown	0.875	beta_1_3_N_acetylgalactosaminyltransferase_1_globoside_blood_group	Galactosyl_T/
Tadh_TriadG56094	brown	0.874	N_acetyltransferase_domain_containing_1	Acetyltransf_CG/
Tadh_TriadG16229	brown	0.874	family_with_sequence_similarity_78_member_A	
Tadh_orphan_1532	brown	0.872	NA	NA
Tadh_TriadG58314	brown	0.871	isovaleryl_CoA_dehydrogenase	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Tadh_TriadG59665	brown	0.87	myosin_IXA	RhoGAP/RhoGAP/
Tadh_TriadG33117	brown	0.869		Ammonium_transp/
Tadh_TriadG60363	brown	0.869	GRB2_associated_binding_protein_2	PH/
Tadh_wf_g3828	brown	0.868	SEL1L_adaptor_subunit_of_ERAD_E3_ubiquitin_ligase	Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
Tadh_TriadG38509	brown	0.867	triosephosphate_isomerase_1	TIM/
Tadh_TriadG55780	brown	0.867	KIAA0513	
Tadh_TriadG56055	brown	0.867		DSBA/DSBA/
Tadh_TriadG54906	brown	0.866	tubulin_alpha_1c	Tubulin/Tubulin_C/
Tadh_TriadG63752	brown	0.866	peroxisomal_biogenesis_factor_11_beta	PEX11/
Tadh_orphan_2440	brown	0.865	NA	NA
Tadh_TriadG35792	brown	0.864	GDP_dissociation_inhibitor_2	GDI/
Tadh_TriadG31445	brown	0.864	cytochrome_P450_family_4_subfamily_F_member_22	p450/
Tadh_TriadG55163	brown	0.864		QIL1/
Tadh_TriadG35747	brown	0.863	diazepam_binding_inhibitor_acyl_CoA_binding_protein	ACBP/
Tadh_TriadG28587	brown	0.862	oxidation_resistance_1	TLD/
Tadh_TriadG61873	brown	0.862	tubulin_alpha_3c	Tubulin/Tubulin_C/
Tadh_TriadG31628	brown	0.862	2_4_dienoyl_CoA_reductase_2	adh_short_C2/
Tadh_TriadG63944	brown	0.862	dihydrolipoamide_dehydrogenase	Pyr_redox_2/Pyr_redox_2/Pyr_redox_dim/
Tadh_TriadG55521	brown	0.862	HIV_1_Tat_interactive_protein_2	NAD_binding_10/
Tadh_TriadG56275	brown	0.86	presequence_translocase_associated_motor_16	Pam16/
Tadh_TriadG25971	brown	0.86	mitochondrial_pyruvate_carrier_1	MPC/
Tadh_TriadG19282	brown	0.86	thioredoxin_2	Thioredoxin/
Tadh_TriadG63863	brown	0.858		MARVEL/
Tadh_TriadG8916	brown	0.858	NADH_ubiquinone_oxidoreductase_subunit_B7	NDUF_B7/
Tadh_TriadG58544	brown	0.858		
Tadh_TriadG59964	brown	0.858	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Tadh_TriadG53076	brown	0.855	phosphohistidine_phosphatase_1	Ocnus/
Tadh_wf_g8716	brown	0.854	cytochrome_c_oxidase_assembly_factor_COX16	COX16/
Tadh_TriadG60294	brown	0.854	fucosyltransferase_5	Glyco_tran_10_N/Glyco_transf_10/
Tadh_TriadG17368	brown	0.853	glutaredoxin_5	Glutaredoxin/
Tadh_TriadG36122	brown	0.852	chromosome_1_open_reading_frame_50	DUF2452/
Tadh_TriadG57963	brown	0.852		
Tadh_TriadG58791	brown	0.852		
Tadh_TriadG60698	brown	0.85	epoxide_hydrolase_4	Abhydrolase_1/
Tadh_TriadG19479	brown	0.849	enoyl_CoA_hydratase_1	ECH_1/
Tadh_TriadG52373	brown	0.847	ceramide_synthase_1	TRAM_LAG1_CLN8/
Tadh_TriadG34046	brown	0.847	cytochrome_c_oxidase_assembly_factor_heme_A_farnesyltransferase_COX10	UbiA/
Tadh_orphan_10	brown	0.847	NA	NA
Tadh_TriadG29621	brown	0.845	solute_carrier_family_9_member_A9	Na_H_Exchanger/
Tadh_TriadG52253	brown	0.845	solute_carrier_family_35_member_F3	
Tadh_TriadG15472	brown	0.845	neuropeptide_FF_receptor_2	7tm_1/
Tadh_TriadG50611	brown	0.844	phosphatidylinositol_4_kinase_type_2_alpha	PI3_PI4_kinase/
Tadh_TriadG55848	brown	0.843	mesoderm_specific_transcript	Abhydrolase_1/
Tadh_TriadG20194	brown	0.842	cytochrome_c_oxidase_assembly_factor_8	DUF2315/
Tadh_TriadG2392	brown	0.841	neuroligin_4_X_linked	COesterase/
Tadh_orphan_266	brown	0.84	NA	NA
Tadh_TriadG22236	brown	0.84	PRELI_domain_containing_1	PRELI/
Tadh_TriadG52070	brown	0.84	fibronectin_leucine_rich_transmembrane_protein_1	LRR_8/Ig_2/
Tadh_TriadG64181	brown	0.839	methionine_adenosyltransferase_2A	S-AdoMet_synt_N/S-AdoMet_synt_M/S-AdoMet_synt_C/
Tadh_TriadG60436	brown	0.838	small_integral_membrane_protein_15	UPF0542/
Tadh_TriadG22230	brown	0.838	acyl_CoA_dehydrogenase_family_member_11	APH/Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Tadh_TriadG58506	brown	0.838		MRP-S26/
Tadh_orphan_23	brown	0.838	NA	NA
Tadh_TriadG22681	brown	0.837	cytochrome_P450_family_51_subfamily_A_member_1	p450/
Tadh_TriadG22177	brown	0.837	translocator_protein_2	TspO_MBR/
Tadh_TriadG62183	brown	0.836		Nucleoside_tran/
Tadh_orphan_652	brown	0.835	NA	NA
Tadh_TriadG61103	brown	0.835	C_X9_C_motif_containing_1	Cmc1/
Tadh_orphan_104	brown	0.835	NA	NA
Tadh_TriadG60595	brown	0.834	DLG_associated_protein_1	GKAP/
Tadh_TriadG55215	brown	0.833	ELOVL_fatty_acid_elongase_6	ELO/
Tadh_orphan_195	brown	0.832	NA	NA
Tadh_TriadG61129	brown	0.83	lactamase_beta_2	Lactamase_B/BLACT_WH/
Tadh_TriadG13000	brown	0.829	N_acetylglucosamine_1_phosphodiester_alpha_N_acetylglucosaminidase	NAGPA/EGF_2/
Tadh_TriadG58187	brown	0.828	apolipoprotein_O_like	ApoO/
Tadh_TriadG61075	brown	0.828		
Tadh_TriadG62593	brown	0.827		
Tadh_TriadG55307	brown	0.826		
Tadh_TriadG64114	brown	0.825	acyl_CoA_oxidase_1	Acyl-CoA_ox_N/Acyl-CoA_dh_M/ACOX/
Tadh_TriadG6376	brown	0.824		LRR_6/LRR_8/LRR_8/
Tadh_TriadG27180	brown	0.823	potassium_voltage_gated_channel_subfamily_A_regulatory_beta_subunit_2	Aldo_ket_red/
Tadh_TriadG36979	brown	0.821	fatty_acid_desaturase_3	Cyt-b5/FA_desaturase/
Tadh_TriadG54668	brown	0.821	protein_phosphatase_targeting_COQ7	SpoIIE/
Tadh_TriadG64020	brown	0.821	glyceraldehyde_3_phosphate_dehydrogenase	Gp_dh_N/Gp_dh_C/
Tadh_TriadG56235	brown	0.82	cytochrome_P450_family_3_subfamily_A_member_5	p450/
Tadh_TriadG37496	brown	0.819	aldehyde_dehydrogenase_1_family_member_L2	Formyl_trans_N/Formyl_trans_C/PP-binding/Aldedh/
Tadh_TriadG54615	brown	0.818	isocitrate_dehydrogenase_NAD_3_catalytic_subunit_alpha	Iso_dh/
Tadh_TriadG49844	brown	0.818	RAB1A_member_RAS_oncogene_family	Ras/
Tadh_TriadG63329	brown	0.817	glutaryl_CoA_dehydrogenase	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Tadh_TriadG33396	brown	0.816	calcineurin_like_EF_hand_protein_1	EF-hand_7/
Tadh_hyp_clust7827	brown	0.816		
Tadh_TriadG54551	brown	0.815	proline_rich_coiled_coil_1	
Tadh_TriadG58586	brown	0.813	CDK2_associated_cullin_domain_1	
Tadh_TriadG55400	brown	0.813	epoxide_hydrolase_4	Abhydrolase_6/
Tadh_TriadG20253	brown	0.813	isochorismatase_domain_containing_1	Isochorismatase/
Tadh_TriadG55724	brown	0.812	translocase_of_inner_mitochondrial_membrane_21	TIM21/
Tadh_TriadG13672	brown	0.811	cytochrome_P450_family_3_subfamily_A_member_4	p450/
Tadh_TriadG27037	brown	0.811	solute_carrier_family_25_member_36	Mito_carr/Mito_carr/Mito_carr/
Tadh_TriadG34632	brown	0.811	enoyl_CoA_hydratase_1	ECH_1/
Tadh_TriadG22947	brown	0.81	oxysterol_binding_protein_like_1A	Oxysterol_BP/
Tadh_TriadG63295	brown	0.809	phosphoglycerate_kinase_1	PGK/
Tadh_TriadG56014	brown	0.809	nitrilase_family_member_2	CN_hydrolase/
Tadh_TriadG61604	brown	0.809	enoyl_CoA_delta_isomerase_1	ECH_1/
Tadh_TriadG56541	brown	0.807		
Tadh_TriadG55957	brown	0.807	UBX_domain_protein_7	Thioredoxin_7/UBX/
Tadh_orphan_1009	brown	0.806	NA	NA
Tadh_TriadG57906	brown	0.806	NIPA_like_domain_containing_2	Mg_trans_NIPA/
Tadh_TriadG57403	brown	0.804		CD20/
Tadh_TriadG24589	brown	0.803	NADH_ubiquinone_oxidoreductase_core_subunit_V2	2Fe-2S_thioredx/
Tadh_orphan_2682	brown	0.803	NA	NA
Tadh_TriadG56532	brown	0.801	NUS1_dehydrodolichyl_diphosphate_synthase_subunit	Prenyltransf/
Tadh_TriadG62153	brown	0.801		
Tadh_TriadG60448	brown	0.801	inositol_1_4_5_trisphosphate_receptor_type_3	Ins145_P3_rec/MIR/RYDR_ITPR/RIH_assoc/
Tadh_TriadG58040	brown	0.799		Sel1/Sel1/Sel1/Sel1/
Tadh_TriadG5463	brown	0.798	opsin_4	7tm_1/
Tadh_TriadG55139	brown	0.798	RAB8A_member_RAS_oncogene_family	Ras/
Tadh_wf_g29	brown	0.797		
Tadh_TriadG59202	brown	0.797	glutathione_S_transferase_theta_2B	GST_N_3/GST_C/
Tadh_TriadG56615	brown	0.797	homogentisate_1_2_dioxygenase	HgmA/
Tadh_TriadG38001	brown	0.793	acyl_CoA_oxidase_1	Acyl-CoA_ox_N/Acyl-CoA_dh_M/ACOX/
Tadh_TriadG25309	brown	0.789	microsomal_glutathione_S_transferase_3	MAPEG/
Tadh_TriadG22596	brown	0.788	coenzyme_Q10B	Polyketide_cyc/
Tadh_TriadG55204	brown	0.788	beta_secretase_1	Asp/Asp/
Tadh_TriadG32318	brown	0.787	metabolism_of_cobalamin_associated_B	Cob_adeno_trans/
Tadh_TriadG55390	brown	0.787	tafazzin	Acyltransferase/
Tadh_TriadG33397	brown	0.786	novel_protein	CDP-OH_P_transf/
Tadh_TriadG33710	brown	0.783	short_chain_dehydrogenase_reductase_family_16C_member_5	adh_short/
Tadh_TriadG19929	brown	0.782	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
Tadh_TriadG35852	brown	0.782	GABA_type_A_receptor_associated_protein_like_2	Atg8/
Tadh_orphan_1049	brown	0.781	NA	NA
Tadh_TriadG56301	brown	0.778	mitogen_activated_protein_kinase_8_interacting_protein_3	WD40_2/
Tadh_TriadG50898	brown	0.778	3_hydroxyisobutyrate_dehydrogenase	NAD_binding_2/NAD_binding_11/
Tadh_orphan_1461	brown	0.778	NA	NA
Tadh_TriadG62243	brown	0.777	UDP_glycosyltransferase_8	UDPGT/
Tadh_TriadG60139	brown	0.775	SYS1_golgi_trafficking_protein	SYS1/
Tadh_orphan_2657	brown	0.774	NA	NA
Tadh_TriadG26061	brown	0.772	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
Tadh_wf_g9291	brown	0.772		
Tadh_TriadG35608	brown	0.772	aldehyde_dehydrogenase_7_family_member_A1	Aldedh/
