gene	gene_module	membership_score	gene_name	pfam
HoiH23_PlH23_005286	turquoise	0.921		
HoiH23_PlH23_003368	turquoise	0.92	ubiquinol_cytochrome_c_reductase_complex_III_subunit_X	UCR_UQCRX_QCR9/
HoiH23_PlH23_009152	turquoise	0.92		
HoiH23_PlH23_000230	turquoise	0.92	ATPase_H_transporting_accessory_protein_1	ATP-synt_S1/
HoiH23_PlH23_007822	turquoise	0.919	ubiquinol_cytochrome_c_reductase_complex_III_subunit_VII	UcrQ/
HoiH23_PlH23_004688	turquoise	0.918	ubiquinol_cytochrome_c_reductase_binding_protein	UCR_14kD/
HoiH23_PlH23_010669	turquoise	0.918		Abhydrolase_1/
HoiH23_PlH23_000985	turquoise	0.917	diacylglycerol_lipase_beta	Lipase_3/
HoiH23_PlH23_000192	turquoise	0.917	carbonic_anhydrase_7	Carb_anhydrase/
HoiH23_PlH23_009628	turquoise	0.917	ubiquinol_cytochrome_c_reductase_hinge_protein	UCR_hinge/
HoiH23_PlH23_010455	turquoise	0.917	cytochrome_P450_family_4_subfamily_F_member_2	p450/
HoiH23_PlH23_000732	turquoise	0.916	NADH_ubiquinone_oxidoreductase_core_subunit_S3	Complex1_30kDa/
HoiH23_PlH23_007336	turquoise	0.916	retinol_dehydrogenase_8	adh_short/
HoiH23_PlH23_001975	turquoise	0.914	ubiquinol_cytochrome_c_reductase_core_protein_2	Peptidase_M16/Peptidase_M16_C/
HoiH23_PlH23_005252	turquoise	0.914	acid_sensing_ion_channel_subunit_1	ASC/
HoiH23_PlH23_009474	turquoise	0.913	ATPase_H_transporting_accessory_protein_2	Renin_r/
HoiH23_PlH23_007725	turquoise	0.913	ATP_synthase_peripheral_stalk_subunit_F6	ATP-synt_F6/
HoiH23_PlH23_011795	turquoise	0.913		
HoiH23_PlH23_008221	turquoise	0.913		TMEM72/
HoiH23_PlH23_002313	turquoise	0.912	intersectin_1	C2/C2/C2/
HoiH23_PlH23_008080	turquoise	0.911	triosephosphate_isomerase_1	TIM/
HoiH23_PlH23_006121	turquoise	0.911		
HoiH23_PlH23_001863	turquoise	0.911		COX7C/
HoiH23_PlH23_008407	turquoise	0.911	hydroxysteroid_17_beta_dehydrogenase_12	adh_short/
HoiH23_PlH23_008621	turquoise	0.911		
HoiH23_PlH23_003091	turquoise	0.91	voltage_dependent_anion_channel_2	Porin_3/
HoiH23_PlH23_005077	turquoise	0.908	solute_carrier_family_25_member_1	Mito_carr/Mito_carr/Mito_carr/
HoiH23_PlH23_009804	turquoise	0.908	cytochrome_b5_type_B	Cyt-b5/
HoiH23_PlH23_011245	turquoise	0.908	CD53_molecule	Tetraspanin/
HoiH23_PlH23_005028	turquoise	0.907	Rh_family_C_glycoprotein	Ammonium_transp/
HoiH23_PlH23_004908	turquoise	0.907	solute_carrier_family_26_member_11	Sulfate_transp/STAS/
HoiH23_PlH23_007479	turquoise	0.907	butyrylcholinesterase	COesterase/
HoiH23_PlH23_002368	turquoise	0.906	muscleblind_like_splicing_regulator_1	zf-CCCH/
HoiH23_PlH23_011603	turquoise	0.906	dehydrogenase_reductase_4	adh_short_C2/adh_short_C2/
HoiH23_PlH23_007836	turquoise	0.906	interleukin_1_receptor_associated_kinase_4	Pkinase_Tyr/
HoiH23_PlH23_002278	turquoise	0.906	NADH_ubiquinone_oxidoreductase_subunit_A9	NAD_binding_10/
HoiH23_PlH23_003053	turquoise	0.905	tubulin_beta_4B_class_IVb	Tubulin/Tubulin_C/
HoiH23_PlH23_000002	turquoise	0.904	calcium_channel_flower_domain_containing_1	Cg6151-P/
HoiH23_PlH23_003951	turquoise	0.904	solute_carrier_family_7_member_14	AA_permease_2/AA_permease_C/
HoiH23_PlH23_009249	turquoise	0.904	regulator_of_G_protein_signaling_7	RGS_DHEX/RGS/
HoiH23_PlH23_006422	turquoise	0.903	2_4_dienoyl_CoA_reductase_2	adh_short_C2/
HoiH23_PlH23_006124	turquoise	0.902	adhesion_G_protein_coupled_receptor_D1	7tm_2/
HoiH23_PlH23_009663	turquoise	0.902	ATP_synthase_membrane_subunit_g	ATP-synt_G/
HoiH23_PlH23_009710	turquoise	0.901	acyl_CoA_dehydrogenase_short_branched_chain	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
HoiH23_PlH23_006652	turquoise	0.9	mitochondrial_amidoxime_reducing_component_2	MOSC_N/MOSC/
HoiH23_PlH23_011318	turquoise	0.9	butyrylcholinesterase	COesterase/
HoiH23_PlH23_007003	turquoise	0.9	solute_carrier_family_25_member_43	Mito_carr/Mito_carr/Mito_carr/
HoiH23_PlH23_004398	turquoise	0.899		LMWPc/
HoiH23_PlH23_001043	turquoise	0.899	superoxide_dismutase_2	Sod_Fe_N/Sod_Fe_C/
HoiH23_PlH23_008743	turquoise	0.899	ATP_binding_cassette_subfamily_C_member_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
HoiH23_PlH23_004728	turquoise	0.899	vesicle_associated_membrane_protein_4	Synaptobrevin/
HoiH23_PlH23_001804	turquoise	0.898	tetraspanin_31	Tetraspanin/
HoiH23_PlH23_004472	turquoise	0.898	enoyl_CoA_hydratase_1	ECH_1/
HoiH23_PlH23_000655	turquoise	0.898	fatty_acid_binding_protein_12	Lipocalin/
HoiH23_PlH23_009194	turquoise	0.897	AU_RNA_binding_methylglutaconyl_CoA_hydratase	ECH_1/
HoiH23_PlH23_001730	turquoise	0.897	dehydrogenase_reductase_4	adh_short_C2/
HoiH23_PlH23_006713	turquoise	0.897	neuropeptide_FF_receptor_2	7tm_1/
HoiH23_PlH23_005302	turquoise	0.897	enoyl_CoA_hydratase_short_chain_1	ECH_1/
HoiH23_orphan_1234	turquoise	0.896	NA	NA
HoiH23_PlH23_001661	turquoise	0.896	NADH_ubiquinone_oxidoreductase_core_subunit_V2	2Fe-2S_thioredx/
HoiH23_PlH23_001779	turquoise	0.896	methylsterol_monooxygenase_1	FA_hydroxylase/
HoiH23_PlH23_002571	turquoise	0.894	succinate_CoA_ligase_GDP_forming_subunit_beta	ATP-grasp_2/Ligase_CoA/
HoiH23_PlH23_004209	turquoise	0.893		ATP-synt_E/
HoiH23_PlH23_001775	turquoise	0.893	solute_carrier_family_34_member_2	Na_Pi_cotrans/Na_Pi_cotrans/
HoiH23_PlH23_001448	turquoise	0.893	NADH_ubiquinone_oxidoreductase_subunit_B9	Complex1_LYR/
HoiH23_PlH23_008067	turquoise	0.893		DUF4440/
HoiH23_PlH23_001199	turquoise	0.893	MAM_and_LDL_receptor_class_A_domain_containing_1	SRCR/MAM/
HoiH23_PlH23_008184	turquoise	0.893	acyl_CoA_oxidase_1	Acyl-CoA_ox_N/Acyl-CoA_dh_M/ACOX/
HoiH23_PlH23_003968	turquoise	0.892	sterol_C5_desaturase	FA_hydroxylase/
HoiH23_PlH23_000798	turquoise	0.891	glutamic_oxaloacetic_transaminase_2	Aminotran_1_2/
HoiH23_PlH23_003263	turquoise	0.891	myoferlin	C2/C2/FerI/C2/FerB/C2/C2/C2/Ferlin_C/
HoiH23_PlH23_002643	turquoise	0.891	peptidase_mitochondrial_processing_subunit_beta	Peptidase_M16/Peptidase_M16_C/
HoiH23_PlH23_002418	turquoise	0.89	retinol_dehydrogenase_8	adh_short/
HoiH23_orphan_1051	turquoise	0.89	NA	NA
HoiH23_PlH23_010028	turquoise	0.89	hydroxysteroid_17_beta_dehydrogenase_10	adh_short/
HoiH23_PlH23_006210	turquoise	0.89	novel_transcript_readthrough_between_UQCR11_and_MBD3	UCR_6-4kD/
HoiH23_PlH23_007056	turquoise	0.889	NADH_ubiquinone_oxidoreductase_subunit_A12	NDUFA12/
HoiH23_PlH23_009035	turquoise	0.888	HECT_domain_E3_ubiquitin_protein_ligase_1	Ank_2/Ank_2/Ank_2/
HoiH23_PlH23_006275	turquoise	0.887	ring_finger_protein_167	PA/zf-RING_2/
HoiH23_PlH23_007782	turquoise	0.886		Dyp_perox/
HoiH23_PlH23_009269	turquoise	0.886	selenoprotein_H	Rdx/
HoiH23_PlH23_002615	turquoise	0.886	solute_carrier_family_25_member_3	Mito_carr/Mito_carr/Mito_carr/
HoiH23_PlH23_011056	turquoise	0.886	SH3_domain_containing_GRB2_like_3_endophilin_A3	BAR/SH3_9/
HoiH23_PlH23_010017	turquoise	0.885	enoyl_CoA_hydratase_short_chain_1	ECH_1/
HoiH23_PlH23_010537	turquoise	0.885		
HoiH23_orphan_427	turquoise	0.885	NA	NA
HoiH23_PlH23_006440	turquoise	0.884		
HoiH23_PlH23_008901	turquoise	0.884	dipeptidyl_peptidase_4	DPPIV_N/Peptidase_S9/DPPIV_N/Peptidase_S9/
HoiH23_orphan_1518	turquoise	0.882	NA	NA
HoiH23_PlH23_011047	turquoise	0.881		
HoiH23_PlH23_006486	turquoise	0.881		CD20/
HoiH23_PlH23_002711	turquoise	0.88	acetyl_CoA_acyltransferase_1	Thiolase_N/Thiolase_C/
HoiH23_PlH23_000329	turquoise	0.88	1_acylglycerol_3_phosphate_O_acyltransferase_3	Acyltransferase/Acyltransf_C/
HoiH23_PlH23_006276	turquoise	0.88	ring_finger_protein_167	PA/zf-RING_2/
HoiH23_PlH23_009361	turquoise	0.879	hydrogen_voltage_gated_channel_1	Ion_trans/
HoiH23_PlH23_004798	turquoise	0.879	NADH_ubiquinone_oxidoreductase_subunit_A13	GRIM-19/
HoiH23_PlH23_006718	turquoise	0.878	epoxide_hydrolase_2	HAD_2/Abhydrolase_1/
HoiH23_PlH23_000559	turquoise	0.878	mitochondrial_ribosomal_protein_S11	Ribosomal_S11/
HoiH23_PlH23_003086	turquoise	0.878	cytochrome_c_oxidase_subunit_6A1	COX6A/
HoiH23_PlH23_006497	turquoise	0.877		
HoiH23_PlH23_003494	turquoise	0.877	acyl_CoA_dehydrogenase_short_branched_chain	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
HoiH23_PlH23_006664	turquoise	0.877		PHP/
HoiH23_PlH23_002162	turquoise	0.877	cytochrome_c_oxidase_subunit_5A	COX5A/
HoiH23_PlH23_002691	turquoise	0.876	vesicle_amine_transport_1	ADH_N/ADH_zinc_N/
HoiH23_PlH23_009449	turquoise	0.875	opsin_4	7tm_1/
HoiH23_PlH23_008329	turquoise	0.875	carnitine_O_acetyltransferase	Carn_acyltransf/
HoiH23_PlH23_007617	turquoise	0.874	acyl_CoA_dehydrogenase_family_member_11	APH/Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
HoiH23_PlH23_001114	turquoise	0.873		Na_Ca_ex/Na_Ca_ex/
HoiH23_PlH23_005695	turquoise	0.873	fucosyltransferase_6	Glyco_tran_10_N/Glyco_transf_10/
HoiH23_PlH23_003007	turquoise	0.872	3_hydroxybutyrate_dehydrogenase_1	adh_short/
HoiH23_PlH23_007196	turquoise	0.872		Abhydrolase_1/
HoiH23_orphan_1486	turquoise	0.871	NA	NA
HoiH23_PlH23_000652	turquoise	0.871	fatty_acid_binding_protein_9	
HoiH23_PlH23_002383	turquoise	0.871	sphingosine_kinase_2	DAGK_cat/
HoiH23_PlH23_007091	turquoise	0.87	protein_phosphatase_Mg2_Mn2_dependent_1A	PP2C/
HoiH23_PlH23_006627	turquoise	0.87	thioredoxin_2	Thioredoxin/
HoiH23_PlH23_011049	turquoise	0.87	androgen_induced_1	Far-17a_AIG1/
HoiH23_PlH23_007625	turquoise	0.868	short_chain_dehydrogenase_reductase_family_9C_member_7	adh_short/
HoiH23_PlH23_008765	turquoise	0.868	PRELI_domain_containing_1	PRELI/
HoiH23_PlH23_010478	turquoise	0.868	neuropeptide_FF_receptor_2	7tm_1/
HoiH23_PlH23_007360	turquoise	0.867	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_4/Ank/Ank_2/Ion_trans/
HoiH23_PlH23_008355	turquoise	0.867	NADH_ubiquinone_oxidoreductase_subunit_B7	NDUF_B7/
HoiH23_PlH23_009027	turquoise	0.867	fumarylacetoacetate_hydrolase_domain_containing_1	FAA_hydrolase/
HoiH23_PlH23_003709	turquoise	0.867	HIG1_hypoxia_inducible_domain_family_member_2A	HIG_1_N/
HoiH23_PlH23_003352	turquoise	0.866	guanine_deaminase	Amidohydro_1/
HoiH23_PlH23_004529	turquoise	0.866	electron_transfer_flavoprotein_subunit_beta	ETF/
HoiH23_PlH23_002117	turquoise	0.865	zinc_binding_alcohol_dehydrogenase_domain_containing_2	ADH_N/ADH_zinc_N/
HoiH23_PlH23_008167	turquoise	0.865	citrate_synthase	Citrate_synt/
HoiH23_PlH23_003514	turquoise	0.864	peroxiredoxin_5	Redoxin/
HoiH23_PlH23_009156	turquoise	0.863		Ank_4/Ank_2/Ank_5/
HoiH23_PlH23_001029	turquoise	0.863	ATPase_H_transporting_V0_subunit_a1	V_ATPase_I/
HoiH23_PlH23_006345	turquoise	0.863	zinc_finger_C4H2_type_containing	zf-C4H2/
HoiH23_PlH23_002318	turquoise	0.863	enoyl_CoA_hydratase_1	ECH_1/ECH_1/
HoiH23_PlH23_010785	turquoise	0.863	acetyl_CoA_acetyltransferase_1	Thiolase_N/Thiolase_C/
HoiH23_PlH23_008587	turquoise	0.862	solute_carrier_family_35_member_F3	
HoiH23_PlH23_006717	turquoise	0.862	epoxide_hydrolase_2	Abhydrolase_1/
HoiH23_PlH23_001049	turquoise	0.862	macrophage_migration_inhibitory_factor	MIF/MIF/
HoiH23_PlH23_005241	turquoise	0.862		
HoiH23_PlH23_000213	turquoise	0.862	solute_carrier_family_25_member_20	Mito_carr/Mito_carr/Mito_carr/
HoiH23_orphan_2181	turquoise	0.862	NA	NA
HoiH23_PlH23_007994	turquoise	0.861	dihydrolipoamide_S_acetyltransferase	Biotin_lipoyl/E3_binding/2-oxoacid_dh/
HoiH23_PlH23_000936	turquoise	0.861		
HoiH23_PlH23_001460	turquoise	0.861	solute_carrier_family_7_member_14	AA_permease_2/AA_permease_C/
HoiH23_PlH23_007199	turquoise	0.861	farnesyl_diphosphate_farnesyltransferase_1	SQS_PSY/
HoiH23_PlH23_011399	turquoise	0.86	novel_transcript	CI-B14_5a/
HoiH23_PlH23_005912	turquoise	0.859	NADH_ubiquinone_oxidoreductase_subunit_A6	Complex1_LYR/
HoiH23_orphan_2894	turquoise	0.858	NA	NA
HoiH23_PlH23_003810	turquoise	0.857	sigma_non_opioid_intracellular_receptor_1	ERG2_Sigma1R/
HoiH23_PlH23_008844	turquoise	0.857	transient_receptor_potential_cation_channel_subfamily_M_member_2	LSDAT_euk/Ion_trans/LSDAT_euk/Ion_trans/
HoiH23_PlH23_010353	turquoise	0.856	NADH_ubiquinone_oxidoreductase_subunit_A2	L51_S25_CI-B8/
HoiH23_PlH23_004169	turquoise	0.856	1_acylglycerol_3_phosphate_O_acyltransferase_1	Acyltransferase/
HoiH23_PlH23_007108	turquoise	0.856	glutamate_ionotropic_receptor_kainate_type_subunit_1	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/
HoiH23_PlH23_008093	turquoise	0.856	poly_rC_binding_protein_3	KH_1/KH_1/
HoiH23_PlH23_002692	turquoise	0.855	tubulin_alpha_1c	Tubulin/Tubulin_C/
HoiH23_PlH23_008123	turquoise	0.855		Lysine_decarbox/
HoiH23_PlH23_004883	turquoise	0.854	protein_tyrosine_phosphatase_non_receptor_type_5	Y_phosphatase/
HoiH23_PlH23_002925	turquoise	0.854	synaptogyrin_1	MARVEL/
HoiH23_PlH23_006986	turquoise	0.854		NDUF_C2/
HoiH23_orphan_2354	turquoise	0.853	NA	NA
HoiH23_PlH23_001331	turquoise	0.853	NFX1	ECH_1/3HCDH_N/3HCDH/3HCDH/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/R3H/
HoiH23_PlH23_004666	turquoise	0.852		
HoiH23_PlH23_001851	turquoise	0.852	malate_dehydrogenase_2	Ldh_1_N/Ldh_1_C/
HoiH23_PlH23_004111	turquoise	0.852	serine_protease_12	SRCR/SRCR/MAM/
HoiH23_PlH23_009516	turquoise	0.851	hydroxylysine_kinase	APH/
HoiH23_PlH23_007325	turquoise	0.85	jumonji_domain_containing_6_arginine_demethylase_and_lysine_hydroxylase	Cupin_8/
HoiH23_PlH23_010714	turquoise	0.85	leishmanolysin_like_peptidase	Peptidase_M8/Peptidase_M8/Furin-like_2/
HoiH23_PlH23_007342	turquoise	0.849	translocase_of_inner_mitochondrial_membrane_10	zf-Tim10_DDP/
HoiH23_PlH23_001873	turquoise	0.849	ATP_synthase_membrane_subunit_c_locus_2	ATP-synt_C/
HoiH23_PlH23_001632	turquoise	0.849	KIAA0513	
HoiH23_PlH23_007144	turquoise	0.849		
HoiH23_orphan_49	turquoise	0.848	NA	NA
HoiH23_orphan_238	turquoise	0.847	NA	NA
HoiH23_PlH23_009675	turquoise	0.847	24_dehydrocholesterol_reductase	FAD_binding_4/
HoiH23_PlH23_004779	turquoise	0.847	phosphoglycerate_kinase_1	PGK/
HoiH23_PlH23_011982	turquoise	0.845		Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_002450	turquoise	0.844	SEL1L_adaptor_subunit_of_ERAD_E3_ubiquitin_ligase	Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_011757	turquoise	0.844	enoyl_CoA_delta_isomerase_1	
HoiH23_PlH23_010104	turquoise	0.844	isochorismatase_domain_containing_1	Isochorismatase/
HoiH23_PlH23_001250	turquoise	0.844		
HoiH23_PlH23_011441	turquoise	0.843	glutamate_ionotropic_receptor_AMPA_type_subunit_1	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/
HoiH23_PlH23_010368	turquoise	0.843	mitochondrial_ribosomal_protein_L27	Ribosomal_L27/
HoiH23_PlH23_011405	turquoise	0.842		
HoiH23_PlH23_000801	turquoise	0.842	glutamate_ionotropic_receptor_kainate_type_subunit_2	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/
HoiH23_PlH23_004850	turquoise	0.842	aldehyde_dehydrogenase_4_family_member_A1	Aldedh/
HoiH23_PlH23_011270	turquoise	0.842	glutathione_S_transferase_theta_1	GST_N_3/GST_C/
HoiH23_orphan_2653	turquoise	0.842	NA	NA
HoiH23_PlH23_007723	turquoise	0.842	transmembrane_and_coiled_coil_domains_3	Na_H_Exchanger/
HoiH23_PlH23_003227	turquoise	0.842	malate_dehydrogenase_1	Ldh_1_N/Ldh_1_C/
HoiH23_PlH23_010202	turquoise	0.842		Ammonium_transp/
HoiH23_PlH23_005716	turquoise	0.842	adenosylhomocysteinase	AdoHcyase/AdoHcyase_NAD/
HoiH23_PlH23_003309	turquoise	0.84	NADH_ubiquinone_oxidoreductase_subunit_S6	zf-CHCC/
HoiH23_PlH23_002921	turquoise	0.84	ECSIT_signaling_integrator	ECSIT/PPR_3/ECSIT_C/
HoiH23_PlH23_005783	turquoise	0.84	ankyrin_repeat_and_SOCS_box_containing_9	Ank_2/Ank_2/Ank/
HoiH23_PlH23_006236	turquoise	0.839	peroxisomal_biogenesis_factor_11_beta	PEX11/
HoiH23_PlH23_009487	turquoise	0.839	NADH_ubiquinone_oxidoreductase_subunit_B10	NDUFB10/
HoiH23_orphan_176	turquoise	0.838	NA	NA
HoiH23_PlH23_010738	turquoise	0.838	glutathione_S_transferase_theta_2B	GST_N_3/GST_C/
HoiH23_PlH23_000289	turquoise	0.838	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
HoiH23_PlH23_009251	turquoise	0.838	mitochondrial_ribosomal_protein_L12	Ribosomal_L12_N/Ribosomal_L12/
HoiH23_PlH23_009621	turquoise	0.837	OCIA_domain_containing_1	OCIA/
HoiH23_orphan_1916	turquoise	0.837	NA	NA
HoiH23_PlH23_000704	turquoise	0.836	Rab_interacting_lysosomal_protein_like_1	Jnk-SapK_ap_N/
HoiH23_PlH23_004597	turquoise	0.836	folate_hydrolase_1	PA/Peptidase_M28/TFR_dimer/
HoiH23_PlH23_005859	turquoise	0.835		Ribosomal_L32p/
HoiH23_PlH23_006020	turquoise	0.835		NT-C2/
HoiH23_PlH23_006915	turquoise	0.834	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
HoiH23_PlH23_009820	turquoise	0.834	calcineurin_like_EF_hand_protein_1	EF-hand_7/
HoiH23_orphan_2162	turquoise	0.834	NA	NA
HoiH23_PlH23_007981	turquoise	0.834	apoptotic_peptidase_activating_factor_1	NB-ARC/APAF1_C/
HoiH23_PlH23_011406	turquoise	0.834		Abhydrolase_1/
HoiH23_PlH23_005755	turquoise	0.833	reactive_oxygen_species_modulator_1	Romo1/
HoiH23_PlH23_009584	turquoise	0.833	kynurenine_aminotransferase_1	Aminotran_1_2/
HoiH23_PlH23_002048	turquoise	0.833	alcohol_dehydrogenase_5_class_III_chi_polypeptide	ADH_N/ADH_zinc_N/
HoiH23_PlH23_001994	turquoise	0.832	adhesion_G_protein_coupled_receptor_L3	7tm_2/
HoiH23_PlH23_001774	turquoise	0.831	phosphopantothenoylcysteine_synthetase	DFP/DFP/
HoiH23_PlH23_006044	turquoise	0.831	chloride_voltage_gated_channel_7	Voltage_CLC/CBS/CBS/
HoiH23_PlH23_000831	turquoise	0.83	fumarylacetoacetate_hydrolase	FAA_hydrolase_N/FAA_hydrolase/
HoiH23_PlH23_009363	turquoise	0.83	electron_transfer_flavoprotein_subunit_alpha	ETF/ETF_alpha/
HoiH23_PlH23_005733	turquoise	0.83	6_phosphogluconolactonase	Glucosamine_iso/
HoiH23_PlH23_010875	turquoise	0.83	UDP_glucose_pyrophosphorylase_2	UDPGP/
HoiH23_PlH23_000651	turquoise	0.83	cellular_retinoic_acid_binding_protein_2	Lipocalin_7/
HoiH23_PlH23_003354	turquoise	0.829	cytochrome_c_somatic	Cytochrom_C/
HoiH23_PlH23_003522	turquoise	0.829	vesicle_amine_transport_1	ADH_N/ADH_zinc_N/
HoiH23_PlH23_007379	turquoise	0.827	3_hydroxyisobutyrate_dehydrogenase	NAD_binding_2/NAD_binding_11/
HoiH23_orphan_2242	turquoise	0.826	NA	NA
HoiH23_PlH23_002010	turquoise	0.826	aconitase_1	Aconitase/Aconitase_C/
HoiH23_orphan_3208	turquoise	0.825	NA	NA
HoiH23_PlH23_008604	turquoise	0.825	EMAP_like_2	HELP/WD40/WD40/WD40/WD40/WD40/
