#species_file	protein_name	nb_OG_fused	list_fused_OGs
Chofle.fasta	Chofle_EP00730_Choanoeca_flexa_P020035	2	OG_6003 OG_6245
Spur.fasta	Spur_XM_011664000.2	2	OG_6025 OG_6306
Acagra.fasta	Acagra_model.g30845.t1	2	OG_858 OG_4731
Pbac.fasta	Pbac_sb2669329	2	OG_801 OG_5229
Mlei.fasta	Mlei_ML2267.g14.i1	2	OG_1297 OG_5653
Pbac.fasta	Pbac_sb2644058	2	OG_1114 OG_6385
Mlei.fasta	Mlei_ML2267.g9.i1	2	OG_4273 OG_5653
Hvul.fasta	Hvul_g28709_1	2	OG_395 OG_726
Xesp.fasta	Xesp_012023-T1	2	OG_2173 OG_3326
Mlei.fasta	Mlei_ML2278.g10.i1	2	OG_6375 OG_6906
Xesp.fasta	Xesp_012029-T1	2	OG_3412 OG_4001
Mlei.fasta	Mlei_ML2306.g6.i1	2	OG_485 OG_5766
Xesp.fasta	Xesp_012039-T1	2	OG_2354 OG_3809
Stedip.fasta	Stedip_EP00041_Stephanoeca_diplocostata_P032452	2	OG_4086 OG_5505
Nemnom.fasta	Nemnom_g17876.t1	2	OG_1154 OG_6917
Mlei.fasta	Mlei_ML2331.g11.i1	3	OG_838 OG_2304 OG_3526
Dpul.fasta	Dpul_mRNA725	2	OG_1260 OG_6091
Gasp.fasta	Gasp_gasp1.m3.6916.m1	2	OG_6165 OG_6312
Salmac.fasta	Salmac_EP00052_Salpingoeca_macrocollata_P025234	2	OG_3705 OG_3965
Mbre.fasta	Mbre_EDQ84716	3	OG_2373 OG_4777 OG_4826
Exapal.fasta	Exapal_XM_028661055.1	2	OG_5083 OG_6501
Hvul.fasta	Hvul_g28796_1	2	OG_673 OG_2110
Gasp.fasta	Gasp_gasp1.m3.13242.m1	2	OG_385 OG_6031
Xesp.fasta	Xesp_012097-T1	2	OG_5270 OG_6006
Pbac.fasta	Pbac_sb2669528	2	OG_1372 OG_5794
Spolac.fasta	Spolac_c103069_g2_i1_m.32303c103069-g2	2	OG_1032 OG_6221
Pbac.fasta	Pbac_sb2669538	2	OG_34 OG_5951
Pbac.fasta	Pbac_sb2669546	2	OG_926 OG_5724
Pbac.fasta	Pbac_sb2644249	2	OG_558 OG_704
Mbre.fasta	Mbre_EDQ84800	2	OG_5382 OG_5733
Pbac.fasta	Pbac_sb2669554	2	OG_104 OG_972
Spolac.fasta	Spolac_c103081_g1_i2_m.32345c103081-g1	2	OG_2926 OG_5855
Pbac.fasta	Pbac_sb2644294	2	OG_620 OG_2054
Hvul.fasta	Hvul_g28899_1	2	OG_2889 OG_5679
Spur.fasta	Spur_XM_011666611.2	2	OG_802 OG_6750
Ctel.fasta	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA219731	2	OG_4179 OG_6357
Pbac.fasta	Pbac_sb2644314	2	OG_1993 OG_4097
Mbre.fasta	Mbre_EDQ84860	2	OG_1263 OG_3310
Pbac.fasta	Pbac_sb2644326	2	OG_84 OG_461
Xesp.fasta	Xesp_012191-T1	2	OG_1430 OG_1805
Sanmal.fasta	Sanmal_Sma_023769-T1	2	OG_1359 OG_6781
Sanmal.fasta	Sanmal_Sma_023774-T1	2	OG_2935 OG_4434
Mbre.fasta	Mbre_EDQ84899	2	OG_295 OG_4121
Mbre.fasta	Mbre_EDQ84903	2	OG_1970 OG_3796
Pbac.fasta	Pbac_sb2644365	2	OG_445 OG_6540
Pbac.fasta	Pbac_sb2669684	2	OG_116 OG_763
Emue.fasta	Emue_Em0013g760a.t1	2	OG_1841 OG_3680
Sanmal.fasta	Sanmal_Sma_023798-T1	2	OG_2669 OG_6466
Mbre.fasta	Mbre_EDQ84934	2	OG_231 OG_1538
Mbre.fasta	Mbre_EDQ84943	2	OG_2965 OG_3666
Xestes.fasta	Xestes_maker-XT_scaffold192268-snap-gene-0.40-mRNA-1	3	OG_491 OG_841 OG_2213
Beraby.fasta	Beraby_Baby_sb346064	2	OG_2681 OG_3415
Pbac.fasta	Pbac_sb2644478	2	OG_1803 OG_2823
Xestes.fasta	Xestes_maker-XT_scaffold192310-snap-gene-0.634-mRNA-1	2	OG_1552 OG_4807
Stycar.fasta	Stycar_maker-SC_scaffold80105-snap-gene-0.13-mRNA-1	2	OG_1887 OG_2287
Nemnom.fasta	Nemnom_g18087.t1	2	OG_158 OG_1652
HoiH23.fasta	HoiH23_PlH23_000282-RA	2	OG_5240 OG_6249
Salurc.fasta	Salurc_EP00051_Salpingoeca_urceolata_P019732	2	OG_5629 OG_5660
Cgig.fasta	Cgig_XM_011420782.3	2	OG_135 OG_6267
Sros.fasta	Sros_EGD77227	2	OG_317 OG_984
Stedip.fasta	Stedip_EP00041_Stephanoeca_diplocostata_P033103	2	OG_5344 OG_6448
Nemnom.fasta	Nemnom_g18104.t1	2	OG_1032 OG_6706
Xestes.fasta	Xestes_maker-XT_scaffold193-snap-gene-0.23-mRNA-1	2	OG_2346 OG_5170
Acagra.fasta	Acagra_model.g31309.t1	2	OG_880 OG_3390
Mbre.fasta	Mbre_EDQ85016	2	OG_1874 OG_4710
Xestes.fasta	Xestes_maker-XT_scaffold19573-augustus-gene-0.12-mRNA-1	2	OG_2522 OG_6696
Mbre.fasta	Mbre_EDQ85024	2	OG_472 OG_1101
Horcal.fasta	Horcal_Hcv1.av93.c2.g912.i1	2	OG_3666 OG_3759
Plajan.fasta	Plajan_Pjan_scaffold7718_01	2	OG_5573 OG_6696
Gfas.fasta	Gfas_gfas1.m1.8470.m1	2	OG_2768 OG_5949
Pbac.fasta	Pbac_sb2644553	2	OG_1579 OG_5817
Hvul.fasta	Hvul_g29128_1	2	OG_937 OG_5783
Xestes.fasta	Xestes_maker-XT_scaffold1994-snap-gene-0.23-mRNA-1	2	OG_3452 OG_5632
Stycar.fasta	Stycar_maker-SC_scaffold815-augustus-gene-0.23-mRNA-1	2	OG_841 OG_6181
Xestes.fasta	Xestes_maker-XT_scaffold1998-augustus-gene-0.38-mRNA-1	2	OG_283 OG_867
Hvul.fasta	Hvul_g29153_1	2	OG_2341 OG_2761
Fspp.fasta	Fspp_ffun1.m4.21870.m1	2	OG_574 OG_5221
Hvul.fasta	Hvul_g29167_1	2	OG_3425 OG_5414
Tetwil.fasta	Tetwil_g1819.t1	2	OG_5907 OG_6231
Mlei.fasta	Mlei_ML2635.g24.i1	2	OG_4020 OG_5654
Gfas.fasta	Gfas_gfas1.m1.8616.m1	2	OG_5760 OG_6274
Sanmal.fasta	Sanmal_Sma_024158-T1	2	OG_142 OG_5310
Diagra.fasta	Diagra_EP00040_Diaphanoeca_grandis_P004868	2	OG_1954 OG_5936
Mlei.fasta	Mlei_ML2666.g3.i1	2	OG_762 OG_4637
HoiH04.fasta	HoiH04_mRNA16421	2	OG_2209 OG_2581
Tetwil.fasta	Tetwil_g18239.t1	2	OG_3004 OG_6098
Sanmal.fasta	Sanmal_Sma_024188-T1	2	OG_117 OG_5945
Gasp.fasta	Gasp_gasp1.m3.13650.m1	2	OG_804 OG_3681
Tetwil.fasta	Tetwil_g18252.t2	2	OG_564 OG_2547
Xestes.fasta	Xestes_maker-XT_scaffold2051-augustus-gene-0.24-mRNA-1	2	OG_642 OG_643
Hvul.fasta	Hvul_g2923_1	2	OG_1304 OG_3493
Nvec.fasta	Nvec_v1g241781	2	OG_3238 OG_6292
Amil.fasta	Amil_Amillepora11334-RA	2	OG_2367 OG_2884
Xesp.fasta	Xesp_012440-T1	2	OG_2231 OG_3688
Sanmal.fasta	Sanmal_Sma_024207-T1	2	OG_2325 OG_5875
Xestes.fasta	Xestes_maker-XT_scaffold206-augustus-gene-0.43-mRNA-1	2	OG_2666 OG_5591
Xestes.fasta	Xestes_maker-XT_scaffold206-augustus-gene-0.44-mRNA-1	2	OG_1305 OG_1777
Sanmal.fasta	Sanmal_Sma_024214-T1	2	OG_395 OG_3124
Sanmal.fasta	Sanmal_Sma_024228-T1	2	OG_4094 OG_5101
Pbac.fasta	Pbac_sb2644843	2	OG_1575 OG_3884
Pbac.fasta	Pbac_sb2644883	3	OG_555 OG_2146 OG_5388
Salmac.fasta	Salmac_EP00052_Salpingoeca_macrocollata_P026442	2	OG_1830 OG_6730
Mlei.fasta	Mlei_ML2705.g2.i1	2	OG_1175 OG_3856
Gasp.fasta	Gasp_gasp1.m3.13731.m1	2	OG_1052 OG_6784
Mbre.fasta	Mbre_EDQ85266	2	OG_2160 OG_6261
HoiH06.fasta	HoiH06_mRNA10498	2	OG_2796 OG_5231
Pocdam.fasta	Pocdam_XM_027197920.1	2	OG_1492 OG_3527
Pbac.fasta	Pbac_sb2644943	2	OG_2061 OG_6425
Xestes.fasta	Xestes_maker-XT_scaffold21369-snap-gene-0.14-mRNA-1	2	OG_3157 OG_3785
Cscu.fasta	Cscu_XM_023381438.1	2	OG_2304 OG_2900
Stycar.fasta	Stycar_maker-SC_scaffold844-augustus-gene-0.14-mRNA-1	2	OG_1860 OG_3412
Xestes.fasta	Xestes_maker-XT_scaffold2154-augustus-gene-0.51-mRNA-1	3	OG_296 OG_544 OG_1817
Emue.fasta	Emue_Em0001g2529a.t1	2	OG_2221 OG_4861
Xestes.fasta	Xestes_maker-XT_scaffold2165-snap-gene-0.24-mRNA-1	2	OG_341 OG_3280
Stedip.fasta	Stedip_EP00041_Stephanoeca_diplocostata_P033844	2	OG_3982 OG_4169
Tetwil.fasta	Tetwil_g18459.t2	2	OG_2584 OG_4253
Mbre.fasta	Mbre_EDQ85372	2	OG_2011 OG_3466
Hvul.fasta	Hvul_g29440_1	2	OG_1356 OG_1469
Mbre.fasta	Mbre_EDQ85395	2	OG_3331 OG_5026
Pbac.fasta	Pbac_sb2645039	3	OG_2099 OG_3862 OG_6654
Xesp.fasta	Xesp_012596-T1	3	OG_1512 OG_3244 OG_4134
Stycar.fasta	Stycar_maker-SC_scaffold852-augustus-gene-0.22-mRNA-1	2	OG_1009 OG_4728
Sanmal.fasta	Sanmal_Sma_024408-T1	2	OG_133 OG_139
Hvul.fasta	Hvul_g29456_1	2	OG_566 OG_594
Gracom.fasta	Gracom_Gcom_scaffold17941_01	2	OG_5342 OG_6283
Pbac.fasta	Pbac_sb2645060	2	OG_1254 OG_2369
Mbre.fasta	Mbre_EDQ85430	2	OG_1784 OG_5694
Gfas.fasta	Gfas_gfas1.m1.896.m1	2	OG_3192 OG_5923
Xestes.fasta	Xestes_maker-XT_scaffold21968-snap-gene-0.40-mRNA-1	2	OG_4552 OG_5952
Vmul.fasta	Vmul_SimC400684	2	OG_1064 OG_2061
Xestes.fasta	Xestes_maker-XT_scaffold219-augustus-gene-0.35-mRNA-1	3	OG_188 OG_5308 OG_5716
Xestes.fasta	Xestes_maker-XT_scaffold22019-snap-gene-0.17-mRNA-1	2	OG_1393 OG_2526
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P010300	2	OG_4425 OG_5696
Sros.fasta	Sros_EGD77800	2	OG_4519 OG_5324
HoiH23.fasta	HoiH23_PlH23_000631-RA	2	OG_653 OG_1205
Mbre.fasta	Mbre_EDQ85473	2	OG_839 OG_4962
Mlei.fasta	Mlei_ML2795.g9.i1	2	OG_1356 OG_2858
Pbac.fasta	Pbac_sb2645143	4	OG_37 OG_1012 OG_1942 OG_4718
HoiH04.fasta	HoiH04_mRNA16844	2	OG_299 OG_5984
Salurc.fasta	Salurc_EP00051_Salpingoeca_urceolata_P020677	2	OG_1236 OG_5906
Acagra.fasta	Acagra_model.g3300.t1	2	OG_94 OG_2017
Acaspe.fasta	Acaspe_EP00035_Acanthoeca_spectabilis_P033483	2	OG_2596 OG_3550
Bralan.fasta	Bralan_BLAG07000655_4	3	OG_860 OG_6405 OG_6674
Xesp.fasta	Xesp_012770-T1	2	OG_332 OG_2182
Sanmal.fasta	Sanmal_Sma_024842-T1	2	OG_882 OG_1735
Xestes.fasta	Xestes_maker-XT_scaffold22801-augustus-gene-0.10-mRNA-1	2	OG_2674 OG_5403
Acagra.fasta	Acagra_model.g3354.t1	2	OG_1798 OG_5170
Exapal.fasta	Exapal_XM_028662580.1	2	OG_1891 OG_4596
Mlei.fasta	Mlei_ML2835.g2.i1	2	OG_245 OG_258
Mlei.fasta	Mlei_ML2835.g3.i1	2	OG_1063 OG_5535
HoiH11.fasta	HoiH11_mRNA8260	2	OG_1203 OG_1661
Mlei.fasta	Mlei_ML2856.g10.i1	2	OG_156 OG_1436
Xesp.fasta	Xesp_012841-T1	2	OG_327 OG_342
Pbac.fasta	Pbac_sb2645382	2	OG_172 OG_1746
Skow.fasta	Skow_XM_006814140.1	2	OG_406 OG_6212
Sros.fasta	Sros_EGD77960	2	OG_1048 OG_4742
Pbac.fasta	Pbac_sb2645398	2	OG_1391 OG_6220
Amil.fasta	Amil_Amillepora12367-RA	2	OG_2158 OG_2755
Mlei.fasta	Mlei_ML2856.g12.i1	2	OG_2336 OG_3801
Sros.fasta	Sros_EGD77947	2	OG_3343 OG_6108
Sanmal.fasta	Sanmal_Sma_024916-T1	2	OG_3605 OG_4437
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P010618	2	OG_6111 OG_6730
Hvul.fasta	Hvul_g29711_1	3	OG_2780 OG_3120 OG_5766
Pbac.fasta	Pbac_sb2645430	2	OG_142 OG_4039
Hvul.fasta	Hvul_g29729_1	2	OG_488 OG_6699
Nemnom.fasta	Nemnom_g18687.t1	2	OG_819 OG_3076
Xestes.fasta	Xestes_maker-XT_scaffold2345-snap-gene-0.7-mRNA-1	2	OG_5829 OG_5972
Hvul.fasta	Hvul_g29740_1	2	OG_575 OG_1259
Hvul.fasta	Hvul_g29744_1	2	OG_451 OG_1998
Sanmal.fasta	Sanmal_Sma_024996-T1	2	OG_3144 OG_4443
Mbre.fasta	Mbre_EDQ85691	2	OG_6111 OG_6730
Hvul.fasta	Hvul_g29760_1	2	OG_1180 OG_1238
Sanmal.fasta	Sanmal_Sma_025021-T1	2	OG_1388 OG_5720
Xesp.fasta	Xesp_012936-T1	2	OG_3264 OG_4582
Mbre.fasta	Mbre_EDQ85719	2	OG_2854 OG_4706
Mbre.fasta	Mbre_EDQ85727	2	OG_92 OG_2272
Xestes.fasta	Xestes_maker-XT_scaffold2388-augustus-gene-0.58-mRNA-1	2	OG_311 OG_6188
Pbac.fasta	Pbac_sb2645548	4	OG_1184 OG_5830 OG_5969 OG_6173
HoiH23.fasta	HoiH23_PlH23_000835-RA	2	OG_3333 OG_4198
Xestes.fasta	Xestes_maker-XT_scaffold2388-snap-gene-0.64-mRNA-1	2	OG_309 OG_3498
Nvec.fasta	Nvec_v1g244303	2	OG_673 OG_6357
Leuniv.fasta	Leuniv_Lniv_C798444_01	2	OG_3707 OG_5905
Mlei.fasta	Mlei_ML2997.g4.i1	2	OG_4332 OG_5723
