TrH2_TrispH2_000494-RA	ENSP00000364382.3	44.0	182	98	3	27	204	37	218	1.1e-36	152.5
TrH2_TrispH2_000495-RA	ENSP00000364382.3	37.6	181	87	3	27	181	37	217	1.4e-27	122.1
TrH2_TrispH2_000496-RA	ENSP00000340594.5	35.0	397	223	13	731	1113	652	1027	2.1e-52	207.2
TrH2_TrispH2_000497-RA	ENSP00000395461.1	43.2	278	155	2	14	290	8	283	7.6e-44	176.8
TrH2_TrispH2_000498-RA	ENSP00000364464.2	29.2	832	445	16	11	722	11	818	5.6e-96	351.3
TrH2_TrispH2_000499-RA	ENSP00000246337.4	60.7	354	139	0	14	367	11	364	1.7e-128	458.4
TrH2_TrispH2_000501-RA	ENSP00000378995.1	51.6	155	67	2	15	162	13	166	2.4e-34	144.4
TrH2_TrispH2_000502-RA	ENSP00000273853.6	25.7	370	214	13	219	558	604	942	2.7e-13	76.3
TrH2_TrispH2_000503-RA	ENSP00000246337.4	56.0	368	147	3	14	380	11	364	2.3e-117	421.4
TrH2_TrispH2_000504-RA	ENSP00000366618.2	93.0	86	6	0	39	124	41	126	4.5e-38	156.4
TrH2_TrispH2_000505-RA	ENSP00000466895.2	34.9	126	82	0	43	168	33	158	7.6e-16	84.0
TrH2_TrispH2_000506-RA	ENSP00000313572.2	48.0	419	170	5	37	450	22	397	1.8e-102	372.5
TrH2_TrispH2_000507-RA	ENSP00000263857.6	44.6	1853	843	23	6	1812	4	1719	0.0e+00	1304.3
TrH2_TrispH2_000509-RA	ENSP00000282670.2	43.9	173	87	1	11	173	7	179	1.5e-34	145.2
TrH2_TrispH2_000510-RA	ENSP00000324323.5	32.5	114	74	2	83	194	28	140	3.0e-12	71.2
TrH2_TrispH2_000512-RA	ENSP00000265713.2	39.8	113	57	3	309	420	209	311	2.0e-21	103.2
TrH2_TrispH2_000513-RA	ENSP00000481741.1	40.4	223	129	2	4	225	3	222	1.3e-46	185.7
TrH2_TrispH2_000514-RA	ENSP00000323047.6	42.7	307	160	3	6	298	16	320	6.2e-65	246.9
TrH2_TrispH2_000515-RA	ENSP00000501719.1	53.0	691	297	10	4	686	9	679	1.1e-184	646.0
TrH2_TrispH2_000516-RA	ENSP00000373355.5	26.3	236	106	10	236	458	99	279	9.7e-09	61.6
TrH2_TrispH2_000517-RA	ENSP00000355316.2	26.4	849	553	24	31	855	34	834	1.2e-60	234.2
TrH2_TrispH2_000519-RA	ENSP00000350708.3	56.9	418	131	5	1	380	1	407	5.4e-42	171.0
TrH2_TrispH2_000520-RA	ENSP00000416696.2	35.8	1374	800	20	1	1315	1	1351	6.9e-244	843.6
TrH2_TrispH2_000521-RA	ENSP00000381657.3	58.2	328	128	2	5	331	7	326	5.9e-111	401.4
TrH2_TrispH2_000522-RA	ENSP00000370346.3	41.0	183	101	1	8	190	17	192	4.6e-35	147.9
TrH2_TrispH2_000523-RA	ENSP00000450764.1	28.5	260	139	6	85	334	19	241	6.9e-16	85.9
TrH2_TrispH2_000525-RA	ENSP00000373572.4	47.5	99	50	1	45	141	100	198	9.2e-20	97.1
TrH2_TrispH2_000526-RA	ENSP00000365159.4	59.7	124	50	0	4	127	6	129	6.1e-38	156.0
TrH2_TrispH2_000527-RA	ENSP00000302229.8	39.6	270	151	5	10	276	12	272	1.2e-41	169.5
TrH2_TrispH2_000528-RA	ENSP00000470539.1	40.7	59	26	1	1	50	1	59	1.6e-04	44.3
TrH2_TrispH2_000529-RA	ENSP00000301838.5	27.5	91	63	1	118	208	94	181	2.2e-05	48.5
TrH2_TrispH2_000530-RA	ENSP00000427770.2	30.7	228	138	4	28	243	264	483	3.3e-20	98.2
TrH2_TrispH2_000531-RA	ENSP00000431605.1	71.8	195	55	0	12	206	11	205	5.3e-71	266.5
TrH2_TrispH2_000532-RA	ENSP00000334849.5	22.1	489	302	13	13	469	12	453	4.4e-08	58.9
TrH2_TrispH2_000533-RA	ENSP00000334849.5	22.1	494	318	13	4	477	7	453	9.2e-09	61.2
TrH2_TrispH2_000534-RA	ENSP00000325690.4	51.2	480	227	3	68	545	91	565	4.8e-138	490.7
TrH2_TrispH2_000535-RA	ENSP00000402208.2	37.0	119	50	4	14	107	3	121	2.0e-11	68.2
TrH2_TrispH2_000536-RA	ENSP00000430031.4	36.8	87	51	2	58	140	65	151	1.4e-08	60.5
TrH2_TrispH2_000538-RA	ENSP00000359481.3	68.0	128	40	1	1	127	1	128	8.2e-45	180.6
TrH2_TrispH2_000539-RA	ENSP00000356548.5	38.0	439	177	14	3	396	4	392	1.0e-53	210.3
TrH2_TrispH2_000540-RA	ENSP00000275230.5	37.9	485	224	6	51	466	88	564	8.9e-75	280.4
TrH2_TrispH2_000541-RA	ENSP00000427018.3	21.6	787	521	25	247	977	601	1347	1.6e-14	81.3
TrH2_TrispH2_000543-RA	ENSP00000416707.2	25.1	382	245	10	78	424	129	504	4.8e-22	105.5
TrH2_TrispH2_000544-RA	ENSP00000310722.1	37.0	284	156	7	18	282	52	331	5.0e-43	174.1
TrH2_TrispH2_000545-RA	ENSP00000361009.3	25.8	1664	1033	44	18	1542	48	1649	3.0e-115	416.4
TrH2_TrispH2_000546-RA	ENSP00000385255.3	37.7	2053	1117	35	1	1955	1	1989	0.0e+00	1341.3
TrH2_TrispH2_000547-RA	ENSP00000384766.1	45.0	625	320	4	8	611	19	640	1.0e-45	184.5
TrH2_TrispH2_000548-RA	ENSP00000252804.4	46.6	805	410	11	125	915	527	1325	4.1e-213	740.7
TrH2_TrispH2_000549-RA	ENSP00000348645.4	41.8	55	31	1	31	85	24	77	1.0e-04	45.1
TrH2_TrispH2_000550-RA	ENSP00000362058.3	35.6	59	37	1	37	94	31	89	1.5e-04	44.7
TrH2_TrispH2_000551-RA	ENSP00000370023.3	48.5	738	367	6	33	765	33	762	9.8e-200	696.0
TrH2_TrispH2_000552-RA	ENSP00000450697.1	43.1	51	29	0	249	299	431	481	4.3e-05	48.1
TrH2_TrispH2_000553-RA	ENSP00000297632.6	38.5	179	104	2	74	252	68	240	1.0e-23	109.8
TrH2_TrispH2_000555-RA	ENSP00000229633.5	38.6	140	81	4	2	137	43	181	4.4e-24	110.2
TrH2_TrispH2_000556-RA	ENSP00000371559.4	51.9	412	168	5	1	407	1	387	1.0e-115	416.0
TrH2_TrispH2_000557-RA	ENSP00000468032.2	35.0	60	38	1	373	432	412	470	3.6e-03	43.1
TrH2_TrispH2_000558-RA	ENSP00000379220.3	53.5	215	94	3	1	211	1	213	1.5e-55	215.7
TrH2_TrispH2_000559-RA	ENSP00000416658.1	47.4	137	72	0	4	140	19	155	1.5e-30	131.7
TrH2_TrispH2_000560-RA	ENSP00000254878.3	59.5	126	51	0	2	127	3	128	1.7e-35	147.9
TrH2_TrispH2_000561-RA	ENSP00000353804.2	63.6	668	237	3	16	677	29	696	3.2e-271	933.3
TrH2_TrispH2_000562-RA	ENSP00000238789.5	43.7	1003	486	18	201	1143	282	1265	3.1e-213	741.5
TrH2_TrispH2_000563-RA	ENSP00000355847.2	26.7	768	471	13	121	824	27	766	6.6e-83	308.1
TrH2_TrispH2_000564-RA	ENSP00000347434.7	43.4	265	134	3	119	367	370	634	2.1e-54	212.2
TrH2_TrispH2_000565-RA	ENSP00000264710.4	73.3	202	52	2	1	202	1	200	1.3e-77	288.5
TrH2_TrispH2_000566-RA	ENSP00000501692.1	69.1	337	91	3	1	337	1	324	2.8e-135	481.5
TrH2_TrispH2_000567-RA	ENSP00000382976.2	33.4	551	302	13	251	737	52	601	7.5e-80	297.7
TrH2_TrispH2_000568-RA	ENSP00000356355.4	54.1	270	123	1	17	286	28	296	1.1e-77	289.3
TrH2_TrispH2_000570-RA	ENSP00000496757.1	70.4	189	54	2	1	187	1	189	2.3e-65	247.7
TrH2_TrispH2_000571-RA	ENSP00000261654.5	34.3	522	296	13	757	1245	324	831	8.1e-69	261.9
TrH2_hyp_clust5143.t1	ENSP00000364902.3	38.7	341	163	11	1	298	43	380	1.8e-56	218.8
TrH2_TrispH2_000572-RA	ENSP00000438021.1	37.3	335	201	4	884	1211	17	349	4.8e-58	226.1
TrH2_TrispH2_000573-RA	ENSP00000343032.5	52.9	346	157	3	19	360	19	362	8.1e-96	349.7
TrH2_TrispH2_000574-RA	ENSP00000479616.1	57.7	201	85	0	1	201	1	201	1.7e-66	251.5
TrH2_TrispH2_000575-RA	ENSP00000354109.6	26.4	863	527	16	169	1001	411	1195	3.8e-73	276.2
TrH2_TrispH2_000576-RA	ENSP00000260129.5	66.2	201	64	1	651	847	646	846	1.4e-74	280.4
TrH2_TrispH2_000577-RA	ENSP00000495127.1	49.0	96	49	0	19	114	12	107	1.1e-14	78.6
TrH2_TrispH2_000578-RA	ENSP00000311677.5	50.1	351	146	9	4	338	14	351	3.3e-83	307.8
TrH2_TrispH2_000579-RA	ENSP00000482106.1	36.6	666	341	11	46	633	148	810	7.5e-101	367.5
TrH2_TrispH2_000580-RA	ENSP00000496482.1	31.6	282	185	5	1	277	1	279	3.8e-38	157.9
TrH2_TrispH2_000581-RA	ENSP00000359035.3	41.2	994	532	17	1	971	1	965	9.2e-211	733.0
TrH2_TrispH2_000582-RA	ENSP00000423785.1	28.9	1125	545	29	1	921	22	1095	5.4e-96	351.7
TrH2_TrispH2_000583-RA	ENSP00000356774.4	34.6	913	454	23	229	1106	344	1148	4.4e-143	508.4
TrH2_TrispH2_000584-RA	ENSP00000432586.1	28.1	569	353	17	129	677	2897	3429	1.9e-48	193.7
TrH2_TrispH2_000585-RA	ENSP00000255174.2	46.2	39	21	0	200	238	254	292	5.3e-03	40.8
TrH2_TrispH2_000586-RA	ENSP00000497402.1	45.0	400	205	8	53	449	62	449	4.0e-92	337.8
TrH2_TrispH2_000587-RA	ENSP00000262215.3	55.3	1973	701	22	1	1927	1	1839	0.0e+00	1940.2
TrH2_TrispH2_000590-RA	ENSP00000230050.3	70.6	119	35	0	24	142	13	131	3.5e-42	170.2
TrH2_TrispH2_000591-RA	ENSP00000351185.3	36.0	984	531	25	373	1309	100	1031	1.6e-157	556.6
TrH2_TrispH2_000593-RA	ENSP00000351157.5	37.9	95	58	1	125	218	201	295	8.7e-10	63.9
TrH2_TrispH2_000594-RA	ENSP00000261884.3	39.3	570	299	17	7	537	13	574	2.1e-87	322.4
TrH2_TrispH2_000595-RA	ENSP00000369038.5	31.9	113	76	1	91	203	55	166	4.4e-10	64.3
TrH2_TrispH2_000596-RA	ENSP00000503132.1	30.5	305	160	8	19	272	23	326	9.3e-20	96.7
TrH2_TrispH2_000597-RA	ENSP00000194214.5	43.4	136	76	1	3	137	5	140	2.0e-26	117.9
TrH2_TrispH2_000598-RA	ENSP00000294383.5	39.7	2548	1332	39	118	2520	123	2610	0.0e+00	1737.6
TrH2_TrispH2_000599-RA	ENSP00000348314.3	31.9	1996	1135	25	1	1968	1	1799	6.6e-216	751.1
TrH2_TrispH2_000600-RA	ENSP00000266126.5	55.5	348	146	3	14	360	9	348	7.9e-99	359.8
TrH2_TrispH2_000601-RA	ENSP00000360327.3	43.7	430	225	7	39	464	56	472	1.2e-102	372.9
TrH2_TrispH2_000602-RA	ENSP00000500158.1	29.6	213	120	5	42	245	56	247	7.6e-19	94.7
TrH2_TrispH2_000603-RA	ENSP00000264170.4	44.0	441	241	4	29	469	30	464	4.7e-104	377.5
TrH2_TrispH2_000604-RA	ENSP00000264170.4	47.6	431	220	3	29	459	30	454	2.0e-110	398.7
TrH2_TrispH2_000605-RA	ENSP00000352934.6	29.6	453	290	8	198	640	20	453	5.8e-63	241.5
TrH2_TrispH2_000606-RA	ENSP00000400228.3	27.2	525	281	9	24	525	21	467	5.7e-54	211.5
TrH2_TrispH2_000607-RA	ENSP00000252445.3	69.9	83	25	0	1	83	1	83	5.2e-30	129.0
TrH2_TrispH2_000608-RA	ENSP00000476117.3	39.4	355	199	7	3	353	1	343	1.3e-69	263.1
TrH2_TrispH2_000609-RA	ENSP00000352934.6	28.6	479	299	8	39	497	4	459	8.3e-57	220.7
TrH2_TrispH2_000610-RA	ENSP00000400228.3	28.2	479	284	9	20	456	21	481	1.2e-52	206.8
TrH2_TrispH2_000611-RA	ENSP00000442477.2	32.0	465	272	15	16	465	32	467	1.5e-50	199.9
TrH2_TrispH2_000613-RA	ENSP00000442477.2	31.0	467	284	10	4	459	33	472	9.3e-55	213.8
TrH2_TrispH2_000616-RA	ENSP00000310520.7	47.1	889	423	6	8	849	15	903	1.1e-226	785.8
TrH2_TrispH2_000617-RA	ENSP00000262288.3	51.7	441	193	7	2	426	12	448	3.2e-123	441.0
TrH2_TrispH2_000618-RA	ENSP00000262288.3	50.6	409	198	3	77	482	38	445	1.2e-110	399.4
TrH2_TrispH2_000619-RA	ENSP00000474925.1	20.7	405	263	10	15	364	52	453	9.6e-12	70.9
TrH2_TrispH2_000620-RA	ENSP00000262288.3	37.3	418	245	4	52	453	32	448	4.1e-76	284.6
TrH2_TrispH2_000621-RA	ENSP00000359151.3	53.0	440	178	5	75	496	54	482	5.7e-124	443.7
TrH2_TrispH2_000622-RA	ENSP00000370460.2	48.6	479	209	7	1	458	1	463	1.4e-87	322.8
TrH2_TrispH2_000626-RA	ENSP00000360623.3	53.2	412	178	5	54	462	460	859	2.5e-113	408.3
TrH2_TrispH2_000627-RA	ENSP00000287482.5	37.8	270	162	3	4	271	5	270	2.1e-41	169.9
TrH2_TrispH2_000628-RA	ENSP00000283147.6	48.8	86	43	1	307	391	428	513	5.1e-19	94.7
TrH2_TrispH2_000629-RA	ENSP00000399547.1	29.7	158	107	3	7	162	18	173	5.9e-11	67.8
TrH2_TrispH2_000630-RA	ENSP00000348915.4	56.2	354	136	5	10	350	16	363	4.7e-112	403.7
TrH2_TrispH2_000631-RA	ENSP00000360157.2	77.3	128	19	1	182	299	136	263	1.5e-53	209.9
TrH2_TrispH2_000632-RA	ENSP00000370737.4	61.9	973	351	8	57	1019	52	1014	0.0e+00	1250.3
TrH2_TrispH2_000633-RA	ENSP00000399547.1	30.1	136	92	2	25	159	40	173	2.1e-09	63.5
TrH2_TrispH2_000634-RA	ENSP00000364265.3	66.1	112	38	0	50	161	44	155	4.2e-41	167.9
TrH2_TrispH2_000635-RA	ENSP00000470652.1	40.7	329	161	4	33	345	29	339	1.7e-61	235.7
TrH2_TrispH2_000636-RA	ENSP00000350687.6	39.5	448	260	10	15	455	18	461	5.6e-86	317.4
TrH2_TrispH2_000638-RA	ENSP00000361953.3	55.5	634	228	13	10	621	2	603	2.0e-171	601.7
TrH2_TrispH2_000639-RA	ENSP00000476815.1	39.4	302	164	7	30	321	38	330	4.5e-53	207.6
TrH2_TrispH2_000640-RA	ENSP00000494143.2	40.7	54	31	1	2	54	19	72	4.6e-04	43.5
TrH2_TrispH2_000641-RA	ENSP00000379201.2	42.5	214	119	3	13	223	11	223	3.4e-44	177.6
TrH2_TrispH2_000642-RA	ENSP00000229922.2	43.2	475	240	7	1	453	1	467	3.3e-89	328.2
TrH2_TrispH2_000643-RA	ENSP00000368341.5	83.1	89	15	0	110	198	5	93	5.3e-37	154.5
TrH2_TrispH2_000644-RA	ENSP00000370288.2	38.0	597	270	10	83	581	75	669	1.4e-92	339.7
TrH2_TrispH2_000647-RA	ENSP00000264711.2	57.3	267	111	2	1	266	5	269	1.1e-86	318.9
TrH2_TrispH2_000648-RA	ENSP00000297578.4	54.5	299	127	4	23	319	16	307	2.3e-89	328.2
TrH2_TrispH2_000649-RA	ENSP00000322609.5	31.5	422	245	10	10	395	10	423	1.5e-48	194.9
TrH2_TrispH2_000650-RA	ENSP00000376472.3	80.9	703	130	2	9	709	2	702	0.0e+00	1160.2
TrH2_TrispH2_000651-RA	ENSP00000377112.4	40.8	718	352	11	50	713	7	705	6.0e-133	474.2
TrH2_TrispH2_000653-RA	ENSP00000365016.3	34.3	268	118	5	10	222	31	295	1.3e-33	144.4
TrH2_TrispH2_000654-RA	ENSP00000482330.1	37.2	352	214	3	26	372	38	387	8.3e-57	220.3
TrH2_TrispH2_000655-RA	ENSP00000362268.2	26.2	164	97	5	15	164	11	164	2.9e-07	55.5
TrH2_TrispH2_000656-RA	ENSP00000481061.1	30.8	247	150	7	6	250	3	230	2.5e-18	92.0
TrH2_TrispH2_000657-RA	ENSP00000494320.1	58.7	574	213	6	36	588	36	606	9.8e-192	669.1
TrH2_TrispH2_000658-RA	ENSP00000435725.1	30.1	166	94	6	91	254	38	183	4.9e-15	80.9
TrH2_TrispH2_000660-RA	ENSP00000435725.1	30.3	152	96	5	75	223	38	182	1.2e-12	72.8
TrH2_TrispH2_000661-RA	ENSP00000373153.5	54.2	212	97	0	18	229	41	252	1.2e-57	222.2
TrH2_TrispH2_000662-RA	ENSP00000354643.4	43.4	53	30	0	33	85	195	247	1.2e-08	58.2
TrH2_TrispH2_000663-RA	ENSP00000482330.1	34.2	371	238	2	29	394	41	410	1.5e-53	209.5
TrH2_TrispH2_000664-RA	ENSP00000302763.4	46.0	87	47	0	130	216	105	191	1.0e-11	69.7
TrH2_TrispH2_000665-RA	ENSP00000347359.3	54.7	437	195	3	94	529	22	456	8.0e-132	469.9
TrH2_TrispH2_000666-RA	ENSP00000430932.1	28.7	551	343	10	1910	2442	744	1262	4.4e-52	207.2
TrH2_TrispH2_000667-RA	ENSP00000419835.1	26.1	853	573	24	51	885	33	846	5.4e-62	238.8
TrH2_TrispH2_000668-RA	ENSP00000491584.2	29.0	879	530	19	33	852	25	868	2.5e-98	359.4
TrH2_TrispH2_000669-RA	ENSP00000297579.5	53.0	440	207	0	5	444	154	593	5.1e-140	496.9
TrH2_TrispH2_000671-RA	ENSP00000303584.5	50.2	231	93	3	2	232	5	213	6.8e-59	226.5
TrH2_TrispH2_000672-RA	ENSP00000304895.4	31.2	250	132	4	5	216	11	258	1.1e-31	137.9
TrH2_TrispH2_001362-RA	ENSP00000489063.1	29.4	1643	1014	49	859	2432	325	1890	6.8e-162	572.0
TrH2_TrispH2_001364-RA	ENSP00000389224.1	37.1	598	349	6	5	599	21	594	1.4e-76	286.6
TrH2_TrispH2_001365-RA	ENSP00000222214.4	64.6	395	97	2	29	380	43	437	1.3e-147	521.9
TrH2_TrispH2_001367-RA	ENSP00000465443.1	23.4	555	368	20	248	782	176	693	1.5e-11	71.6
TrH2_TrispH2_001368-RA	ENSP00000368190.4	41.8	79	44	2	151	227	945	1023	2.1e-06	53.5
TrH2_TrispH2_001369-RA	ENSP00000410369.1	54.5	505	195	6	1	486	1	489	1.4e-154	545.4
TrH2_TrispH2_001371-RA	ENSP00000334415.3	41.6	125	67	2	12	134	6	126	8.3e-17	85.9
TrH2_TrispH2_001372-RA	ENSP00000457258.1	39.9	537	291	10	56	586	32	542	3.1e-105	381.7
TrH2_TrispH2_001373-RA	ENSP00000288607.2	29.2	130	78	1	30	159	7	122	4.6e-11	67.0
TrH2_TrispH2_001374-RA	ENSP00000363824.3	21.5	228	177	1	16	243	12	237	5.9e-11	67.4
TrH2_TrispH2_001375-RA	ENSP00000236051.2	32.0	259	151	5	12	253	48	298	8.5e-15	80.1
TrH2_TrispH2_001376-RA	ENSP00000423067.2	36.2	912	536	13	6	896	65	951	1.5e-178	625.9
TrH2_TrispH2_001378-RA	ENSP00000370710.3	35.8	998	416	15	12	795	16	1002	1.3e-173	609.4
TrH2_TrispH2_001379-RA	ENSP00000434797.1	42.9	254	126	6	8	257	17	255	8.7e-52	203.0
TrH2_TrispH2_001380-RA	ENSP00000349321.4	64.0	897	307	6	1	891	1	887	0.0e+00	1148.7
TrH2_TrispH2_001381-RA	ENSP00000432266.1	45.7	282	132	6	22	285	3	281	4.3e-61	234.2
TrH2_TrispH2_001382-RA	ENSP00000320309.3	59.5	484	194	2	10	493	16	497	9.8e-177	619.0
TrH2_TrispH2_001383-RA	ENSP00000425033.1	24.1	634	432	14	468	1066	566	1185	1.2e-55	218.0
TrH2_TrispH2_001384-RA	ENSP00000314499.4	32.0	1361	780	29	4	1271	3	1311	2.9e-172	605.5
TrH2_TrispH2_001385-RA	ENSP00000301522.2	72.6	190	52	0	4	193	6	195	3.0e-81	300.4
TrH2_TrispH2_001387-RA	ENSP00000291439.2	74.6	422	106	1	1	421	1	422	3.0e-190	663.7
TrH2_TrispH2_001388-RA	ENSP00000352934.6	26.7	484	279	12	17	471	20	456	6.3e-33	141.4
TrH2_TrispH2_001389-RA	ENSP00000282516.8	34.0	1483	839	23	243	1663	1195	2599	7.2e-230	797.3
TrH2_TrispH2_001390-RA	ENSP00000322706.6	59.1	462	182	3	10	464	14	475	3.8e-154	543.9
TrH2_TrispH2_001391-RA	ENSP00000418734.1	31.9	824	482	19	31	817	24	805	3.5e-94	345.5
TrH2_TrispH2_001392-RA	ENSP00000361418.3	26.2	963	624	14	9	910	26	962	1.3e-97	357.1
TrH2_TrispH2_001393-RA	ENSP00000420716.1	46.4	392	210	0	7	398	14	405	1.4e-91	335.9
TrH2_TrispH2_001394-RA	ENSP00000413360.1	31.6	79	53	1	68	145	2	80	1.4e-04	48.1
TrH2_TrispH2_001395-RA	ENSP00000504748.1	37.2	777	328	16	1	662	50	781	3.9e-128	458.0
TrH2_TrispH2_001396-RA	ENSP00000361570.4	54.7	1215	520	8	10	1195	10	1223	7.1e-229	793.5
TrH2_TrispH2_001397-RA	ENSP00000361570.4	58.5	1240	482	8	1	1208	1	1239	1.7e-259	895.2
TrH2_TrispH2_001398-RA	ENSP00000360290.4	53.3	587	181	7	1	529	1	552	2.2e-166	584.7
TrH2_TrispH2_001399-RA	ENSP00000332116.4	53.2	573	239	8	54	604	96	661	2.2e-161	568.5
TrH2_TrispH2_001401-RA	ENSP00000359621.1	40.2	502	277	6	43	528	33	527	1.3e-87	323.2
TrH2_TrispH2_001402-RA	ENSP00000282670.2	39.4	142	81	1	68	209	43	179	1.1e-20	99.8
TrH2_TrispH2_001403-RA	ENSP00000492016.1	39.6	689	338	8	4	681	25	646	2.0e-127	455.7
TrH2_TrispH2_001404-RA	ENSP00000354671.2	43.7	1001	386	24	247	1091	257	1235	3.6e-199	694.9
TrH2_TrispH2_001405-RA	ENSP00000339889.5	35.5	1880	1092	30	3	1807	2	1835	0.0e+00	1103.2
TrH2_TrispH2_001406-RA	ENSP00000472469.1	92.1	63	5	0	3	65	7	69	5.5e-27	118.6
TrH2_TrispH2_001407-RA	ENSP00000260952.4	38.6	88	51	2	1	88	1	85	1.0e-07	55.1
TrH2_TrispH2_001408-RA	ENSP00000282185.3	34.2	225	116	8	7	222	7	208	7.9e-25	113.2
TrH2_TrispH2_001409-RA	ENSP00000466379.1	53.4	356	136	6	1	340	5	346	1.9e-99	361.7
TrH2_TrispH2_001410-RA	ENSP00000256649.4	26.7	486	294	11	7	446	26	495	2.6e-45	183.0
TrH2_TrispH2_001411-RA	ENSP00000361628.4	27.5	524	346	13	23	540	62	557	4.7e-50	198.7
TrH2_TrispH2_001412-RA	ENSP00000434159.1	33.8	468	267	12	43	494	19	459	3.6e-65	248.4
TrH2_TrispH2_001413-RA	ENSP00000358223.2	35.3	447	260	13	25	455	16	449	8.2e-64	243.8
TrH2_TrispH2_001414-RA	ENSP00000351695.4	40.1	309	172	5	32	328	25	332	6.2e-54	210.7
TrH2_TrispH2_001415-RA	ENSP00000351695.4	38.0	326	186	6	31	341	25	349	1.5e-52	206.1
TrH2_TrispH2_001416-RA	ENSP00000262348.4	37.5	536	285	11	1	520	1	502	7.0e-91	334.0
TrH2_TrispH2_001417-RA	ENSP00000470609.1	47.8	113	45	8	9	110	3	112	1.1e-14	78.6
TrH2_TrispH2_001418-RA	ENSP00000234831.5	28.1	228	137	8	23	229	40	261	1.2e-17	89.7
TrH2_TrispH2_001419-RA	ENSP00000460964.1	33.1	245	154	3	43	280	89	330	4.8e-35	147.5
TrH2_TrispH2_001420-RA	ENSP00000373752.4	39.4	94	51	4	245	337	428	516	1.6e-09	63.2
TrH2_TrispH2_001421-RA	ENSP00000260950.3	26.4	348	216	11	90	417	47	374	2.1e-23	109.4
TrH2_TrispH2_001422-RA	ENSP00000361245.4	42.8	870	447	15	8	848	14	861	7.3e-196	683.3
TrH2_TrispH2_001423-RA	ENSP00000359171.3	53.9	423	187	2	2	419	25	444	1.7e-119	428.7
TrH2_TrispH2_001424-RA	ENSP00000233242.1	21.3	689	469	27	19	676	41	687	1.1e-07	58.9
TrH2_TrispH2_001425-RA	ENSP00000310356.5	29.2	130	66	5	18	125	21	146	1.2e-04	45.4
TrH2_TrispH2_001426-RA	ENSP00000302967.3	64.5	428	150	2	5	432	3	428	4.2e-171	600.1
TrH2_TrispH2_001427-RA	ENSP00000380785.2	26.8	708	435	18	1	640	3	695	2.3e-40	166.4
TrH2_TrispH2_001430-RA	ENSP00000235345.5	43.5	310	174	1	11	320	39	347	1.5e-69	262.3
TrH2_TrispH2_001431-RA	ENSP00000475168.1	63.0	135	49	1	26	160	63	196	1.2e-46	185.3
TrH2_TrispH2_001432-RA	ENSP00000383003.4	71.1	90	26	0	6	95	4	93	9.4e-33	138.7
