# pfam_scan.pl,  run at Fri Dec 10 13:28:11 2021
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jaina@ebi.ac.uk), 
#          Rob Finn (rdf@ebi.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /nfs/users2/asebe/xgraubove/genomes/annotation_functional/Hhon_long.pep.fasta
#        searching against: /nfs/users2/asebe/xgraubove/data/pfam/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

Hhon_g00023.t1           611    847    609    847 PF00003.23  7tm_3             Family     3   235   236    105.3   4.4e-30   1 CL0192   
Hhon_g00024.t1            89    492     88    506 PF01094.29  ANF_receptor      Family     2   337   354    153.4   8.3e-45   1 CL0144   
Hhon_g00024.t1           632    867    631    868 PF00003.23  7tm_3             Family     2   235   236    131.1   5.8e-38   1 CL0192   
Hhon_g00025.t1            38    148     38    150 PF02318.17  FYVE_2            Family     1   115   118     49.5   4.3e-13   1 CL0390   
Hhon_g00025.t1          1788   1892   1787   1895 PF00168.31  C2                Domain     2   100   103     54.8   9.7e-15   1 CL0154   
Hhon_g00025.t1          2179   2286   2179   2286 PF00168.31  C2                Domain     1   103   103     50.8   1.7e-13   1 CL0154   
Hhon_g00026.t1            90    395     87    395 PF03224.15  V-ATPase_H_N      Family     4   315   315    308.9     4e-92   1 CL0020   
Hhon_g00026.t1           401    517    401    517 PF11698.9   V-ATPase_H_C      Family     1   117   117    155.7   4.6e-46   1 CL0020   
Hhon_g00027.t1            35    171     35    171 PF15478.7   LKAAEAR           Family     1   137   137    141.1   2.5e-41   1 No_clan  
Hhon_g00028.t1            21    365     17    365 PF07690.17  MFS_1             Family     5   353   353    112.6   1.8e-32   1 CL0015   
Hhon_g00029.t1            97    257     97    258 PF04387.15  PTPLA             Family     1   160   161    190.9   1.2e-56   1 No_clan  
Hhon_g00030.t1           117    224    109    225 PF00837.18  T4_deiodinase     Family   134   236   237     75.9   2.9e-21   1 CL0172   
Hhon_g00031.t1           118    228     88    229 PF00837.18  T4_deiodinase     Family   131   236   237     87.6   7.3e-25   1 CL0172   
Hhon_g00032.t1           143    239    128    240 PF00837.18  T4_deiodinase     Family   144   235   237     54.9   7.2e-15   1 CL0172   
Hhon_g00033.t1            47    542     46    543 PF02990.17  EMP70             Family     2   516   517    514.4  3.2e-154   1 No_clan  
Hhon_g00034.t1            18     91     17     96 PF00076.23  RRM_1             Domain     2    66    70     32.8   4.6e-08   1 CL0221   
Hhon_g00034.t1           104    201     76    237 PF04098.16  Rad52_Rad22       Family    25   100   153     25.6   9.9e-06   1 CL0196   
Hhon_g00035.t1            56    171     42    174 PF09769.10  ApoO              Family    10   125   130     83.8   9.7e-24   1 No_clan  
Hhon_g00036.t1            19    365     17    365 PF07690.17  MFS_1             Family     3   353   353    131.7   2.9e-38   1 CL0015   
Hhon_g00037.t1             9    104      7    107 PF00169.30  PH                Domain     3   102   105     30.0     6e-07   1 CL0266   
Hhon_g00037.t1           117    217    116    219 PF02174.18  IRS               Domain     2    97   100     75.1   3.3e-21   1 CL0266   
Hhon_g00038.t1             8     96      8    106 PF04103.16  CD20              Family     1    88   156     45.8   6.6e-12   1 CL0347   
Hhon_g00040.t1            89    453     88    459 PF00324.22  AA_permease       Family     2   384   479    152.5   1.5e-44   1 CL0062   
Hhon_g00041.t1            27    491     26    491 PF02516.15  STT3              Family     2   488   488    477.9  4.1e-143   1 CL0111   
Hhon_g00042.t1           280    378    271    380 PF15257.7   DUF4590           Family    11   112   114    129.8   4.2e-38   1 No_clan  
Hhon_g00042.t1          1524   1546   1523   1546 PF13516.7   LRR_6             Repeat     2    24    24     16.7    0.0056   1 CL0022   
Hhon_g00042.t1          1551   1575   1551   1575 PF13516.7   LRR_6             Repeat     1    24    24     15.0      0.02   1 CL0022   
Hhon_g00042.t1          1581   1599   1580   1603 PF13516.7   LRR_6             Repeat     2    20    24     13.4     0.065   1 CL0022   
Hhon_g00042.t1          1608   1630   1608   1631 PF13516.7   LRR_6             Repeat     1    23    24     16.3    0.0073   1 CL0022   
Hhon_g00043.t1            30    120     26    122 PF00153.28  Mito_carr         Family     6    95    97     74.3   5.5e-21   1 No_clan  
Hhon_g00043.t1           126    221    124    224 PF00153.28  Mito_carr         Family     3    94    97     78.3   3.2e-22   1 No_clan  
Hhon_g00043.t1           231    322    230    323 PF00153.28  Mito_carr         Family     2    96    97     77.3   6.6e-22   1 No_clan  
Hhon_g00044.t1            16    180     16    182 PF00071.23  Ras               Domain     1   160   162    152.6   6.9e-45   1 CL0023   
Hhon_g00044.t1           215    264    214    267 PF00226.32  DnaJ              Domain     2    52    63     53.2   2.4e-14   1 CL0392   
Hhon_g00047.t1            80    532     61    537 PF02696.15  UPF0061           Family    22   463   468    441.3  4.2e-132   1 No_clan  
Hhon_g00048.t1           121    181    121    189 PF00076.23  RRM_1             Domain     1    60    70     62.0   3.6e-17   1 CL0221   
Hhon_g00050.t1           364    510    363    519 PF08603.12  CAP_C             Family     2   150   158    195.2     5e-58   1 CL0391   
Hhon_g00051.t1            16    169     13    184 PF10294.10  Methyltransf_16   Family     5   164   174    138.7   1.6e-40   1 CL0063   
Hhon_g00052.t1            13     24     10     24 PF02493.21  MORN              Repeat    12    23    23     11.9      0.16   1 CL0251   
Hhon_g00052.t1            37     51     37     51 PF02493.21  MORN              Repeat     9    23    23      8.4       2.1   1 CL0251   
Hhon_g00052.t1            52     73     52     74 PF02493.21  MORN              Repeat     1    22    23     17.5    0.0027   1 CL0251   
Hhon_g00052.t1            75     96     75     97 PF02493.21  MORN              Repeat     1    22    23     33.6   2.2e-08   1 CL0251   
Hhon_g00052.t1           102    117    101    119 PF02493.21  MORN              Repeat     5    20    23      9.5      0.95   1 CL0251   
Hhon_g00053.t1            42    132     40    135 PF00153.28  Mito_carr         Family     3    94    97     82.5   1.6e-23   1 No_clan  
Hhon_g00053.t1           142    235    138    236 PF00153.28  Mito_carr         Family     5    96    97     72.9   1.5e-20   1 No_clan  
Hhon_g00053.t1           246    339    245    340 PF00153.28  Mito_carr         Family     2    96    97     93.6   5.2e-27   1 No_clan  
Hhon_g00054.t1            14     83     14     84 PF00076.23  RRM_1             Domain     1    69    70     64.8   4.9e-18   1 CL0221   
Hhon_g00054.t1           102    169    102    170 PF00076.23  RRM_1             Domain     1    68    70     72.7   1.6e-20   1 CL0221   
Hhon_g00054.t1           195    263    195    264 PF00076.23  RRM_1             Domain     1    69    70     78.9   1.9e-22   1 CL0221   
Hhon_g00054.t1           298    366    298    367 PF00076.23  RRM_1             Domain     1    69    70     61.9   3.7e-17   1 CL0221   
Hhon_g00054.t1           539    605    537    605 PF00658.19  PABP              Family     3    68    68     88.1     3e-25   1 No_clan  
Hhon_g00057.t1           286    331    283    382 PF04991.14  LicD              Domain     5    49   229     24.5   2.5e-05   1 CL0260   
Hhon_g00058.t1            33    311     32    311 PF03151.17  TPT               Family     2   290   290    245.3   8.3e-73   1 CL0184   
Hhon_g00059.t1            71    155     70    156 PF00250.19  Forkhead          Domain     2    87    88    124.3   1.6e-36   1 CL0123   
Hhon_g00060.t1            73    170     73    171 PF12796.8   Ank_2             Repeat     1    82    83     34.1   3.1e-08   1 CL0465   
Hhon_g00061.t1            66    494     66    494 PF02347.17  GDC-P             Domain     1   430   430    600.9  1.3e-180   1 CL0061   
Hhon_g00062.t1           175    260    174    260 PF00250.19  Forkhead          Domain     2    88    88    127.4   1.8e-37   1 CL0123   
Hhon_g00064.t1            21    208     21    209 PF02492.20  cobW              Domain     1   178   179    170.5   2.7e-50   1 CL0023   
Hhon_g00064.t1           258    358    258    360 PF07683.15  CobW_C            Domain     1    92    94     48.5   6.1e-13   1 No_clan  
Hhon_g00065.t1             5    102      5    103 PF12796.8   Ank_2             Repeat     1    82    83     40.1   4.1e-10   1 CL0465   
Hhon_g00065.t1           103    163     94    174 PF12796.8   Ank_2             Repeat    24    73    83     31.5     2e-07   1 CL0465   
Hhon_g00066.t1            53    263     31    263 PF00688.19  TGFb_propeptide   Family    24   248   248     59.6   3.5e-16   1 CL0055   
Hhon_g00066.t1           345    444    344    444 PF00019.21  TGF_beta          Domain     2   102   102     77.3   1.5e-21   1 CL0079   
Hhon_g00067.t1            42    138     42    138 PF16531.6   SAS-6_N           Domain     1    97    97     76.3     2e-21   1 No_clan  
Hhon_g00068.t1           371    514    371    516 PF00004.30  AAA               Domain     1   130   132     64.3   1.5e-17   1 CL0023   
Hhon_g00068.t1           534    578    515    595 PF17872.2   AAA_lid_10        Domain    37    81    99     37.4   2.1e-09   1 CL0671   
Hhon_g00068.t1           629    705    626    705 PF09079.12  Cdc6_C            Domain     4    84    84     53.0   2.5e-14   1 CL0123   
Hhon_g00069.t1           298    401    295    459 PF07859.14  Abhydrolase_3     Domain    42   142   211     27.5   2.6e-06   1 CL0028   
Hhon_g00071.t1            45    154     45    155 PF02466.20  Tim17             Family     1   110   111     44.8   1.4e-11   1 No_clan  
Hhon_g00072.t1            15    166     14    166 PF00160.22  Pro_isomerase     Domain     2   158   158    150.9   3.4e-44   1 CL0475   
Hhon_g00073.t1            82    153     80    153 PF00364.23  Biotin_lipoyl     Domain     3    73    73     61.4   5.5e-17   1 CL0105   
Hhon_g00073.t1           194    228    194    228 PF02817.18  E3_binding        Family     1    35    36     55.0   7.5e-15   1 No_clan  
Hhon_g00073.t1           273    495    268    495 PF00198.24  2-oxoacid_dh      Domain     7   233   233    244.3   1.1e-72   1 CL0149   
Hhon_g00074.t1            24    168     22    169 PF11559.9   ADIP             Coiled-coil     3   151   152     64.3   1.3e-17   1 No_clan  
Hhon_g00075.t1            61    457     53    458 PF00450.23  Peptidase_S10     Domain    12   415   416    237.5   3.7e-70   1 CL0028   
Hhon_g00076.t1            79    484     70    488 PF00450.23  Peptidase_S10     Domain    11   411   416    289.7   4.9e-86   1 CL0028   
Hhon_g00077.t1            27    428     20    429 PF00450.23  Peptidase_S10     Domain    10   414   416    306.5   4.1e-91   1 CL0028   
Hhon_g00078.t1           638    765    638    768 PF02732.16  ERCC4             Domain     1   154   157     64.5   1.2e-17   1 CL0236   
Hhon_g00078.t1           916   1354    916   1354 PF00858.25  ASC               Family     1   444   444    288.5     1e-85   1 No_clan  
Hhon_g00079.t1            18    458     18    458 PF00858.25  ASC               Family     1   444   444    318.8   6.4e-95   1 No_clan  
Hhon_g00080.t1            52    483     52    483 PF00858.25  ASC               Family     1   444   444    325.8   4.9e-97   1 No_clan  
Hhon_g00081.t1           113    150    113    151 PF00400.33  WD40              Repeat     1    37    38     19.0    0.0019   1 CL0186   
Hhon_g00081.t1           190    209    169    209 PF00400.33  WD40              Repeat    19    38    38     12.3      0.25   1 CL0186   
Hhon_g00081.t1           269    301    265    302 PF00400.33  WD40              Repeat     6    37    38     27.4   4.3e-06   1 CL0186   
Hhon_g00082.t1             2     80      2     80 PF05129.14  Elf1              Domain     1    78    78    109.8   4.8e-32   1 CL0167   
Hhon_g00083.t1            22    462     22    462 PF00858.25  ASC               Family     1   444   444    308.5   8.6e-92   1 No_clan  
Hhon_g00084.t1            69    510     69    511 PF00858.25  ASC               Family     1   443   444    309.7   3.8e-92   1 No_clan  
Hhon_g00085.t1           229    293    186    307 PF00266.20  Aminotran_5       Domain   154   216   371     23.8   1.9e-05   1 CL0061   
Hhon_g00086.t1            34    256     33    257 PF14939.7   DCAF15_WD40       Repeat     2   214   215    227.9   1.1e-67   1 No_clan  
Hhon_g00087.t1           124    336    124    338 PF00587.26  tRNA-synt_2b      Domain     1   177   179    129.2   1.7e-37   1 CL0040   
Hhon_g00087.t1           355    456    354    458 PF03129.21  HGTP_anticodon    Domain     2    91    94     26.1   7.4e-06   1 CL0458   
Hhon_g00088.t1            32    344     30    344 PF01008.18  IF-2B             Family     3   282   282    239.1   5.3e-71   1 CL0246   
Hhon_g00089.t1             5    101      5    102 PF06294.12  CH_2              Domain     1    95    96     73.9   8.5e-21   1 CL0188   
Hhon_g00089.t1           735    796    731    808 PF00406.23  ADK               Domain    36    97   151     33.3   4.6e-08   1 CL0023   
Hhon_g00090.t1          1575   1925   1575   1925 PF00443.30  UCH               Family     1   269   269    154.2   4.7e-45   1 CL0125   
Hhon_g00090.t1          2096   2416   2094   2455 PF12030.9   DUF3517           Family     3   327   405     81.1   6.3e-23   1 No_clan  
Hhon_g00091.t1            16    116     14    129 PF00754.26  F5_F8_type_C      Domain     4   112   127     28.3   1.5e-06   1 CL0202   
Hhon_g00092.t1            81    141     54    150 PF03957.14  Jun               Family    33    94   234     38.8     1e-09   1 No_clan  
Hhon_g00092.t1           250    310    248    311 PF00170.22  bZIP_1           Coiled-coil     3    63    64     56.3   2.5e-15   1 CL0018   
Hhon_g00093.t1           107    165     79    167 PF00043.26  GST_C             Domain    29    87    93     21.8   0.00017   1 CL0497   
Hhon_g00094.t1           166    211    165    213 PF06221.14  zf-C2HC5          Domain     2    51    54     41.4   1.1e-10   1 No_clan  
Hhon_g00094.t1           408    498    408    516 PF04266.15  ASCH              Domain     1    64   107     62.2     6e-17   1 CL0178   
Hhon_g00095.t1           131    213    109    214 PF00085.21  Thioredoxin       Domain    19   102   103     30.9   2.1e-07   1 CL0172   
Hhon_g00096.t1           524    547    524    547 PF13516.7   LRR_6             Repeat     1    24    24     27.0   2.7e-06   1 CL0022   
Hhon_g00097.t1           365    569    362    569 PF08696.12  Dna2              Family     4   203   203    198.1   1.4e-58   1 CL0236   
Hhon_g00097.t1           928   1022    928   1031 PF13086.7   AAA_11            Domain     1   114   261     54.4   1.5e-14   1 CL0023   
Hhon_g00097.t1          1031   1098   1021   1099 PF13086.7   AAA_11            Domain   191   260   261     60.7   1.8e-16   1 CL0023   
Hhon_g00097.t1          1107   1318   1106   1320 PF13087.7   AAA_12            Domain     2   197   199    181.1   1.8e-53   1 CL0023   
Hhon_g00098.t1            24    117     23    118 PF01248.27  Ribosomal_L7Ae    Domain     2    94    95     98.8   1.1e-28   1 CL0101   
Hhon_g00099.t1           137    297    128    298 PF13229.7   Beta_helix        Family    11   157   158     35.1   1.1e-08   1 CL0268   
Hhon_g00101.t1            30    209      9    211 PF16213.6   DCB               Family     3   173   175    130.3   6.1e-38   1 No_clan  
Hhon_g00101.t1           477    635    476    636 PF12783.8   Sec7_N            Domain     2   157   158    166.5   4.3e-49   1 No_clan  
Hhon_g00101.t1           750    934    750    934 PF01369.21  Sec7              Domain     1   183   183    230.8     9e-69   1 No_clan  
Hhon_g00101.t1          1250   1332   1250   1333 PF09324.11  DUF1981           Family     1    83    84    108.5   1.1e-31   1 No_clan  
Hhon_g00102.t1            56    105     55    105 PF00415.19  RCC1              Repeat     2    50    50     40.8   2.6e-10   1 CL0186   
Hhon_g00102.t1           109    160    108    160 PF00415.19  RCC1              Repeat     2    50    50     51.3   1.3e-13   1 CL0186   
Hhon_g00102.t1           163    214    163    214 PF00415.19  RCC1              Repeat     1    50    50     29.6   8.1e-07   1 CL0186   
Hhon_g00102.t1           217    280    217    280 PF00415.19  RCC1              Repeat     1    50    50     30.8   3.2e-07   1 CL0186   
Hhon_g00102.t1           341    391    341    391 PF00415.19  RCC1              Repeat     1    50    50     48.8   7.9e-13   1 CL0186   
Hhon_g00102.t1           394    443    394    443 PF00415.19  RCC1              Repeat     1    50    50     48.7   8.3e-13   1 CL0186   
Hhon_g00104.t1           211    296    211    296 PF00028.18  Cadherin          Domain     1    93    93     46.5   3.9e-12   1 CL0159   
Hhon_g00104.t1           318    410    318    410 PF00028.18  Cadherin          Domain     1    93    93     66.3   2.5e-18   1 CL0159   
Hhon_g00104.t1           445    531    443    532 PF00028.18  Cadherin          Domain     5    92    93     88.7   2.7e-25   1 CL0159   
Hhon_g00104.t1           560    637    551    638 PF00028.18  Cadherin          Domain    15    92    93     34.9   1.6e-08   1 CL0159   
Hhon_g00105.t1           529    567    529    567 PF00400.33  WD40              Repeat     1    38    38     28.4     2e-06   1 CL0186   
Hhon_g00105.t1          1044   1088   1044   1089 PF00018.29  SH3_1             Domain     1    47    48     47.6   9.6e-13   1 CL0010   
Hhon_g00106.t1           126    187    126    187 PF12394.9   DUF3657           Family     1    68    68     39.2   8.2e-10   1 No_clan  
Hhon_g00106.t1           669    860    667    862 PF05057.15  DUF676            Family     4   217   219    176.4   5.9e-52   1 CL0028   
Hhon_g00107.t1           119    279    119    280 PF06733.16  DEAD_2            Family     1   174   175    171.0   1.8e-50   1 CL0023   
Hhon_g00107.t1           552    734    552    736 PF13307.7   Helicase_C_2      Domain     1   168   170    189.7   4.4e-56   1 CL0023   
Hhon_g00108.t1           108    146    108    146 PF00400.33  WD40              Repeat     1    38    38     40.0   4.5e-10   1 CL0186   
Hhon_g00109.t1           113    356    113    358 PF00270.30  DEAD              Domain     1   174   176    128.7     2e-37   1 CL0023   
Hhon_g00109.t1           424    520    413    521 PF00271.32  Helicase_C        Family    14   110   111     81.3   6.2e-23   1 CL0023   
Hhon_g00110.t1            39    108     39    108 PF00498.27  FHA               Family     1    69    69     66.2   2.5e-18   1 CL0357   
Hhon_g00111.t1             6     94      6     97 PF03647.14  Tmemb_14          Family     1    89    92     89.2   2.2e-25   1 No_clan  
Hhon_g00112.t1           518    669    517    671 PF09445.11  Methyltransf_15   Family     2   163   165    148.8   9.9e-44   1 CL0063   
Hhon_g00113.t1           658    782    657    784 PF00615.20  RGS               Domain     2   116   118     26.3   7.4e-06   1 CL0272   
Hhon_g00113.t1           826    929    824    931 PF00615.20  RGS               Domain     4   101   118     37.7   2.1e-09   1 CL0272   
Hhon_g00114.t1            11    186      5    188 PF00025.22  Arf               Domain     7   172   175    155.9     7e-46   1 CL0023   
Hhon_g00115.t1            60    345     59    347 PF04258.14  Peptidase_A22B    Family     2   282   284    302.7   2.8e-90   1 CL0130   
Hhon_g00116.t1            62    172     61    172 PF00059.22  Lectin_C          Domain     2   108   108     54.6   1.6e-14   1 CL0056   
Hhon_g00116.t1          1054   1094   1054   1094 PF01825.22  GPS                Motif     1    45    45     47.1   2.7e-12   1 CL0661   
Hhon_g00116.t1          1109   1342   1107   1343 PF00002.25  7tm_2             Family     3   245   246    171.4   2.1e-50   1 CL0192   
Hhon_g00117.t1            47    369     47    371 PF10250.10  O-FucT            Family     1   325   327    233.8   4.1e-69   1 CL0113   
Hhon_g00118.t1            47    156     45    157 PF00059.22  Lectin_C          Domain     3   107   108     42.9   6.7e-11   1 CL0056   
Hhon_g00118.t1           902    942    902    942 PF01825.22  GPS                Motif     1    45    45     48.1   1.3e-12   1 CL0661   
Hhon_g00118.t1           956   1190    955   1191 PF00002.25  7tm_2             Family     2   245   246    172.8   7.3e-51   1 CL0192   
Hhon_g00119.t1            42    223     42    224 PF01251.19  Ribosomal_S7e     Family     1   183   184    263.7   8.2e-79   1 CL0652   
Hhon_g00121.t1            61    318     61    322 PF00069.26  Pkinase           Domain     1   260   264    192.4   9.4e-57   1 CL0016   
Hhon_g00122.t1           303    370    303    371 PF02820.19  MBT               Domain     1    68    69     92.3   1.8e-26   1 CL0049   
Hhon_g00122.t1           409    476    408    476 PF02820.19  MBT               Domain     2    69    69     94.8     3e-27   1 CL0049   
Hhon_g00122.t1           512    576    512    577 PF02820.19  MBT               Domain     2    68    69     45.5   7.2e-12   1 CL0049   
Hhon_g00122.t1           682    744    681    744 PF00536.31  SAM_1             Domain     2    64    64     35.6   9.4e-09   1 CL0003   
Hhon_g00123.t1           101    381    101    381 PF00069.26  Pkinase           Domain     1   264   264    261.1     1e-77   1 CL0016   
Hhon_g00124.t1            11    171     11    172 PF00071.23  Ras               Domain     1   161   162    210.5     1e-62   1 CL0023   
Hhon_g00126.t1           388    531    382    531 PF01590.27  GAF               Domain     7   133   133     42.8   7.4e-11   1 CL0161   
Hhon_g00126.t1           640    870    640    872 PF00233.20  PDEase_I          Domain     1   236   238    221.1   1.7e-65   1 CL0237   
Hhon_g00127.t1           363    498    363    498 PF00004.30  AAA               Domain     1   132   132    136.7   6.2e-40   1 CL0023   
Hhon_g00127.t1           521    560    521    565 PF17862.2   AAA_lid_3         Domain     1    40    45     38.3     9e-10   1 CL0671   
Hhon_g00127.t1           856    933    855    938 PF00439.26  Bromodomain       Domain     2    79    84     59.6   2.3e-16   1 No_clan  
Hhon_g00128.t1            34     94     34     94 PF16177.6   ACAS_N            Family     1    55    55     58.3   5.3e-16   1 CL0378   
Hhon_g00128.t1           104    555     96    556 PF00501.29  AMP-binding       Family     9   423   424    307.7     1e-91   1 CL0378   
Hhon_g00128.t1           565    642    564    642 PF13193.7   AMP-binding_C     Domain     2    76    76     68.2   9.6e-19   1 CL0531   
Hhon_g00129.t1            13    128     11    129 PF01042.22  Ribonuc_L-PSP     Domain     3   120   121    144.0     2e-42   1 CL0534   
Hhon_g00130.t1            16    129     12    130 PF01042.22  Ribonuc_L-PSP     Domain     5   120   121    136.7   3.7e-40   1 CL0534   
Hhon_g00131.t1             2    139      2    140 PF00334.20  NDK               Domain     1   134   135    133.3   5.3e-39   1 No_clan  
Hhon_g00132.t1             1    264      1    269 PF04641.13  Rtf2              Family     1   257   262    278.7   4.3e-83   1 CL0229   
Hhon_g00133.t1           371    431    369    432 PF07647.18  SAM_2             Domain     4    63    66     34.8   1.3e-08   1 CL0003   
Hhon_g00133.t1           627    772    627    781 PF13676.7   TIR_2             Domain     1   112   121     48.4   1.3e-12   1 CL0173   
Hhon_g00134.t1           250    281    242    281 PF00400.33  WD40              Repeat     9    38    38     21.8   0.00026   1 CL0186   
Hhon_g00135.t1            31     80     30     81 PF08711.12  Med26             Domain     2    52    53     36.5   3.6e-09   1 No_clan  
Hhon_g00135.t1           145    253    145    254 PF07500.15  TFIIS_M           Domain     1   114   115    111.4   3.3e-32   1 No_clan  
Hhon_g00135.t1           268    305    267    305 PF01096.19  TFIIS_C           Domain     2    39    39     66.0   1.9e-18   1 CL0167   
Hhon_g00136.t1             7    114      6    119 PF11969.9   DcpS_C            Family     2   108   114    112.2   1.8e-32   1 CL0265   
Hhon_g00138.t1           132    238    131    239 PF10507.10  TMEM65            Family     2   108   109    135.7   5.6e-40   1 No_clan  
Hhon_g00139.t1            17    109     17    111 PF12796.8   Ank_2             Repeat     1    81    83     65.4   5.3e-18   1 CL0465   
Hhon_g00139.t1           110    175    104    177 PF12796.8   Ank_2             Repeat    23    81    83     44.6   1.7e-11   1 CL0465   
Hhon_g00139.t1           186    275    184    275 PF12796.8   Ank_2             Repeat     3    83    83     73.5   1.6e-20   1 CL0465   
Hhon_g00140.t1            49    224     46    282 PF00378.21  ECH_1             Domain     5   176   251    125.3   2.6e-36   1 CL0127   
Hhon_g00140.t1           366    544    366    545 PF02737.19  3HCDH_N           Domain     1   179   180    195.6   6.6e-58   1 CL0063   
Hhon_g00140.t1           547    642    547    642 PF00725.23  3HCDH             Domain     1    97    97     73.2   1.9e-20   1 CL0106   
Hhon_g00140.t1           676    756    676    763 PF00725.23  3HCDH             Domain     3    80    97     22.6   0.00012   1 CL0106   
Hhon_g00141.t1            34     90     13     97 PF10200.10  Ndufs5            Family    30    87    96     36.6   4.1e-09   1 CL0351   
Hhon_g00142.t1            76    133     73    133 PF13855.7   LRR_8             Repeat     4    61    61     36.4   3.4e-09   1 CL0022   
Hhon_g00142.t1           262    338    261    347 PF07679.17  I-set             Domain     2    81    90     51.4   8.3e-14   1 CL0011   
Hhon_g00142.t1           475   1019    475   1019 PF03098.16  An_peroxidase     Domain     1   528   528    617.0  2.6e-185   1 CL0617   
Hhon_g00143.t1            88    108     88    110 PF02493.21  MORN              Repeat     1    21    23     27.6   1.7e-06   1 CL0251   
Hhon_g00143.t1           111    132    111    133 PF02493.21  MORN              Repeat     1    22    23     20.7   0.00027   1 CL0251   
Hhon_g00143.t1           134    152    134    153 PF02493.21  MORN              Repeat     1    19    23     10.9      0.35   1 CL0251   
Hhon_g00143.t1           158    175    158    177 PF02493.21  MORN              Repeat     1    18    23      9.8      0.76   1 CL0251   
Hhon_g00143.t1           183    205    183    205 PF02493.21  MORN              Repeat     1    23    23     27.9   1.3e-06   1 CL0251   
Hhon_g00143.t1           206    223    206    225 PF02493.21  MORN              Repeat     1    18    23     23.6   3.2e-05   1 CL0251   
Hhon_g00143.t1           230    247    230    248 PF02493.21  MORN              Repeat     1    18    23     19.5   0.00063   1 CL0251   
Hhon_g00143.t1           263    284    263    285 PF02493.21  MORN              Repeat     1    22    23     25.6   7.2e-06   1 CL0251   
Hhon_g00143.t1           286    307    286    308 PF02493.21  MORN              Repeat     1    22    23     31.3   1.1e-07   1 CL0251   
