orthogroup	name
OG_135	succinate_dehydrogenase_complex_assembly_factor_3
OG_136	
OG_137	alsin_Rho_guanine_nucleotide_exchange_factor_ALS2
OG_138	single_pass_membrane_protein_with_aspartate_rich_tail_1
OG_139	ankyrin_repeat_and_fibronectin_type_III_domain_containing_1
OG_140	HID1_domain_containing
OG_141	coiled_coil_domain_containing_40
OG_142	activating_transcription_factor_7_interacting_protein_2
OG_143	centrosomal_protein_131
OG_144	H1.0_linker_histone
OG_145	C_X9_C_motif_containing_2
OG_146	
OG_147	pentatricopeptide_repeat_domain_1
OG_148	gamma_glutamylamine_cyclotransferase
OG_149	non_homologous_end_joining_factor_1
OG_150	chromosome_7_open_reading_frame_31
OG_151	transmembrane_and_ubiquitin_like_domain_containing_2
OG_152	junction_plakoglobin
OG_153	sulfite_oxidase
OG_154	armadillo_repeat_containing_8
OG_155	matrix_AAA_peptidase_interacting_protein_1
OG_156	family_with_sequence_similarity_172_member_A
OG_157	COMM_domain_containing_10
OG_158	chromosome_1_open_reading_frame_189
OG_159	
OG_160	KIAA0825
OG_161	adenosine_deaminase_tRNA_specific_3
OG_162	negative_regulator_of_ubiquitin_like_proteins_1
OG_163	histone_H3_associated_protein_kinase
OG_164	RWD_domain_containing_2B
OG_165	molybdenum_cofactor_synthesis_2
OG_166	RNA_polymerase_III_subunit_C
OG_167	ADP_dependent_glucokinase
OG_168	cysteine_rich_transmembrane_BMP_regulator_1
OG_169	establishment_of_sister_chromatid_cohesion_N_acetyltransferase_1
OG_170	protein_phosphatase_1_regulatory_subunit_32
OG_171	SEC61_translocon_subunit_beta
OG_172	syntaxin_17
OG_173	crystallin_mu
OG_174	family_with_sequence_similarity_78_member_A
OG_175	
OG_176	armadillo_repeat_containing_4
OG_177	centrosomal_protein_83
OG_178	inversin
OG_179	CWC25_spliceosome_associated_protein_homolog
OG_180	golgi_reassembly_stacking_protein_2
OG_181	chromosome_7_open_reading_frame_57
OG_182	Bardet_Biedl_syndrome_9
OG_183	eukaryotic_translation_initiation_factor_1B,eukaryotic_translation_initiation_factor_1
OG_184	
OG_185	phosphatidylinositol_glycan_anchor_biosynthesis_class_Z
OG_186	calcium_voltage_gated_channel_auxiliary_subunit_beta_1,calcium_voltage_gated_channel_auxiliary_subunit_beta_4,calcium_voltage_gated_channel_auxiliary_subunit_beta_2
OG_187	ESF1_nucleolar_pre_rRNA_processing_protein_homolog
OG_188	8_oxoguanine_DNA_glycosylase
OG_189	
OG_190	CASC3_exon_junction_complex_subunit
OG_191	DET1_and_DDB1_associated_1
OG_192	
OG_193	VPS28_subunit_of_ESCRT_I
OG_194	calcium_responsive_transcription_factor
OG_195	secretory_carrier_membrane_protein_3,secretory_carrier_membrane_protein_1,secretory_carrier_membrane_protein_2
OG_196	adenylate_kinase_6
OG_197	
OG_198	TMEM9_domain_family_member_B
OG_199	39S_ribosomal_protein_L23_mitochondrial
OG_200	
OG_201	ATP_synthase_peripheral_stalk_membrane_subunit_b
OG_202	tRNA_methyltransferase_2_homolog_A
OG_203	ess_2_splicing_factor_homolog
OG_204	coiled_coil_domain_containing_89
OG_205	RNA_pseudouridine_synthase_D4
OG_206	transmembrane_protein_256
OG_207	
OG_208	elongin_B
OG_209	mediator_complex_subunit_13L,mediator_complex_subunit_13
OG_210	chromosome_9_open_reading_frame_78
OG_211	iron_sulfur_cluster_assembly_2
OG_212	phosphatidylinositol_glycan_anchor_biosynthesis_class_F
OG_213	BSCL2_lipid_droplet_biogenesis_associated_seipin
OG_214	amidohydrolase_domain_containing_1
OG_215	
OG_216	
OG_217	C9orf72_SMCR8_complex_subunit
OG_218	general_transcription_factor_IIF_subunit_1
OG_219	arginine_and_serine_rich_coiled_coil_2
OG_220	pescadillo_ribosomal_biogenesis_factor_1
OG_221	golgi_SNAP_receptor_complex_member_1
OG_222	
OG_223	
OG_224	zinc_finger_matrin_type_5
OG_225	
OG_226	
OG_227	meiotic_nuclear_divisions_1
OG_228	CDK2_associated_cullin_domain_1
OG_229	ribose_5_phosphate_isomerase_A
OG_230	HLH.HG3.0:EBF1/EBF2/EBF3/EBF4
OG_231	
OG_232	protein_regulator_of_cytokinesis_1
OG_233	galactosylceramidase
OG_234	
OG_235	quinoid_dihydropteridine_reductase
OG_236	nucleoporin_107
OG_237	family_with_sequence_similarity_136_member_A
OG_238	mediator_complex_subunit_24
OG_239	zinc_finger_FYVE_type_containing_27
OG_240	
OG_241	coiled_coil_domain_containing_171
OG_242	
OG_243	WAPL_cohesin_release_factor
OG_244	chromosome_10_open_reading_frame_53
OG_245	
OG_246	folliculin_interacting_protein_2,folliculin_interacting_protein_1
OG_247	inorganic_pyrophosphatase_1,inorganic_pyrophosphatase_2
OG_248	
OG_249	scaffold_protein_involved_in_DNA_repair
OG_250	scaffold_protein_involved_in_DNA_repair
OG_251	
OG_252	
OG_253	triple_QxxK_R_motif_containing
OG_254	cytokine_induced_apoptosis_inhibitor_1
OG_255	defender_against_cell_death_1
OG_256	GINS_complex_subunit_3
OG_257	
OG_258	TPX2_microtubule_nucleation_factor
OG_259	monoamine_oxidase_A
OG_260	URI1_prefoldin_like_chaperone
OG_261	NADH_ubiquinone_oxidoreductase_core_subunit_V2
OG_262	glutathione_peroxidase_1
OG_263	
OG_264	FA_core_complex_associated_protein_24
OG_265	apoptotic_chromatin_condensation_inducer_1
OG_266	phosphatidylinositol_4_5_bisphosphate_4_phosphatase_2
OG_267	RPGRIP1_like
OG_268	transmembrane_protein_143
OG_269	
OG_270	GINS_complex_subunit_2
OG_271	biogenesis_of_lysosomal_organelles_complex_1_subunit_2
OG_272	
OG_273	geranylgeranyl_diphosphate_synthase_1
OG_274	
OG_275	
OG_276	
OG_277	ribosomal_protein_L34
OG_278	chromosome_4_open_reading_frame_47
OG_279	GAR1_ribonucleoprotein
OG_280	
OG_281	NFU1_iron_sulfur_cluster_scaffold
OG_282	HAUS_augmin_like_complex_subunit_4
OG_283	translocase_of_inner_mitochondrial_membrane_21
OG_284	
OG_285	ribosomal_protein_L14
OG_286	peptidase_D
OG_287	
OG_288	
OG_289	MAGE_family_member_D2,NSE3_homolog_SMC5_SMC6_complex_component
OG_290	chromosome_12_open_reading_frame_66
OG_291	acyl_CoA_oxidase_1,DNA_polymerase_epsilon_2_accessory_subunit
OG_292	
OG_293	RNA_guanylyltransferase_and_5_phosphatase
OG_294	survival_motor_neuron_domain_containing_1
OG_295	trafficking_protein_particle_complex_9
OG_296	biogenesis_of_lysosomal_organelles_complex_1_subunit_5
OG_297	adenosine_deaminase_tRNA_specific_2
OG_298	short_coiled_coil_protein
OG_299	
OG_300	bZIP.HG2.0:CREBL2,cAMP_responsive_element_binding_protein_like_2
OG_301	TATA_box_binding_protein_associated_factor_12
OG_302	trafficking_protein_particle_complex_3
OG_303	stromal_cell_derived_factor_2
OG_304	calmodulin_regulated_spectrin_associated_protein_1,calmodulin_regulated_spectrin_associated_protein_family_member_2,calmodulin_regulated_spectrin_associated_protein_family_member_3
OG_305	adaptor_related_protein_complex_5_subunit_sigma_1
OG_306	lin_37_DREAM_MuvB_core_complex_component
OG_307	
OG_308	
OG_309	elongator_acetyltransferase_complex_subunit_6
OG_310	coiled_coil_domain_containing_60
OG_311	nucleolar_protein_6
OG_312	zinc_finger_protein_706
OG_313	ribosomal_protein_S8
OG_314	C_X9_C_motif_containing_1
OG_315	chitinase_domain_containing_1
OG_316	lipin_3,lipin_2
OG_317	transmembrane_and_coiled_coil_domain_family_2,transmembrane_and_coiled_coil_domain_family_3
OG_318	centlein
OG_319	solute_carrier_family_6_member_7,solute_carrier_family_6_member_8,solute_carrier_family_6_member_6,solute_carrier_family_6_member_12
OG_320	
OG_321	unconventional_SNARE_in_the_ER_1
OG_322	immediate_early_response_3_interacting_protein_1,novel_transcript
OG_323	leucine_rich_repeat_containing_61
OG_324	TATA_box_binding_protein_associated_factor_RNA_polymerase_I_subunit_C
OG_325	fructose_bisphosphatase_2
OG_326	ribosomal_protein_S6
OG_327	tumor_protein_p53_binding_protein_1
OG_328	IDNK_gluconokinase
OG_329	NSA2_ribosome_biogenesis_factor
OG_330	leucine_rich_repeat_containing_49
OG_331	
OG_332	TOPBP1_interacting_checkpoint_and_replication_regulator
OG_333	
OG_334	NBAS_subunit_of_NRZ_tethering_complex
OG_335	mitotic_arrest_deficient_2_like_1
OG_336	translation_machinery_associated_16_homolog
OG_337	HAUS_augmin_like_complex_subunit_6
OG_338	phosphodiesterase_3A
OG_339	xenotropic_and_polytropic_retrovirus_receptor_1
OG_340	sec1_family_domain_containing_2
OG_341	calcium_channel_flower_domain_containing_1
OG_342	transmembrane_and_coiled_coil_domains_1
OG_343	
OG_344	ribosomal_protein_L5
OG_345	
OG_346	
OG_347	cilia_and_flagella_associated_protein_77
OG_348	G_protein_coupled_receptor_107
OG_349	negative_elongation_factor_complex_member_B
OG_350	chromosome_1_open_reading_frame_112
OG_351	
OG_352	endothelial_differentiation_related_factor_1
OG_353	autophagy_related_5
OG_354	deoxyhypusine_synthase
OG_355	coenzyme_Q4
OG_356	GRB2_associated_binding_protein_3,GRB2_associated_binding_protein_1
OG_357	glycosylated_lysosomal_membrane_protein
OG_358	cell_division_cycle_73
OG_359	
OG_360	F_box_protein_41
OG_361	NDUFA4_mitochondrial_complex_associated
OG_362	protein_phosphatase_2_regulatory_subunit_Bdelta,kinesin_family_member_C1
OG_363	
OG_364	
OG_365	StAR_related_lipid_transfer_domain_containing_7
OG_366	ribonuclease_P_MRP_subunit_p30
OG_367	
OG_368	
OG_369	polysaccharide_biosynthesis_domain_containing_1
OG_370	nanos_C2HC_type_zinc_finger_1
OG_371	N_acetylglucosamine_kinase
OG_372	transcription_factor_25
OG_373	zinc_finger_CCHC_type_containing_4
OG_374	rhotekin_2
OG_375	
OG_376	mitochondrial_ribosomal_protein_S33
OG_377	
OG_378	novel_protein
OG_379	GTP_binding_protein_3_mitochondrial
OG_380	desumoylating_isopeptidase_1
OG_381	GID_complex_subunit_4_homolog
OG_382	eukaryotic_translation_initiation_factor_3_subunit_D
OG_383	eukaryotic_translation_initiation_factor_3_subunit_L
OG_384	
OG_385	growth_factor_augmenter_of_liver_regeneration
OG_386	ribosomal_protein_SA
OG_387	ECSIT_signaling_integrator
OG_388	zinc_finger_protein_598_E3_ubiquitin_ligase
OG_389	tRNA_methyltransferase_1
OG_390	splicing_factor_3b_subunit_5
OG_391	
OG_392	endonuclease_V
OG_393	BAR_IMD_domain_containing_adaptor_protein_2
OG_394	phosphatidylinositol_glycan_anchor_biosynthesis_class_Q
OG_395	guided_entry_of_tail_anchored_proteins_factor_4
OG_396	RB_binding_protein_6_ubiquitin_ligase
OG_397	NFYB_NFYC.HG6.0:NA
OG_398	NADH_ubiquinone_oxidoreductase_subunit_A3
OG_399	armadillo_repeat_containing_7
OG_400	RUNX1_partner_transcriptional_co_repressor_1,CBFA2_RUNX1_partner_transcriptional_co_repressor_2
OG_401	phosphatidylglycerophosphate_synthase_1
OG_402	microtubule_associated_monooxygenase_calponin_and_LIM_domain_containing_2
OG_403	chromosome_22_open_reading_frame_23
OG_404	mediator_complex_subunit_11
OG_405	
OG_406	Josephin_domain_containing_1
OG_407	
OG_408	
OG_409	BUD31_homolog
OG_410	cleavage_and_polyadenylation_specific_factor_4
OG_411	PDGFA_associated_protein_1
OG_412	nth_like_DNA_glycosylase_1
OG_413	
OG_414	phosphatidylinositol_glycan_anchor_biosynthesis_class_X
OG_415	dynactin_subunit_5
OG_416	
OG_417	tubulin_epsilon_and_delta_complex_2
OG_418	
OG_419	IQ_motif_containing_B1
OG_420	coilin
OG_421	clusterin_associated_protein_1
OG_422	NDC80_kinetochore_complex_component
OG_423	coiled_coil_domain_containing_12
OG_424	phytanoyl_CoA_dioxygenase_domain_containing_1
OG_425	zyg_11_related_cell_cycle_regulator
OG_426	chromosome_12_open_reading_frame_57
OG_427	SPOUT_domain_containing_methyltransferase_1
OG_428	protein_phosphatase_2_phosphatase_activator
OG_429	Myb.HG4.2:like:AC069544.2/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32
OG_430	folliculin
OG_431	actin_related_protein_2_3_complex_subunit_5
OG_432	Rap_guanine_nucleotide_exchange_factor_1
OG_433	transcriptional_adaptor_1
OG_434	
OG_435	zf-C2H2.HG1.107:GFI1/GFI1B;zf-met.HG1.75:like:GFI1/MAZ/PATZ1/SALL1/SALL2/SALL3/SALL4/ZBTB14/ZBTB49/ZNF236/ZNF384/ZNF426/ZNF524/ZNF559-ZNF177/ZNF628/ZNF883,zf-C2H2.HG1.107:GFI1/GFI1B
OG_436	RNA_polymerase_II_associated_protein_2
OG_437	pappalysin_1
OG_438	outer_dense_fiber_of_sperm_tails_2
OG_439	
OG_440	surfeit_4
OG_441	axonemal_dynein_light_chain_domain_containing_1
OG_442	
OG_443	
OG_444	RNA_terminal_phosphate_cyclase_like_1
OG_445	
OG_446	
OG_447	telomere_maintenance_2
OG_448	transmembrane_protein_186
OG_449	chromosome_17_open_reading_frame_98
OG_450	ATP_synthase_c_subunit_lysine_N_methyltransferase
OG_451	leucine_zipper_transcription_factor_like_1
OG_452	
OG_453	timeless_circadian_regulator
OG_454	neutrophil_cytosolic_factor_2
OG_455	prefoldin_subunit_6
OG_456	exosome_component_2
OG_457	component_of_oligomeric_golgi_complex_7
OG_458	pyridoxamine_5_phosphate_oxidase
OG_459	selenoprotein_F
OG_460	ribosomal_protein_L35
OG_461	transmembrane_protein_115
OG_462	decapping_enzyme_scavenger
OG_463	metabolism_of_cobalamin_associated_A
OG_464	centrosomal_AT_AC_splicing_factor
OG_465	junctional_cadherin_complex_regulator
OG_466	Sin3A_associated_protein_130
OG_467	
OG_468	
OG_469	signal_sequence_receptor_subunit_3
OG_470	SSU72_homolog_RNA_polymerase_II_CTD_phosphatase
OG_471	phosphogluconate_dehydrogenase
OG_472	
OG_473	shieldin_complex_subunit_3
OG_474	dolichyl_diphosphooligosaccharide_protein_glycosyltransferase_non_catalytic_subunit
OG_475	methylenetetrahydrofolate_reductase
OG_476	signal_peptidase_complex_subunit_1
OG_477	asteroid_homolog_1
OG_478	non_SMC_condensin_I_complex_subunit_D2
OG_479	chromosome_3_open_reading_frame_33
OG_480	peroxisomal_biogenesis_factor_14
OG_481	leucine_rich_repeat_containing_34
OG_482	
OG_483	
OG_484	angiotensin_II_receptor_associated_protein
OG_485	
OG_486	
OG_487	
OG_488	chromosome_8_open_reading_frame_33
OG_489	sperm_associated_antigen_7
OG_490	centrosomal_protein_104
OG_491	
OG_492	
OG_493	nucleolar_pre_rRNA_processing_protein_NIP7
OG_494	protein_phosphatase_1_regulatory_subunit_7
OG_495	NOC2_like_nucleolar_associated_transcriptional_repressor
OG_496	
OG_497	RNA_polymerase_II_subunit_D
OG_498	NAD_kinase
OG_499	cytohesin_1
OG_500	glucuronic_acid_epimerase
OG_501	MRE11_homolog_double_strand_break_repair_nuclease
OG_502	integrator_complex_subunit_10
OG_503	COPI_coat_complex_subunit_alpha
OG_504	protein_phosphatase_1_regulatory_inhibitor_subunit_11,COPI_coat_complex_subunit_alpha
OG_505	zf-C2H2.HG38.2:like:HINFP,zf-C2H2.HG38.2:like:HINFP;zf-met.HG42.0:NA
OG_506	NODAL_modulator_3
OG_507	coiled_coil_domain_containing_81
OG_508	solute_carrier_family_9_member_B2
OG_509	exosome_component_10
OG_510	NADH_ubiquinone_oxidoreductase_subunit_B9
OG_511	
OG_512	epithelial_membrane_protein_3
OG_513	
OG_514	synthesis_of_cytochrome_C_oxidase_1
OG_515	
OG_516	capping_actin_protein_of_muscle_Z_line_subunit_beta
OG_517	
OG_518	myeloid_leukemia_factor_1,myeloid_leukemia_factor_2
OG_519	solute_carrier_family_35_member_F6
OG_520	TATA_box_binding_protein_associated_factor_10
OG_521	beta_1_3_glucuronyltransferase_3
OG_522	cilia_and_flagella_associated_protein_70
OG_523	proteasome_activator_subunit_4
OG_524	intraflagellar_transport_associated_protein
OG_525	lipoyltransferase_1
OG_526	leucine_rich_repeat_containing_56
OG_527	novel_transcript,succinate_dehydrogenase_complex_assembly_factor_2
OG_528	integrator_complex_subunit_5
OG_529	
OG_530	N_alpha_acetyltransferase_25_NatB_auxiliary_subunit
OG_531	
OG_532	peptidyl_tRNA_hydrolase_2
OG_533	anaphase_promoting_complex_subunit_7
OG_534	coiled_coil_domain_containing_92
OG_535	coiled_coil_domain_containing_157
OG_536	CGRP_receptor_component
OG_537	
OG_538	
OG_539	novel_protein_VKORC1_and_PRSS53_readthrough,vitamin_K_epoxide_reductase_complex_subunit_1
OG_540	phosphoserine_phosphatase
OG_541	general_transcription_factor_IIH_subunit_3
OG_542	HGH1_homolog
OG_543	
OG_544	ataxin_2
OG_545	
OG_546	intraflagellar_transport_74
OG_547	nucleoporin_155
OG_548	INTS3_and_NABP_interacting_protein
OG_549	coiled_coil_domain_containing_24
OG_550	SERPINE1_mRNA_binding_protein_1
OG_551	zinc_finger_DHHC_type_palmitoyltransferase_3
OG_552	
OG_553	gem_nuclear_organelle_associated_protein_2
OG_554	
OG_555	mitochondrial_ribosomal_protein_S25
OG_556	cell_division_cycle_123
OG_557	vezatin_adherens_junctions_transmembrane_protein
OG_558	coiled_coil_domain_containing_144A,ankyrin_repeat_domain_7
OG_559	cysteine_rich_DPF_motif_domain_containing_1
OG_560	GRIP1_associated_protein_1
OG_561	coiled_coil_domain_containing_115
OG_562	
OG_563	
OG_564	
OG_565	transmembrane_protein_243
OG_566	
OG_567	calcium_dependent_secretion_activator_2,calcium_dependent_secretion_activator
OG_568	UPF2_regulator_of_nonsense_mediated_mRNA_decay
OG_569	
OG_570	fibrous_sheath_interacting_protein_1
OG_571	chromosome_6_open_reading_frame_58
OG_572	mediator_complex_subunit_20
OG_573	DALR_anticodon_binding_domain_containing_3
OG_574	zf-C2H2.HG166.0:NA;zf-met.HG46.0:NA
OG_575	small_lysine_rich_protein_1
OG_576	DENN_domain_containing_6A
OG_577	
OG_578	methyl_CpG_binding_domain_4_DNA_glycosylase
OG_579	
OG_580	membrane_associated_ring_CH_type_finger_5
OG_581	phosphoglucomutase_3
OG_582	
OG_583	
OG_584	HPS1_biogenesis_of_lysosomal_organelles_complex_3_subunit_1
OG_585	catenin_alpha_2
OG_586	family_with_sequence_similarity_184_member_A
OG_587	
OG_588	abraxas_2_BRISC_complex_subunit,abraxas_1_BRCA1_A_complex_subunit
OG_589	
OG_590	
OG_591	family_with_sequence_similarity_204_member_A
OG_592	SPT7_like_STAGA_complex_subunit_gamma
OG_593	transmembrane_protein_128
OG_594	family_with_sequence_similarity_160_member_B1
OG_595	U_box_domain_containing_5
OG_596	spermatogenesis_associated_24
OG_597	bridging_integrator_3
OG_598	family_with_sequence_similarity_50_member_B
OG_599	methyltransferase_like_16
OG_600	UDP_glucose_ceramide_glucosyltransferase
OG_601	HEAT_repeat_containing_1
OG_602	trafficking_protein_particle_complex_13
OG_603	
OG_604	
OG_605	
OG_606	STIL_centriolar_assembly_protein
OG_607	chromosome_19_open_reading_frame_44
OG_608	tubulin_folding_cofactor_C
OG_609	
OG_610	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_2
OG_611	VPS35_endosomal_protein_sorting_factor_like
OG_612	poly_A_binding_protein_interacting_protein_1
OG_613	valosin_containing_protein,plasminogen_receptor_with_a_C_terminal_lysine
OG_614	sperm_associated_antigen_8
OG_615	
OG_616	ubiquitin_associated_protein_2,ubiquitin_associated_protein_2_like
OG_617	TP53_induced_glycolysis_regulatory_phosphatase
OG_618	staphylococcal_nuclease_and_tudor_domain_containing_1
OG_619	PAT1_homolog_1_processing_body_mRNA_decay_factor
OG_620	NADH_ubiquinone_oxidoreductase_subunit_S4
OG_621	SPG21_abhydrolase_domain_containing_maspardin
OG_622	glucosylceramidase_beta
OG_623	family_with_sequence_similarity_227_member_B
OG_624	zf-MIZ.HG1.2:like:PIAS1/PIAS2/PIAS3/PIAS4
OG_625	electron_transfer_flavoprotein_subunit_alpha
OG_626	tetratricopeptide_repeat_domain_37
OG_627	SUB1_regulator_of_transcription
OG_628	survival_of_motor_neuron_2_centromeric
OG_629	mitochondrial_ribosomal_protein_L24
OG_630	dolichol_kinase
OG_631	keratinocyte_associated_protein_2
OG_632	
OG_633	methylmalonyl_CoA_epimerase
OG_634	programmed_cell_death_7
OG_635	ribosomal_protein_S17,novel_protein
OG_636	eukaryotic_translation_initiation_factor_3_subunit_J
OG_637	coiled_coil_domain_containing_124
OG_638	Ts_translation_elongation_factor_mitochondrial
OG_639	phosphatidylinositol_glycan_anchor_biosynthesis_class_A
OG_640	mitochondrial_assembly_of_ribosomal_large_subunit_1
OG_641	disco_interacting_protein_2_homolog_C,disco_interacting_protein_2_homolog_B
OG_642	ribonuclease_K
OG_643	cyclin_Pas1_PHO80_domain_containing_1
OG_644	nucleic_acid_binding_protein_2,nucleic_acid_binding_protein_1
OG_645	spermatogenesis_associated_serine_rich_2
OG_646	COP9_signalosome_subunit_8
OG_647	
OG_648	
OG_649	Rap1_GTPase_GDP_dissociation_stimulator_1
OG_650	DTW_domain_containing_2
OG_651	
OG_652	WD_repeat_domain_93
OG_653	peroxisomal_biogenesis_factor_11_beta
OG_654	family_with_sequence_similarity_184_member_B
OG_655	
OG_656	tumor_protein_p53_inducible_nuclear_protein_1
OG_657	ARV1_homolog_fatty_acid_homeostasis_modulator
OG_658	biogenesis_of_lysosomal_organelles_complex_1_subunit_4
OG_659	mevalonate_diphosphate_decarboxylase
OG_660	mitochondrial_ribosomal_protein_L52
OG_661	junctophilin_3
OG_662	eukaryotic_translation_initiation_factor_2_subunit_beta
OG_663	tubulin_polymerization_promoting_protein_family_member_2
OG_664	leucine_rich_melanocyte_differentiation_associated
OG_665	trafficking_protein_particle_complex_8
OG_666	sorting_nexin_20
OG_667	integrator_complex_subunit_8
OG_668	HMGbox_Sox.HG1.28:like:HMGXB4
OG_669	
OG_670	chromosome_transmission_fidelity_factor_8
OG_671	
OG_672	growth_arrest_specific_8
OG_673	leucine_rich_repeat_containing_69
OG_674	TGIF2_RAB5IF_readthrough,RAB5_interacting_factor
OG_675	RAB_interacting_factor
OG_676	chromosome_16_open_reading_frame_87
OG_677	
OG_678	PIGY_upstream_reading_frame
OG_679	cytosolic_thiouridylase_subunit_2
OG_680	piezo_type_mechanosensitive_ion_channel_component_1
OG_681	PRAME_family_member_10
OG_682	
OG_683	leukocyte_receptor_cluster_member_1
OG_684	adenine_phosphoribosyltransferase
OG_685	VPS18_core_subunit_of_CORVET_and_HOPS_complexes
